table_a,table_b,key_label,tier,distinct_a,distinct_b,overlap_count,coverage_a_pct,coverage_b_pct,already_in_spine_connect_edges
LIBRARY_MARTS.POLITICS.POLITICS__SENATE_TRADES,LIBRARY_RAW.LANDING.FED_VOTEVIEW_MEMBERS,BIOGUIDE,STEEL,57,12584,57,100.0,0.45,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20938,20007,14290,68.25,71.43,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,20938,16251,8219,39.25,50.58,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,FEC_CMTE_ID,STEEL,20938,38693,20938,100.0,54.11,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20938,12291,9633,46.01,78.37,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,20938,10630,7571,36.16,71.22,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,FEC_CMTE_ID,STEEL,20938,26655,20938,100.0,78.55,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,20938,12277,9619,45.94,78.35,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20938,20007,14290,68.25,71.43,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,20938,16251,8219,39.25,50.58,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20938,12291,9633,46.01,78.37,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,20938,10630,7571,36.16,71.22,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,20938,20938,20938,100.0,100.0,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20938,20007,14290,68.25,71.43,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20938,12291,9633,46.01,78.37,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,20007,16251,4176,20.87,25.7,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,FEC_CMTE_ID,STEEL,20007,38693,14302,71.48,36.96,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20007,12291,10899,54.48,88.67,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,20007,10630,6825,34.11,64.21,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,FEC_CMTE_ID,STEEL,20007,26655,20007,100.0,75.06,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,20007,12277,10885,54.41,88.66,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20007,20007,20007,100.0,100.0,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,20007,16251,4176,20.87,25.7,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20007,12291,10899,54.48,88.67,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,20007,10630,6825,34.11,64.21,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,20007,20938,14290,71.43,68.25,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20007,20007,20007,100.0,100.0,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20007,12291,10899,54.48,88.67,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,FEC_CMTE_ID,STEEL,16251,38693,15822,97.36,40.89,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,16251,12291,2630,16.18,21.4,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,16251,10630,7655,47.1,72.01,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,FEC_CMTE_ID,STEEL,16251,26655,8225,50.61,30.86,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,16251,12277,2630,16.18,21.42,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,16251,20007,4176,25.7,20.87,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,16251,16251,16251,100.0,100.0,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,16251,12291,2630,16.18,21.4,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,16251,10630,7655,47.1,72.01,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,16251,20938,8219,50.58,39.25,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,16251,20007,4176,25.7,20.87,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,16251,12291,2630,16.18,21.4,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,38693,12291,9634,24.9,78.38,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,38693,10630,7672,19.83,72.17,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,FEC_CMTE_ID,STEEL,38693,26655,20950,54.14,78.6,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,38693,12277,9620,24.86,78.36,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,38693,20007,14302,36.96,71.48,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,38693,16251,15822,40.89,97.36,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,38693,12291,9634,24.9,78.38,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,38693,10630,7672,19.83,72.17,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,38693,20938,20938,54.11,100.0,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,38693,20007,14302,36.96,71.48,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,38693,12291,9634,24.9,78.38,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,12291,10630,4155,33.81,39.09,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,FEC_CMTE_ID,STEEL,12291,26655,12288,99.98,46.1,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,12291,12277,12277,99.89,100.0,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,12291,20007,10899,88.67,54.48,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,12291,16251,2630,21.4,16.18,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,12291,12291,12291,100.0,100.0,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,12291,10630,4155,33.81,39.09,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,12291,20938,9633,78.37,46.01,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,12291,20007,10899,88.67,54.48,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,12291,12291,12291,100.0,100.0,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,FEC_CMTE_ID,STEEL,10630,26655,10460,98.4,39.24,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,10630,12277,4155,39.09,33.84,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,10630,20007,6825,64.21,34.11,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,10630,16251,7655,72.01,47.1,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,10630,12291,4155,39.09,33.81,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,10630,10630,10630,100.0,100.0,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,10630,20938,7571,71.22,36.16,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,10630,20007,6825,64.21,34.11,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,10630,12291,4155,39.09,33.81,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,FEC_CMTE_ID,STEEL,26655,12277,12274,46.05,99.98,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,26655,20007,20007,75.06,100.0,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,26655,16251,8225,30.86,50.61,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,26655,12291,12288,46.1,99.98,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,26655,10630,10460,39.24,98.4,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,26655,20938,20938,78.55,100.0,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,26655,20007,20007,75.06,100.0,False
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,26655,12291,12288,46.1,99.98,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,12277,20007,10885,88.66,54.41,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,12277,16251,2630,21.42,16.18,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,12277,12291,12277,100.0,99.89,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,12277,10630,4155,33.84,39.09,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,12277,20938,9619,78.35,45.94,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,12277,20007,10885,88.66,54.41,False
LIBRARY_MARTS.PUBLIC.MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,12277,12291,12277,100.0,99.89,False
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,FEC_CMTE_ID,STEEL,20007,16251,4176,20.87,25.7,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20007,12291,10899,54.48,88.67,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,20007,10630,6825,34.11,64.21,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,20007,20938,14290,71.43,68.25,False
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20007,20007,20007,100.0,100.0,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20007,12291,10899,54.48,88.67,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,16251,12291,2630,16.18,21.4,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,16251,10630,7655,47.1,72.01,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,16251,20938,8219,50.58,39.25,False
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,16251,20007,4176,25.7,20.87,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,16251,12291,2630,16.18,21.4,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,FEC_CMTE_ID,STEEL,12291,10630,4155,33.81,39.09,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,12291,20938,9633,78.37,46.01,False
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,12291,20007,10899,88.67,54.48,True
LIBRARY_MARTS.TIMELINE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,12291,12291,12291,100.0,100.0,True
LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,LIBRARY_RAW.LANDING.FED_FEC_BULK,FEC_CMTE_ID,STEEL,10630,20938,7571,71.22,36.16,False
LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,10630,20007,6825,64.21,34.11,True
LIBRARY_MARTS.TIMELINE.POLITICS__FEC_CANDIDATE,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,10630,12291,4155,39.09,33.81,True
LIBRARY_RAW.LANDING.FED_FEC_BULK,LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,FEC_CMTE_ID,STEEL,20938,20007,14290,68.25,71.43,False
LIBRARY_RAW.LANDING.FED_FEC_BULK,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20938,12291,9633,46.01,78.37,False
LIBRARY_RAW.LANDING.FED_FEC_BULK_COMMITTEES,LIBRARY_RAW.LANDING.FED_FEC_INDIV_CONTRIBUTIONS,FEC_CMTE_ID,STEEL,20007,12291,10899,54.48,88.67,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,20938,22899,12232,58.42,53.42,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK,LIBRARY_MARTS.TIMELINE.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,20938,22899,12232,58.42,53.42,False
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,20007,22899,9569,47.83,41.79,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_BULK_COMMITTEES,LIBRARY_MARTS.TIMELINE.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,20007,22899,9569,47.83,41.79,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,16251,22899,766,4.71,3.35,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE,LIBRARY_MARTS.TIMELINE.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,16251,22899,766,4.71,3.35,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,38693,22899,22548,58.27,98.47,True
LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES,LIBRARY_MARTS.TIMELINE.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,38693,22899,22548,58.27,98.47,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,10630,22899,118,1.11,0.52,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_CANDIDATE,LIBRARY_MARTS.TIMELINE.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,10630,22899,118,1.11,0.52,True
LIBRARY_MARTS.POLITICS.POLITICS__FEC_COMMITTEE,LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,FEC_CMTE_ID,STEEL,26655,22899,12239,45.92,53.45,False
