YR,ST,FIPS5,REASON,N
2017,MO,29023,6,2
2015,LA,22049,4,7
2016,FL,12021,8,11
2015,TX,48363,2,4
2017,FL,12037,5,2
2015,GA,13269,1,12
2017,GA,13093,3,7
2017,TX,48333,none,6
2016,VA,51775,6,4
2016,NC,37117,9,4
2015,NC,37013,6,7
2015,VA,51019,2,7
2017,MN,27035,2,8
2015,VA,51620,4,9
2017,GA,13143,2,3
2015,MN,27147,6,7
2016,VA,51017,4,4
2016,MO,29117,1,9
2015,MO,29151,4,7
2016,MS,28127,9,7
2017,TX,48359,none,10
2017,TX,48477,4,22
2015,TN,47139,5,5
2015,MS,28025,7,6
2015,MN,27127,2,2
2017,GA,13301,1,6
2016,TX,48487,7,3
2015,LA,22123,9,3
2016,LA,22013,9,3
2016,VA,51135,4,9
2015,LA,22081,3,4
2017,WV,54043,4,13
2017,MO,29127,5,2
2015,VA,51139,9,7
2016,TN,47109,9,5
2017,MO,29091,9,5
2015,WV,54075,7,5
2016,NC,37189,2,8
2017,VA,51830,7,4
2016,MN,27067,5,3
2015,MO,29073,7,2
2017,TX,48065,1,3
2015,MS,28105,9,6
2015,WV,54043,1,8
2016,MS,28001,5,3
2015,VA,51530,4,9
2015,LA,22045,6,3
2016,TX,48395,4,7
2017,MO,29079,none,7
2015,MO,29179,9,5
2017,MN,27009,6,7
2017,MS,28043,9,2
2015,TN,47005,1,7
2015,VA,51065,6,5
2017,TN,47027,1,6
2017,VA,51007,1,11
2017,MS,28005,4,5
2017,TX,48233,1,4
2015,AR,05113,7,3
2016,MN,27157,5,2
2017,TN,47005,1,7
2016,MS,28131,9,3
2017,MO,29153,3,6
2016,TX,48237,1,3
2016,GA,13279,1,7
2015,TN,47153,7,7
2015,WV,54083,7,8
2015,GA,13261,7,9
2016,TX,48067,9,6
2016,AR,05033,9,11
2017,MO,29073,2,2
2016,GA,13023,3,7
2017,NC,37023,2,5
2016,GA,13105,7,5
2017,TN,47065,2,11
2016,TN,47091,7,4
2015,SC,45085,5,5
2016,TN,47111,9,6
2017,MS,28133,7,7
2016,MN,27081,1,5
2017,MO,29195,9,5
2016,MO,29185,1,5
2015,MN,27165,1,4
2016,WV,54007,4,6
2015,GA,13037,4,5
2017,MN,27081,7,2
2016,GA,13047,5,5
2017,TN,47171,1,8
2016,NC,37189,6,9
2017,MO,29153,4,6
2017,VA,51089,9,11
2016,VA,51173,7,5
2015,MO,29186,1,6
2015,GA,13159,1,17
2016,MS,28071,6,4
2017,TX,48499,6,3
2017,GA,13249,4,3
2016,NC,37103,9,6
2015,GA,13273,1,3
2015,WV,54089,4,9
2017,MN,27057,7,7
2015,TX,48479,2,5
2017,SC,45025,6,3
2017,VA,51600,2,5
2016,MO,29186,7,5
2015,MS,28059,2,7
2015,GA,13185,6,15
2016,MN,27055,4,7
2016,GA,13083,9,6
2017,FL,12045,3,8
2017,MO,29087,7,3
2015,LA,22039,4,12
2016,MO,29011,4,5
2016,TX,48193,1,7
2016,MN,27129,2,3
2016,LA,22061,7,11
2015,MS,28075,2,4
2016,TX,48213,5,13
2017,AR,05053,9,4
2017,FL,12125,7,5
2015,MN,27125,3,3
2015,MS,28085,9,8
2016,TN,47043,9,10
2015,GA,13237,6,5
2017,LA,22077,7,5
2017,MO,29203,7,4
2015,MO,29091,9,5
2017,WV,54045,7,6
2017,GA,13081,9,4
2017,TX,48181,6,16
2017,TX,48091,2,12
2015,MO,29133,1,5
2015,MN,27045,7,4
2016,MS,28099,3,11
2016,TX,48459,7,13
2016,MS,28013,2,5
2017,AR,05049,1,6
2017,SC,45031,2,6
2015,LA,22113,2,4
2015,VA,51097,4,5
2017,VA,51011,7,5
2016,GA,13023,4,3
2015,MN,27107,4,6
2017,TX,48473,5,6
2017,MN,27133,7,3
2017,GA,13011,9,3
2016,TX,48077,6,3
2017,TX,48115,1,4
2016,TN,47017,7,6
2016,MN,27081,3,3
2016,MN,27159,1,10
2015,TN,47179,6,10
2016,GA,13131,7,9
2016,VA,51163,7,7
2015,VA,51735,7,5
2016,TX,48501,2,2
2017,MN,27075,2,2
2017,TX,48171,7,8
2015,TX,48089,7,5
2017,WV,54035,9,8
2015,TN,47069,5,3
2017,TN,47121,7,4
2016,FL,12123,1,4
2017,MS,28139,9,2
2017,MO,29179,3,2
2015,TN,47085,5,2
2017,TN,47171,5,3
2017,AR,05097,1,7
2017,MN,27065,9,5
2015,LA,22045,2,5
2015,MS,28151,6,2
2017,TX,48271,1,5
2015,TN,47123,6,8
2015,LA,22045,7,9
2017,TX,48043,7,9
2017,TX,48457,4,7
2015,NC,37079,6,3
2016,LA,22089,2,2
2016,MO,29167,6,5
2017,AR,05003,7,9
2016,MS,28007,9,2
2017,WV,54089,7,6
2017,AR,05031,5,7
2016,TN,47177,6,2
2017,TX,48075,1,5
2015,MS,28083,9,6
2015,LA,22093,7,9
2017,SC,45021,5,3
2016,GA,13007,4,2
2015,VA,51595,7,4
2015,MO,29175,9,5
2017,GA,13243,4,3
2015,TX,48283,9,2
2015,TX,48151,none,5
2017,AR,05027,7,6
2017,MN,27009,5,3
2017,GA,13075,1,6
2017,TN,47057,9,10
2015,GA,13009,8,2
2015,TX,48035,6,3
2016,TN,47173,9,11
2015,TX,48321,6,5
2015,VA,51610,6,2
2017,TN,47063,6,6
2016,GA,13209,4,5
2015,GA,13047,5,6
2015,MO,29225,5,4
2017,MO,29111,4,4
2017,TX,48463,7,7
2017,LA,22125,3,6
2017,MN,27115,9,9
2016,MS,28139,5,2
2015,NC,37017,6,4
2016,VA,51099,5,6
2016,MO,29051,5,2
2017,LA,22035,1,5
2017,TX,48065,2,2
2015,MS,28161,7,2
2015,TN,47175,4,5
2016,MS,28101,4,14
2017,MN,27161,9,6
2015,AR,05133,4,3
2017,TX,48349,2,6
2016,MS,28085,6,3
2016,TX,48127,4,3
2015,NC,37027,2,4
2017,MO,29215,6,2
2016,GA,13189,6,2
2017,TX,48465,5,3
2016,NC,37167,5,4
2015,TN,47175,7,8
2017,MS,28065,9,6
2016,AR,05047,5,2
2016,TX,48465,4,14
2016,TN,47083,7,3
2017,TX,48145,7,6
2015,TN,47143,6,3
2017,TX,48413,3,3
2015,MO,29015,6,4
2017,NC,37107,5,5
2016,MO,29097,2,3
2017,SC,45073,5,5
2017,MO,29121,4,12
2017,TX,48191,1,3
2017,MO,29159,9,10
2016,FL,12089,2,7
2015,WV,54027,6,3
2016,FL,12041,7,10
2016,MS,28023,1,5
2017,LA,22043,4,11
2016,TX,48153,3,3
2017,MO,29113,5,4
2015,VA,51590,9,7
2016,VA,51750,7,4
2016,MS,28083,4,5
2015,TX,48057,9,8
2015,GA,13217,2,3
2016,LA,22119,7,3
2017,TX,48395,7,6
2015,TN,47025,9,7
2017,TN,47039,7,5
2015,VA,51149,5,6
2016,SC,45021,6,3
2015,WV,54069,2,2
2016,TN,47171,6,3
2016,LA,22025,3,4
2017,MO,29125,7,4
2017,WV,54063,9,4
2015,AR,05085,5,2
2017,AR,05141,5,5
2015,AR,05023,9,8
2017,LA,22035,7,2
2016,GA,13305,6,7
2017,TN,47143,9,5
2015,TX,48161,7,3
2016,MO,29186,9,4
2017,NC,37077,2,3
2015,TX,48371,6,2
2017,TX,48031,9,6
2015,LA,22109,5,5
2017,MO,29011,7,4
2016,AR,05107,9,3
2015,GA,13191,6,3
2015,TX,48277,2,2
2017,NC,37083,5,7
2015,TN,47109,9,4
2015,TX,48363,9,11
2017,GA,13309,3,3
2017,TN,47091,7,8
2017,TN,47055,7,11
2015,MS,28025,9,3
2016,SC,45037,5,4
2017,VA,51590,2,2
2016,TN,47169,1,3
2016,LA,22065,9,3
2016,MS,28083,7,4
2016,VA,51065,6,4
2017,MS,28061,7,5
2015,NC,37029,9,8
2017,MO,29139,1,7
2016,TX,48343,9,5
2016,TX,48319,3,2
2017,TX,48281,2,3
2016,TN,47151,6,3
2017,TX,48165,7,3
2015,MN,27143,7,2
2017,VA,51630,5,4
2015,TX,48153,1,3
2015,AR,05117,1,4
2016,AR,05019,7,7
2017,MO,29073,6,3
2015,TN,47029,5,4
2017,TX,48097,6,2
2017,AR,05037,7,5
2015,TN,47051,2,3
2017,GA,13315,1,3
2016,AR,05141,6,2
2015,SC,45065,7,5
2016,TX,48197,3,4
2017,GA,13087,5,2
2017,MN,27041,6,5
2016,GA,13023,9,3
2015,VA,51135,7,2
2016,VA,51133,2,3
2017,VA,51087,8,2
2016,GA,13031,2,3
2015,VA,51183,9,4
2016,VA,51735,1,12
2016,VA,51147,5,3
2015,NC,37171,5,5
2015,TX,48053,5,4
2016,MN,27051,1,13
2015,VA,51005,7,7
2017,MO,29157,7,8
2015,MO,29003,7,8
2015,MO,29103,none,2
2017,GA,13081,4,6
2015,MO,29137,1,3
2015,MN,27013,2,3
2015,TX,48357,9,4
2017,GA,13243,3,7
2017,NC,37195,2,2
2016,TN,47141,2,4
2017,WV,54015,4,6
2016,NC,37173,9,6
2017,GA,13197,9,3
2017,VA,51043,5,2
2016,GA,13017,4,3
2017,TX,48405,1,5
2016,MO,29209,5,6
2016,AR,05079,2,4
2015,FL,12029,9,2
2016,MO,29055,9,6
2016,AR,05069,5,7
2017,MS,28045,6,5
2015,LA,22023,9,3
2016,GA,13065,1,2
2015,AR,05053,6,3
2017,GA,13065,1,5
2017,AR,05019,7,6
2015,TN,47133,9,3
2016,MO,29157,9,3
2016,WV,54045,6,3
2015,WV,54067,2,3
2017,MN,27151,1,3
2017,WV,54109,7,3
2015,SC,45055,2,4
2017,TN,47099,6,4
2016,WV,54093,9,4
2016,MO,29175,7,8
2017,TX,48159,5,3
2017,AR,05055,2,2
2016,TN,47047,2,2
2015,TX,48285,1,8
2016,TX,48117,1,5
2016,GA,13163,6,3
2015,NC,37057,2,3
2015,TX,48011,4,2
2017,AR,05013,1,4
2015,MS,28069,4,2
2015,NC,37095,6,2
2015,GA,13035,6,5
2016,MO,29225,5,2
2016,AR,05033,2,6
2017,TX,48419,7,3
2017,TX,48413,none,4
2015,FL,12045,5,4
2017,TX,48305,1,4
2017,MS,28137,6,2
2016,MN,27157,7,5
2016,MN,27125,3,2
2017,GA,13161,5,2
2017,TX,48183,5,8
2016,SC,45059,2,6
2015,VA,51630,6,5
2017,TN,47033,9,4
2017,MO,29081,4,4
2015,TX,48475,6,2
2017,MO,29057,9,3
2017,MS,28105,5,3
2015,AR,05097,7,2
2015,VA,51630,5,3
2015,MN,27169,9,3
2015,MO,29029,2,3
2016,MO,29107,2,4
2017,MO,29163,7,2
2015,TN,47169,4,3
2016,MN,27069,3,3
2015,VA,51003,2,4
2017,GA,13007,1,2
2015,MN,27121,3,12
2015,AR,05021,7,3
2015,MS,28143,9,4
2016,LA,22115,6,5
2016,MN,27093,7,3
2017,GA,13235,7,5
2017,TX,48379,4,6
2017,TN,47115,5,2
2017,MS,28147,2,3
2017,MS,28139,6,2
2015,MO,29131,7,3
2016,MO,29067,7,2
2017,TX,48489,7,4
2017,AR,05037,9,4
2016,GA,13025,4,6
2015,MN,27167,1,4
2015,VA,51021,1,3
2015,AR,05037,9,2
2016,AR,05083,9,3
2015,VA,51093,5,4
2015,LA,22035,3,4
2015,LA,22073,2,4
2015,AR,05057,9,3
2017,VA,51830,6,3
2017,MN,27023,9,3
2016,TN,47129,7,3
2017,GA,13269,9,5
2016,TX,48405,1,3
2015,WV,54027,5,4
2015,AR,05021,9,2
2017,GA,13299,6,3
2015,LA,22031,5,3
2016,MO,29175,5,2
2015,GA,13069,5,2
2017,SC,45043,6,7
2016,GA,13293,5,3
2017,TX,48473,2,3
2017,GA,13291,5,2
2016,VA,51101,5,3
2016,WV,54057,7,8
2015,MN,27133,1,5
2015,MS,28113,6,2
2017,TN,47087,9,3
2015,FL,12011,8,5
2016,MS,28079,5,2
2015,TX,48205,3,4
2016,TX,48081,3,6
2015,MN,27149,2,2
2015,MO,29073,9,2
2016,NC,37155,2,4
2017,GA,13189,6,3
2016,SC,45019,8,4
2016,TX,48475,5,3
2017,TN,47005,4,7
2017,TX,48365,9,7
2017,GA,13187,6,3
2016,MS,28051,1,3
2016,GA,13249,4,2
2017,TX,48075,3,2
2017,MO,29079,9,4
2015,TX,48047,9,3
2015,VA,51031,6,4
2016,TX,48083,1,5
2016,MS,28017,9,2
2016,VA,51047,2,3
2016,VA,51540,2,3
2015,MS,28057,5,3
2017,TX,48387,2,2
2017,MN,27045,5,5
2017,TX,48317,4,3
2016,WV,54025,5,4
2017,GA,13263,7,2
2017,MN,27065,2,2
2015,SC,45061,7,3
2016,NC,37175,6,3
2016,TX,48409,5,5
2017,MS,28013,4,6
2015,GA,13165,4,3
2016,WV,54087,9,2
2016,AR,05027,9,2
2016,TX,48473,5,2
2017,TX,48401,2,4
2015,TX,48227,5,5
2016,LA,22025,4,3
2015,TX,48081,3,3
2015,SC,45059,5,4
2015,TN,47033,2,3
2015,TX,48249,5,2
2017,MN,27161,4,5
2016,GA,13081,7,6
2016,MN,27155,none,4
2015,GA,13287,9,2
2016,GA,13065,9,3
2017,GA,13037,4,2
2017,GA,13061,1,3
2017,MS,28035,5,4
2017,MN,27017,5,3
2017,TX,48073,2,5
2017,FL,12125,5,3
2017,MO,29055,6,2
2015,GA,13165,1,2
2017,WV,54045,5,3
2017,MS,28143,4,4
2015,MN,27107,1,5
2016,TX,48507,2,2
2015,TX,48253,6,2
2015,AR,05133,7,3
2015,GA,13311,2,2
2016,TX,48063,5,2
2017,VA,51095,6,4
2016,GA,13153,2,5
2017,TN,47099,5,3
2015,TX,48103,4,3
2015,MO,29229,6,2
2016,FL,12133,5,5
2017,MO,29011,1,3
2017,MS,28081,5,4
2016,MO,29171,3,3
2016,MO,29219,6,3
2015,TX,48391,9,3
2016,NC,37195,5,5
2017,MO,29013,7,4
2017,LA,22037,5,2
2015,VA,51045,1,3
2016,GA,13211,6,4
2016,NC,37017,5,2
2016,TN,47109,7,2
2017,MN,27169,2,2
2017,TN,47063,5,4
2015,TN,47035,9,5
2016,MO,29093,7,2
2015,GA,13193,9,3
2016,MO,29171,4,3
2015,WV,54101,9,2
2017,TX,48169,3,6
2016,SC,45001,5,3
2017,TX,48353,9,3
2017,FL,12045,5,3
2016,TX,48033,none,3
2015,MN,27099,6,2
2017,MN,27069,3,3
2016,LA,22111,6,3
2015,TX,48159,7,3
2016,MO,29085,9,5
2015,MO,29186,2,2
2016,TX,48069,3,7
2016,TX,48409,2,3
2016,TX,48129,3,3
2015,AR,05115,6,2
2016,TX,48429,7,2
2016,GA,13283,3,2
2016,MN,27143,7,5
2016,FL,12051,6,2
2016,TX,48255,4,3
2017,SC,45047,5,3
2015,TX,48063,2,3
2016,GA,13209,7,2
2015,MO,29201,5,2
2015,WV,54089,7,2
2015,GA,13265,3,2
2016,NC,37123,5,2
2017,WV,54041,6,2
2015,MS,28133,9,4
2017,MO,29083,9,3
2015,VA,51103,5,2
2015,TX,48137,none,3
2016,GA,13011,7,4
2015,AR,05029,5,2
2017,GA,13163,7,3
2016,AR,05117,4,2
2017,MS,28013,7,3
2016,TX,48031,6,2
2015,TN,47111,9,3
2017,SC,45041,2,3
2017,VA,51079,5,3
2015,WV,54035,9,5
2017,GA,13291,2,2
2015,GA,13055,6,2
2017,MS,28147,7,3
2017,MO,29105,6,2
2015,GA,13019,4,2
2016,AR,05091,6,5
2016,GA,13199,5,2
2015,AR,05029,6,2
2016,SC,45065,6,2
2016,LA,22065,7,3
2017,MO,29019,2,2
2016,MO,29165,2,6
2017,TX,48415,4,3
2015,AR,05105,9,6
2017,MN,27015,9,5
2015,AR,05075,4,3
2016,LA,22045,2,3
2015,AR,05001,9,2
2015,GA,13315,3,2
2017,SC,45029,5,3
2016,LA,22087,2,4
2016,MS,28057,6,2
2015,AR,05041,9,2
2016,VA,51730,5,7
2015,MS,28019,3,5
2015,MO,29227,3,2
2017,TX,48465,2,3
2017,MN,27119,2,2
2015,SC,45049,6,2
2016,VA,51103,5,2
2017,AR,05065,9,3
2017,GA,13243,7,2
2016,MN,27045,6,2
2016,MN,27157,6,2
2017,LA,22061,5,2
2015,GA,13281,9,5
2017,NC,37053,2,3
2017,MS,28003,6,3
2016,MN,27055,2,2
2015,TX,48191,3,2
2016,MO,29055,2,2
2016,NC,37191,6,7
2017,MN,27011,none,3
2015,MO,29115,9,2
2015,VA,51043,5,3
2017,GA,13165,4,4
2015,TX,48353,9,4
2016,MO,29131,5,3
2016,MO,29081,7,3
2016,TX,48347,5,4
2015,TX,48083,1,4
2016,MO,29013,2,2
2016,GA,13133,6,2
2016,AR,05089,5,2
2016,MS,28009,1,2
2016,AR,05025,1,5
2015,WV,54009,6,2
2016,VA,51043,5,2
2015,VA,51185,5,5
2017,LA,22059,9,3
2015,MO,29027,2,2
2015,GA,13001,5,2
2016,MN,27069,4,2
2016,GA,13049,6,3
2017,TX,48243,none,3
2017,TX,48401,5,3
2016,MO,29215,9,5
2015,TX,48341,7,5
2016,TX,48195,3,2
2015,MO,29167,6,4
2017,AR,05073,1,5
2017,LA,22121,5,2
2015,LA,22127,1,3
2016,GA,13017,9,3
2015,TN,47055,2,3
2016,NC,37185,6,4
2015,TX,48095,4,2
2017,TX,48265,6,2
2017,VA,51193,2,2
2016,TN,47171,1,4
2017,NC,37095,4,2
2015,GA,13321,6,2
2016,MS,28041,9,3
2017,AR,05105,5,2
2015,MS,28029,2,2
2016,VA,51097,9,3
2015,MO,29081,7,2
2017,GA,13263,9,2
2017,GA,13299,5,2
2016,GA,13163,9,2
2017,MN,27047,5,3
2015,TX,48213,2,2
2015,LA,22077,9,2
2016,GA,13035,5,2
2016,TN,47101,9,3
2017,TX,48065,6,2
2016,MN,27081,4,2
2015,GA,13309,1,2
2015,AR,05083,2,2
2016,TX,48145,2,2
2017,MN,27029,7,2
2016,MS,28131,7,5
2016,MS,28041,2,3
2015,MO,29121,6,2
2017,TN,47131,6,2
2016,GA,13033,5,2
2017,VA,51830,4,4
2016,TX,48051,6,2
2015,GA,13035,2,4
2016,MN,27023,6,2
2017,TN,47097,6,2
2015,MS,28045,6,2
2015,TN,47025,5,2
2015,TX,48147,2,3
2016,AR,05137,9,3
2015,LA,22021,4,2
2015,SC,45065,9,2
2015,MS,28005,7,3
2016,VA,51157,5,2
2016,TX,48401,6,5
2016,NC,37077,2,2
2017,SC,45089,7,3
2016,TX,48005,6,4
2016,MS,28015,3,2
2016,TX,48069,7,2
2016,MN,27011,2,2
2015,TX,48357,1,4
2015,TN,47045,6,2
2015,MO,29089,7,2
2017,VA,51199,2,4
2017,GA,13201,9,2
2017,MO,29211,1,3
2015,TX,48069,7,2
2016,GA,13185,8,2
2017,MO,29133,7,3
2015,AR,05061,2,3
2017,TX,48345,3,2
2015,TX,48175,4,2
2015,TX,48231,2,2
2017,VA,51051,5,2
2017,WV,54057,6,2
2016,TX,48243,4,2
2017,NC,37165,5,2
2017,GA,13305,5,2
2017,MS,28031,1,2
2015,WV,54029,9,4
2016,GA,13101,4,2
2016,MO,29111,4,2
2015,VA,51011,7,2
2016,VA,51540,5,4
2017,TX,48105,1,2
2015,VA,51775,5,2
2016,TX,48049,5,2
2017,TX,48197,7,2
2016,MS,28037,9,2
2015,VA,51015,2,3
2016,TX,48449,2,2
2016,WV,54101,7,2
2016,MN,27061,5,3
2015,TX,48279,5,2
2015,TX,48079,3,3
2016,NC,37003,2,2
2015,TX,48095,7,2
2015,MN,27069,1,2
2016,MS,28159,5,2
2015,TN,47127,3,3
2017,TN,47137,9,2
2017,GA,13213,6,2
2016,AR,05099,9,2
2017,NC,37173,2,2
2015,MO,29049,6,2
2015,TX,48433,none,2
2015,MO,29057,5,2
2017,TX,48147,2,2
2015,NC,37131,7,4
2017,WV,54077,6,2
2016,FL,12059,9,2
2015,AR,05113,9,2
2017,MO,29049,5,2
2015,MS,28027,1,4
2017,LA,22049,5,2
2015,VA,51043,9,2
2017,LA,22117,6,2
2015,LA,22123,4,2
2015,VA,51075,2,2
2015,TX,48083,4,4
2016,GA,13209,1,2
2015,MN,27151,2,2
2015,MN,27165,9,2
2015,GA,13035,9,2
2016,NC,37043,6,3
2015,WV,54095,7,4
2016,MO,29003,2,2
2015,TX,48017,9,2
2017,MN,27129,7,2
2015,AR,05123,6,2
2016,GA,13025,6,2
2016,GA,13263,7,2
2016,GA,13039,2,2
2016,FL,12093,2,3
2016,MO,29015,6,2
2015,TX,48365,5,2
2016,TN,47069,6,2
2016,TX,48393,1,2
2015,MO,29225,2,2
2017,VA,51053,5,2
2017,WV,54095,7,2
2017,TX,48133,7,2
2016,MN,27127,9,2
2017,VA,51011,5,1
2017,TX,48359,9,1
2015,TX,48437,7,2
2016,WV,54041,6,1
2015,GA,13033,5,1
2016,SC,45069,5,1
2016,NC,37131,5,1
2016,TX,48457,2,1
2017,GA,13011,6,2
2016,VA,51159,5,1
2017,GA,13301,9,2
2017,AR,05037,2,1
2016,MO,29063,5,1
2016,MN,27165,9,1
2015,TX,48243,none,1
2015,MS,28015,2,1
2017,AR,05127,2,1
2015,MO,29129,6,1
2016,LA,22061,5,1
2016,FL,12125,6,1
2016,MO,29173,9,1
2017,TX,48461,1,1
2015,FL,12109,8,1
2015,TX,48403,5,1
2017,MO,29015,6,1
2016,GA,13237,2,1
2017,NC,37091,2,1
2017,LA,22095,6,1
2017,TX,48447,3,1
2016,MO,29011,7,1
2015,FL,12013,9,1
2017,LA,22123,4,1
2015,TX,48239,6,1
2016,GA,13065,5,1
2016,TX,48017,3,1
2015,TX,48027,8,1
2016,GA,13061,5,1
2017,TX,48429,5,1
2016,MS,28009,4,2
2016,MS,28131,5,1
2015,GA,13037,1,1
2017,LA,22049,2,1
2015,TX,48287,5,1
2015,VA,51017,2,1
2015,GA,13269,2,1
2015,SC,45001,6,1
2017,VA,51125,6,1
2016,TX,48239,6,2
2016,VA,51800,8,1
2016,MO,29151,2,1
2017,TX,48151,7,1
2015,MN,27115,6,4
2015,TX,48503,5,1
2016,GA,13181,9,1
2015,FL,12027,2,1
2017,SC,45011,2,1
2017,MS,28039,8,1
2015,TN,47185,2,1
2015,VA,51720,2,1
2017,MS,28017,5,1
2016,TX,48011,5,1
2016,FL,12065,6,1
2017,VA,51640,5,1
2016,TN,47133,2,1
2017,VA,51670,2,1
2016,TN,47133,6,2
2017,MO,29203,2,1
2016,TN,47135,4,1
2015,TN,47173,6,1
2017,MO,29205,7,1
2017,MN,27129,6,1
2016,VA,51620,5,1
2015,GA,13003,4,1
2017,TN,47013,6,1
2017,MS,28153,4,1
2016,MO,29227,1,1
2015,MS,28095,2,1
2015,GA,13043,9,1
2015,TX,48011,9,1
2016,GA,13275,2,1
2015,GA,13061,7,1
2017,TX,48433,4,1
2017,MO,29167,2,1
2016,TX,48023,7,1
2017,TX,48489,5,1
2016,AR,05135,5,1
2015,TN,47075,2,1
2016,MS,28159,2,1
2017,TX,48407,2,1
2015,FL,12077,9,1
2016,TX,48013,2,1
2015,MS,28151,2,1
2016,TX,48335,6,1
2015,TX,48271,4,1
2016,TX,48009,9,1
2016,LA,22023,5,1
2015,MS,28005,4,1
2015,WV,54017,9,1
2015,GA,13025,5,1
2015,GA,13241,5,1
2016,TX,48185,2,1
2017,MO,29207,6,1
2017,TN,47081,6,1
2015,MO,29203,2,1
2016,LA,22123,6,1
2015,MS,28115,2,1
2017,MN,27015,5,1
2016,GA,13147,5,1
2015,NC,37101,8,1
2015,WV,54023,2,1
2017,TX,48505,5,1
2016,GA,13307,5,1
2016,MS,28113,5,1
2016,MN,27085,2,2
2015,AR,05049,6,1
2016,LA,22035,5,1
2017,MO,29025,6,1
2015,NC,37095,9,1
2015,TX,48175,9,1
2015,TX,48421,9,1
2016,TX,48415,2,1
2016,MO,29227,9,1
2015,AR,05021,6,1
2015,TX,48269,3,1
2015,TN,47159,6,1
2017,MO,29083,2,1
2015,VA,51720,5,1
2017,VA,51195,5,1
2016,MS,28091,6,1
2015,AR,05099,5,1
2016,MO,29155,5,1
2017,GA,13155,4,2
2015,WV,54043,5,1
2015,GA,13109,5,1
2017,MO,29151,3,3
2017,FL,12075,2,1
2015,GA,13003,7,1
2017,GA,13099,7,1
2016,TN,47169,9,2
2016,MS,28041,6,1
2016,FL,12007,6,1
2017,TN,47103,2,1
2015,TN,47157,8,1
2015,GA,13253,9,1
2017,TX,48379,8,1
2015,TN,47109,6,2
2016,TN,47143,6,1
2017,TX,48103,9,1
2015,LA,22029,2,1
2015,MN,27165,6,1
2015,TN,47097,6,1
2015,WV,54089,9,1
2015,MO,29005,9,2
2015,MS,28117,5,1
2017,VA,51145,6,3
2017,GA,13221,2,1
2015,VA,51111,2,1
2015,TX,48383,5,1
2017,MN,27167,2,1
2016,GA,13037,4,1
2017,TX,48377,7,1
2017,GA,13101,1,3
2016,GA,13273,9,1
2016,NC,37183,8,1
2017,TX,48461,5,1
2017,WV,54051,2,1
2017,TX,48495,4,1
2017,MO,29187,2,1
2017,GA,13117,8,1
2016,TX,48383,7,1
2016,TX,48343,6,1
2016,VA,51139,8,1
2017,FL,12125,6,2
2017,AR,05083,5,1
2017,SC,45017,5,1
2016,GA,13003,5,1
2016,MS,28005,7,1
2017,MN,27023,2,1
2016,TX,48455,6,1
2016,FL,12077,5,1
2015,LA,22021,9,1
2017,AR,05099,5,1
2017,SC,45063,8,1
2015,AR,05109,9,1
2016,VA,51610,6,2
2015,MN,27023,2,1
2016,MN,27091,2,2
2015,TX,48467,2,1
2017,VA,51013,8,1
2016,TX,48435,1,1
2015,TX,48161,5,1
2017,MN,27113,6,1
2017,TX,48007,6,2
2016,TX,48089,8,1
2017,TN,47109,5,1
2015,MN,27165,2,1
2015,WV,54041,5,1
2016,MO,29093,5,1
2015,MS,28101,2,1
2015,TX,48489,5,1
2016,AR,05059,6,1
2015,VA,51077,9,1
2017,GA,13101,4,1
2017,TX,48017,9,1
2017,MN,27113,2,1
2017,MN,27113,5,1
2015,GA,13267,6,1
2015,VA,51089,6,2
2015,VA,51840,2,1
2017,MO,29157,5,1
2015,LA,22037,2,1
2016,AR,05133,7,1
2017,MN,27093,2,1
2015,AR,05063,2,1
2017,VA,51045,5,1
2017,GA,13181,6,1
2017,GA,13241,9,1
2017,MO,29035,3,1
2017,GA,13301,5,1
2015,MS,28063,1,2
2016,LA,22085,5,1
2016,VA,51167,6,1
2015,WV,54103,5,1
2016,GA,13229,2,1
2016,GA,13301,6,1
2015,TX,48175,7,1
2015,TX,48279,7,1
2016,GA,13229,5,1
2016,MS,28117,6,1
2017,FL,12073,8,1
2016,TX,48051,2,1
2016,TX,48077,7,2
2017,GA,13209,4,1
2015,GA,13269,9,1
2016,MO,29093,9,1
2015,TX,48447,2,1
2015,NC,37079,7,1
2015,TN,47033,6,2
2017,MS,28001,5,1
2015,GA,13207,8,2
2017,MO,29081,9,1
2016,TX,48433,3,1
2015,GA,13055,5,1
2016,TX,48277,5,1
2017,TN,47165,8,1
2016,TN,47125,8,1
2015,MO,29227,4,1
2017,GA,13119,5,1
2015,MO,29197,1,1
2015,TX,48507,6,1
2015,SC,45011,5,1
2015,MO,29045,3,1
2016,MS,28113,2,1
2017,MS,28155,5,1
2017,TX,48229,9,1
2017,TX,48129,3,1
2017,GA,13119,2,1
2015,TX,48223,6,1
2015,WV,54103,2,1
2017,AR,05075,6,1
2017,VA,51141,5,1
2015,VA,51053,8,1
2015,NC,37007,5,1
2017,FL,12043,6,1
2017,TX,48417,9,1
2016,MO,29151,6,1
2016,AR,05117,2,1
2015,MO,29057,7,1
2017,MS,28077,9,1
2015,TX,48275,none,3
2017,MS,28129,2,1
2015,MS,28117,2,2
2015,MO,29085,6,1
2017,NC,37149,5,2
2017,TX,48101,3,1
2017,AR,05113,6,1
2016,AR,05049,9,1
2017,WV,54031,2,1
2016,GA,13037,7,1
2017,FL,12133,5,1
