YR,ST,FIPS5,REASON,N
2016,WV,54057,5,1
2017,TX,48315,2,1
2016,TX,48405,2,1
2016,MO,29003,6,1
2017,VA,51610,9,1
2017,GA,13193,6,1
2017,FL,12119,2,2
2015,TX,48389,6,1
2016,MN,27165,5,1
2016,MN,27159,5,1
2015,VA,51115,5,1
2017,NC,37143,2,1
2016,MO,29033,2,1
2016,TX,48435,9,1
2017,VA,51580,4,1
2017,MO,29075,1,1
2016,TX,48285,5,1
2016,AR,05087,2,1
2015,LA,22003,2,1
2016,WV,54003,8,1
2015,WV,54105,2,1
2017,LA,22023,7,1
2015,MS,28155,6,1
2017,WV,54015,7,1
2016,MS,28023,2,1
2017,LA,22101,6,2
2017,GA,13053,1,1
2015,GA,13027,9,1
2017,LA,22119,6,1
2017,WV,54023,9,1
2015,TX,48267,4,1
2016,MS,28053,9,2
2017,GA,13251,6,1
2015,TX,48461,4,1
2017,MO,29155,5,1
2016,NC,37153,2,1
2015,TX,48331,2,1
2017,TX,48177,7,2
2017,SC,45049,5,1
2017,TN,47143,6,1
2017,TX,48175,2,1
2015,TX,48333,9,1
2016,AR,05061,2,1
2017,NC,37197,2,1
2015,TX,48045,1,1
2016,AR,05089,6,3
2016,MN,27083,6,1
2015,AR,05095,9,1
2017,VA,51660,5,1
2017,MS,28151,6,1
2016,MS,28013,9,1
2016,VA,51155,8,1
2017,GA,13083,2,1
2016,MN,27031,7,1
2016,VA,51139,5,2
2015,MO,29039,2,1
2016,GA,13081,2,1
2017,MO,29065,2,1
2017,MN,27153,5,1
2015,GA,13003,9,1
2016,MN,27001,2,1
2015,LA,22031,2,1
2016,TN,47111,2,1
2015,TN,47023,2,1
2017,TX,48045,3,1
2015,MN,27133,9,1
2015,MO,29057,6,1
2016,MN,27015,9,1
2015,MO,29135,9,2
2016,LA,22097,2,1
2015,GA,13125,5,1
2016,MN,27073,7,1
2017,MN,27059,2,1
2017,GA,13083,5,1
2017,GA,13129,6,2
2016,TX,48365,2,1
2017,VA,51071,2,1
2016,WV,54023,9,1
2016,TX,48379,5,1
2017,MN,27087,3,1
2015,MN,27087,1,1
2016,GA,13027,5,1
2017,TX,48439,8,2
2016,GA,13141,5,1
2015,TN,47067,7,1
2015,AR,05113,6,1
2016,TX,48083,5,1
2016,MN,27147,5,1
2016,TX,48359,1,1
2016,TX,48045,6,1
2016,MN,27167,6,1
2015,TN,47131,6,1
2017,MO,29229,5,1
2016,VA,51091,4,1
2015,AR,05095,4,1
2016,TX,48101,3,1
2015,TN,47079,5,1
2017,MS,28145,9,1
2016,MN,27121,9,1
2017,TN,47075,5,1
2017,TX,48159,6,1
2016,GA,13137,5,1
2016,FL,12079,5,1
2015,GA,13223,8,1
2016,MN,27085,5,1
2016,MO,29007,2,1
2015,TX,48099,2,1
2016,AR,05129,6,1
2017,TN,47019,5,1
2015,TX,48295,3,1
2017,VA,51119,2,1
2016,TX,48403,9,1
2016,MS,28147,6,1
2017,SC,45001,5,2
2017,MS,28015,5,1
2015,MS,28069,9,1
2017,TX,48331,5,1
2017,AR,05085,5,2
2015,GA,13083,5,2
2017,MS,28097,7,1
2015,MO,29217,2,1
2015,WV,54083,8,1
2015,NC,37017,2,1
2017,WV,54095,5,1
2016,LA,22049,2,1
2016,MO,29167,5,2
2015,MS,28141,6,1
2017,GA,13307,7,1
2016,GA,13071,2,1
2015,TN,47027,2,1
2016,TX,48253,6,1
2017,WV,54075,5,1
2017,GA,13069,2,1
2015,TX,48039,8,1
2016,GA,13035,6,1
2015,GA,13099,4,1
2017,TX,48435,5,1
2016,MS,28091,7,1
2016,TN,47023,6,2
2015,TN,47045,2,1
2017,NC,37011,5,1
2017,WV,54103,5,1
2017,MO,29221,5,1
2016,TX,48415,5,1
2016,AR,05103,2,1
2016,GA,13169,2,1
2015,NC,37091,6,1
2017,MS,28069,7,1
2016,MO,29103,1,1
2016,MS,28149,8,1
2016,TX,48377,7,1
2017,SC,45017,8,1
2017,TX,48171,5,1
2017,TX,48049,2,1
2017,MS,28153,7,1
2017,AR,05039,7,1
2016,NC,37007,5,1
2017,VA,51750,5,1
2017,NC,37181,8,1
2016,TX,48049,6,1
2015,AR,05003,6,1
2017,MO,29079,5,1
2016,MS,28145,2,1
2016,NC,37015,6,2
2016,TX,48011,3,1
2015,AR,05047,6,1
2017,TX,48287,5,1
2016,MS,28159,9,1
2016,TX,48333,3,1
2017,GA,13197,5,1
2015,FL,12077,5,1
2015,TN,47181,5,1
2015,TX,48031,2,1
2015,VA,51595,9,2
2016,MN,27039,6,1
2015,AR,05073,7,1
2016,FL,12125,8,1
2016,TX,48055,2,1
2017,VA,51037,5,1
2015,VA,51071,6,1
2016,TN,47073,8,1
2015,MN,27007,5,1
2016,TX,48045,1,1
2017,GA,13289,2,1
2017,GA,13263,1,2
2016,TN,47133,5,1
2015,GA,13159,8,1
2015,LA,22055,8,1
2016,WV,54055,8,1
2016,WV,54089,2,1
2017,LA,22021,6,1
2017,FL,12129,5,1
2016,TX,48211,4,1
2017,GA,13123,2,1
2017,SC,45009,7,3
2016,VA,51049,5,1
2016,GA,13315,4,1
2017,MS,28111,5,1
2017,GA,13001,2,1
2017,TN,47139,2,2
2017,MO,29195,5,1
2015,TX,48157,8,1
2017,SC,45023,6,1
2017,GA,13027,6,1
2017,AR,05061,7,1
2016,NC,37119,8,1
2016,TX,48317,4,1
2015,GA,13011,9,1
2017,VA,51036,5,2
2016,AR,05105,2,1
2016,FL,12129,8,1
2017,MS,28041,9,1
2015,TN,47153,2,1
2016,TX,48085,8,1
2015,TX,48413,1,1
2017,AR,05089,5,1
2017,TX,48437,9,1
2016,FL,12055,8,1
2017,TX,48035,2,1
2015,GA,13067,none,1909
2017,TX,48029,none,3457
2017,VA,51059,1,1416
2015,MS,28049,none,956
2016,MO,29189,1,911
2017,AR,05023,3,35
2017,FL,12107,1,83
2017,TX,48013,none,278
2015,MN,27053,9,437
2015,NC,37051,none,933
2016,TX,48113,none,7579
2015,FL,12019,3,403
2017,FL,12086,4,2112
2017,TX,48453,1,1675
2016,NC,37183,1,1209
2015,FL,12117,1,597
2016,TN,47157,3,1300
2015,VA,51059,3,1121
2016,TX,48029,6,306
2017,FL,12057,4,1152
2016,MS,28089,none,638
2017,TN,47187,none,427
2017,FL,12047,none,61
2015,SC,45045,7,311
2016,FL,12031,none,3764
2015,VA,51041,none,995
2017,AR,05007,none,1000
2017,TX,48113,3,2158
2015,FL,12095,none,3399
2017,GA,13151,1,401
2017,SC,45003,none,591
2015,SC,45051,none,1279
2015,VA,51059,none,1743
2015,FL,12101,none,1398
2015,VA,51041,9,190
2016,FL,12005,none,1161
2016,TX,48339,none,2917
2017,TX,48215,3,952
2017,GA,13063,none,677
2017,FL,12071,3,1156
2015,VA,51153,9,356
2015,TX,48201,9,1886
2016,GA,13151,3,543
2016,TN,47185,none,146
2017,TN,47095,none,35
2016,TX,48453,4,655
2015,NC,37061,4,35
2015,TN,47093,1,410
2015,VA,51700,9,91
2017,TX,48091,4,135
2017,FL,12101,7,418
2017,MS,28019,none,32
2016,MO,29183,none,1287
2016,TX,48061,none,922
2015,MO,29095,1,546
2015,MO,29009,none,137
2016,FL,12105,7,459
2015,VA,51700,3,369
2015,MN,27053,3,1204
2016,AR,05031,none,481
2015,NC,37119,none,2638
2017,LA,22033,none,1041
2017,TN,47037,4,416
2016,MO,29189,none,3082
2015,TN,47065,1,367
2015,TX,48201,1,4893
2015,TX,48215,3,1181
2017,FL,12097,none,1261
2015,FL,12057,3,2346
2015,FL,12097,none,1384
2017,VA,51153,1,784
2016,NC,37063,1,374
2017,TX,48201,4,1848
2015,MO,29510,none,612
2016,LA,22055,none,1403
2016,LA,22071,none,1564
2017,SC,45063,none,975
2017,FL,12105,1,1055
2015,TN,47063,none,242
2015,TN,47157,4,655
2017,FL,12033,none,930
2016,TX,48339,3,719
2017,SC,45007,none,498
2016,TN,47037,1,856
2016,TX,48171,none,128
2015,FL,12083,none,1349
2016,GA,13121,7,857
2016,LA,22109,3,88
2015,TN,47009,none,544
2017,TX,48029,7,894
2015,GA,13121,4,1048
2016,TX,48257,none,750
2015,FL,12111,none,864
2016,LA,22059,none,73
2017,FL,12099,9,516
2016,TN,47145,none,395
2016,TX,48439,1,2007
2016,NC,37071,3,420
2016,TX,48201,4,1984
2015,MO,29223,none,43
2016,VA,51730,none,98
2016,MS,28093,none,272
2016,FL,12057,3,2199
2017,TN,47093,4,330
2016,GA,13245,none,864
2015,TN,47037,1,842
2015,VA,51153,none,1222
2016,MO,29055,none,103
2017,TX,48121,9,312
2016,VA,51095,3,123
2016,NC,37025,none,924
2016,NC,37023,3,118
2015,NC,37067,3,511
2017,AR,05143,1,114
2015,SC,45035,none,634
2017,TX,48339,7,383
2017,TX,48085,3,838
2017,TN,47163,none,433
2016,NC,37051,none,1526
2015,SC,45003,none,630
2015,GA,13185,none,341
2015,FL,12083,1,573
2015,AR,05029,none,135
2015,FL,12103,9,498
2016,NC,37019,3,192
2017,FL,12053,4,244
2015,GA,13073,1,153
2016,MS,28049,3,247
2017,SC,45015,3,440
2015,MO,29037,4,109
2016,FL,12081,6,79
2015,MO,29029,none,159
2016,FL,12117,none,1867
2017,FL,12127,none,1554
2015,GA,13151,none,986
2015,MS,28047,none,602
2016,NC,37135,none,327
2015,AR,05051,none,585
2015,FL,12011,4,1986
2017,FL,12005,7,141
2016,GA,13013,none,440
2017,TN,47093,3,599
2015,FL,12009,3,1073
2015,LA,22071,9,149
2016,SC,45091,none,1176
2016,TN,47065,none,1711
2017,SC,45083,none,902
2017,MN,27003,1,405
2015,FL,12109,9,131
2015,TX,48339,3,843
2017,NC,37099,1,44
2015,FL,12099,5,209
2015,TN,47113,none,326
2017,NC,37093,none,185
2016,MN,27137,none,569
2017,FL,12057,9,689
2016,GA,13089,9,390
2016,NC,37151,1,144
2016,LA,22109,none,715
2016,TX,48453,7,685
2016,TX,48401,none,255
2016,GA,13255,none,272
2016,GA,13051,3,446
2017,MO,29189,1,788
2016,TX,48277,none,96
2015,TX,48453,3,1106
2015,WV,54039,none,455
2015,FL,12069,3,771
2016,MN,27025,none,199
2015,FL,12031,6,205
2016,FL,12017,3,239
2015,TN,47165,3,298
2015,TX,48055,none,181
2015,TX,48215,7,178
2015,TN,47145,none,241
2016,NC,37157,4,75
2016,TN,47077,none,140
2016,MN,27053,7,615
2015,VA,51810,9,339
2016,SC,45079,7,258
2016,MO,29099,9,88
2017,TX,48037,none,285
2017,TN,47037,6,144
2017,TX,48291,none,772
2017,TN,47179,none,306
2015,MS,28087,none,238
2017,SC,45079,9,192
2017,VA,51121,none,80
2017,NC,37101,1,255
2016,VA,51700,3,324
2017,NC,37147,none,402
2015,NC,37051,7,214
2016,TX,48221,none,300
2016,TX,48167,1,522
2016,NC,37031,none,361
2015,VA,51710,1,262
2017,MN,27135,none,27
2015,LA,22053,none,103
2015,MO,29069,none,87
2017,GA,13015,none,275
2016,VA,51105,none,90
2015,FL,12015,7,157
2015,TX,48099,none,157
2015,VA,51800,4,111
2016,AR,05033,none,312
2017,NC,37183,9,308
2016,FL,12109,4,253
2015,VA,51057,3,20
2016,VA,51680,1,65
2016,NC,37187,none,57
2017,NC,37047,none,231
2015,NC,37047,none,217
2015,MO,29019,4,56
2015,VA,51650,4,140
2016,VA,51083,none,131
2017,GA,13015,4,89
2016,GA,13039,none,246
2015,VA,51061,none,178
2015,AR,05025,none,41
2017,MS,28089,none,305
2017,SC,45049,none,156
2016,VA,51153,6,147
2016,TN,47105,3,63
2015,NC,37103,3,23
2016,FL,12033,1,304
2015,GA,13089,4,691
2016,GA,13215,1,164
2017,FL,12031,6,192
2016,MN,27111,none,191
2017,TX,48339,4,346
2015,GA,13151,4,229
2016,TX,48055,none,239
2015,TX,48249,3,78
2017,GA,13223,1,268
2015,TX,48265,none,161
2015,FL,12131,7,57
2016,TX,48177,none,77
2016,MO,29113,none,289
2016,FL,12033,7,224
2017,MO,29099,3,302
2016,LA,22103,4,188
2015,GA,13095,1,65
2016,TX,48185,3,46
2015,TN,47149,3,396
2017,SC,45031,4,31
2017,GA,13245,3,462
2015,MO,29071,4,66
2017,NC,37195,3,114
2015,SC,45047,none,172
2016,NC,37077,none,250
2017,TX,48167,none,622
2016,VA,51109,none,198
2015,LA,22109,3,68
2015,LA,22097,7,30
2017,GA,13127,none,259
2016,FL,12085,3,212
2017,TX,48401,none,170
2017,LA,22055,7,91
2016,NC,37021,1,361
2016,TX,48409,none,316
2015,TN,47189,9,59
2016,MN,27061,none,130
2016,VA,51033,4,41
2015,GA,13071,none,168
2015,MN,27141,3,133
2015,MN,27163,1,291
2017,AR,05063,none,157
2016,LA,22085,1,18
2017,GA,13121,5,153
2016,GA,13013,3,127
2015,NC,37129,3,282
2017,NC,37061,3,69
2017,MN,27059,4,48
2016,TN,47063,none,293
2017,NC,37159,4,127
2016,AR,05121,none,97
2016,GA,13117,7,322
2017,VA,51683,none,69
2016,NC,37165,3,67
2016,TN,47125,4,139
2017,SC,45019,4,351
2016,LA,22005,none,1157
2015,GA,13117,none,745
2017,TX,48391,none,67
2017,MS,28059,3,215
2016,FL,12007,3,62
2017,GA,13057,3,335
2015,FL,12097,7,266
2015,GA,13127,3,128
2017,GA,13285,4,56
2017,TX,48257,4,78
2015,TX,48341,3,17
2015,NC,37165,none,103
2016,NC,37179,1,352
2016,AR,05007,9,77
2017,MS,28117,1,15
2017,NC,37179,1,323
2017,AR,05051,none,616
2016,SC,45019,7,368
2017,LA,22057,none,394
2015,NC,37081,3,737
2017,TX,48215,5,55
2016,NC,37191,3,195
2015,SC,45063,6,36
2016,FL,12033,9,186
2017,FL,12073,3,280
2015,NC,37183,4,773
2017,GA,13067,6,201
2015,TN,47113,3,106
2017,TX,48085,9,359
2016,MO,29183,1,392
2016,FL,12087,1,166
2017,TX,48121,7,559
2017,TN,47073,6,7
2017,SC,45083,3,584
2017,SC,45075,3,179
2017,TX,48451,1,106
2016,VA,51015,none,319
2016,GA,13313,1,136
2015,SC,45083,1,335
2017,SC,45073,3,109
2016,GA,13025,none,111
2016,TX,48121,1,994
2015,FL,12091,1,173
2015,MN,27049,none,147
2015,WV,54003,none,325
2017,GA,13117,6,107
2017,MN,27053,2,86
2016,GA,13067,9,328
2016,MN,27053,6,297
2015,SC,45007,3,427
2016,GA,13097,1,225
2016,TN,47155,7,80
2015,GA,13097,4,125
2015,TX,48139,4,125
2017,NC,37101,3,337
2017,SC,45079,7,169
2015,SC,45075,1,85
2017,VA,51191,none,157
2015,TX,48245,1,189
2017,NC,37063,1,367
2015,MO,29183,3,437
2016,TN,47155,3,204
2017,SC,45051,1,752
2015,LA,22103,9,115
2015,LA,22097,3,85
2015,FL,12115,5,84
2016,SC,45019,5,57
2015,GA,13157,1,66
2017,TN,47007,none,59
2017,NC,37067,4,309
2016,FL,12019,9,145
2016,VA,51810,7,484
2017,SC,45011,none,137
2017,VA,51153,6,95
2015,TX,48201,2,288
2016,MS,28089,1,95
2015,TX,48381,none,374
2015,MN,27027,none,116
2015,TX,48355,3,552
2016,SC,45003,3,169
2015,SC,45083,4,257
2015,SC,45041,3,221
2015,TN,47167,3,87
2016,TX,48381,7,57
2016,SC,45047,3,67
2015,VA,51165,7,34
2017,GA,13135,7,767
2016,FL,12039,none,279
2015,NC,37163,1,44
2017,TX,48439,2,152
2017,TN,47125,none,663
2015,NC,37179,6,61
2017,MO,29187,9,17
2016,NC,37155,3,183
2016,NC,37031,3,113
2016,VA,51810,2,33
2017,TX,48201,2,214
2015,AR,05069,none,285
2016,SC,45045,7,294
2016,LA,22101,none,300
2017,NC,37027,4,62
2016,TX,48491,7,384
2017,MS,28031,none,144
2016,FL,12031,6,211
2016,MS,28085,none,242
2017,SC,45019,7,333
2017,TX,48167,3,419
2016,NC,37137,7,9
2016,NC,37099,4,42
2017,NC,37073,none,48
2015,TX,48479,4,78
2015,FL,12001,7,177
2015,TX,48303,3,309
2015,TX,48277,3,50
2017,LA,22049,none,47
2015,MS,28105,none,139
2016,LA,22031,none,192
2016,TX,48253,none,64
2017,NC,37165,3,68
2016,NC,37161,none,273
2015,FL,12119,none,263
2017,AR,05091,none,150
2016,FL,12005,1,277
2016,VA,51065,none,165
2017,MO,29031,none,238
2015,MO,29183,9,152
2015,GA,13069,3,79
2015,NC,37089,3,150
2017,FL,12089,4,126
2016,FL,12107,none,256
2015,TX,48363,none,61
2017,SC,45089,none,189
2017,FL,12101,5,92
2017,GA,13009,none,117
2016,GA,13223,3,338
2015,TX,48187,3,213
2016,FL,12113,9,90
2016,VA,51007,4,26
2015,FL,12095,5,197
2015,MN,27145,4,106
2016,TX,48471,none,225
2015,VA,51550,1,339
2016,WV,54037,none,212
2017,VA,51710,3,401
2015,GA,13151,5,56
2016,NC,37049,9,71
2016,FL,12083,7,291
2015,TX,48423,1,220
2017,VA,51107,9,186
2015,NC,37057,9,52
2017,GA,13121,6,262
2017,GA,13013,7,81
2017,GA,13217,none,323
2016,SC,45007,4,126
2015,VA,51019,3,120
2017,MO,29105,7,12
2017,TX,48375,none,250
2016,TN,47081,none,174
2015,NC,37083,none,241
2015,MS,28047,3,188
2017,VA,51550,1,320
2015,TN,47055,none,102
2016,TX,48097,3,26
2016,MS,28045,none,239
2015,MS,28163,none,133
2016,GA,13285,1,70
2015,GA,13015,3,215
2015,TX,48189,3,44
2016,NC,37097,none,816
2017,FL,12033,3,369
2017,MS,28023,none,65
2015,FL,12107,none,205
2017,FL,12113,none,608
2017,NC,37111,none,110
2017,WV,54003,4,150
2017,MO,29021,none,170
2017,NC,37159,1,187
2015,GA,13281,7,18
2015,AR,05019,none,85
2017,FL,12019,1,355
2015,MO,29135,none,54
2016,TX,48259,4,44
2017,NC,37155,3,175
2015,NC,37101,7,97
2017,VA,51067,4,58
2015,NC,37057,3,295
2015,NC,37161,3,117
2016,FL,12023,4,50
2017,NC,37167,none,142
2017,TN,47123,1,33
2017,WV,54037,3,85
2015,FL,12107,4,50
2015,TX,48355,7,153
2015,GA,13107,none,74
2017,AR,05045,1,89
2016,TX,48251,7,94
2017,GA,13247,7,83
2017,SC,45001,none,85
2017,LA,22099,4,24
2015,NC,37161,4,86
2017,NC,37125,3,116
2016,VA,51810,6,97
2016,SC,45015,9,146
2017,LA,22073,1,140
2017,TN,47093,6,59
2015,VA,51133,none,54
2017,NC,37001,1,197
2015,TN,47105,4,42
2015,TX,48499,3,40
2016,TN,47133,none,98
2016,NC,37195,3,122
2016,LA,22105,1,67
2016,VA,51177,3,313
2015,MS,28003,none,128
2017,GA,13231,4,19
2016,NC,37159,none,495
2016,TX,48163,1,16
2017,NC,37151,7,76
2015,NC,37129,7,159
2015,GA,13139,9,57
2015,LA,22033,9,159
2017,GA,13157,1,98
2015,TN,47125,4,141
2016,TN,47001,3,157
2015,TX,48239,none,30
2015,TX,48439,5,225
2017,GA,13163,none,52
2015,SC,45059,3,204
2015,MN,27109,none,180
2016,NC,37077,3,116
2015,NC,37155,3,207
2017,VA,51137,1,69
2017,TN,47019,3,59
2016,MN,27099,none,84
2016,GA,13297,7,80
2015,MO,29221,none,83
2017,GA,13051,5,38
2015,GA,13255,1,47
2017,GA,13225,none,71
2017,GA,13217,9,60
2017,TX,48183,none,283
2016,WV,54083,none,86
2017,MS,28007,none,81
2016,FL,12035,3,221
2015,VA,51187,1,57
2017,MN,27013,none,60
2015,GA,13141,none,32
2016,GA,13049,none,61
2016,GA,13057,9,104
2016,NC,37051,1,353
2017,TX,48355,9,129
2017,GA,13187,1,29
2015,TX,48121,5,114
2015,NC,37147,9,54
2015,FL,12057,6,298
2015,MO,29157,none,88
2017,LA,22093,none,154
2016,TX,48397,7,107
2017,TN,47089,1,66
2015,LA,22103,4,167
2017,FL,12011,6,328
2016,AR,05089,none,69
2017,MS,28033,1,197
2015,LA,22077,1,22
2017,LA,22047,none,181
2015,VA,51177,1,199
2015,TX,48299,none,62
2015,SC,45045,6,97
2017,MO,29043,1,59
2017,AR,05121,none,87
2016,MO,29145,none,281
2015,GA,13009,none,134
2017,MS,28007,3,13
2015,TX,48049,none,108
2015,NC,37181,3,62
2015,TX,48409,1,79
2016,WV,54003,4,153
2017,SC,45021,3,94
2017,TX,48187,9,68
2017,LA,22103,9,106
2016,VA,51199,4,58
2016,VA,51095,none,289
2017,AR,05143,9,50
2017,VA,51085,3,122
2015,FL,12113,9,96
2017,NC,37097,1,224
2017,NC,37031,none,120
2015,AR,05051,7,48
2017,SC,45009,4,6
2015,AR,05021,none,50
2017,TX,48015,1,40
2015,NC,37077,3,154
2015,VA,51185,none,126
2015,NC,37111,none,105
2015,WV,54053,none,77
2017,SC,45005,none,47
2017,MS,28149,none,140
2016,MO,29167,3,50
2016,FL,12003,none,113
2017,NC,37129,7,133
2017,GA,13057,7,270
2017,GA,13313,4,62
2015,FL,12055,4,84
2016,NC,37147,3,184
2017,VA,51095,none,112
2016,TX,48259,none,177
2016,TX,48291,7,29
2015,FL,12015,9,154
2015,FL,12035,7,115
2016,TX,48141,6,116
2017,LA,22061,none,145
2016,TN,47121,none,97
2016,WV,54025,none,109
2015,FL,12061,3,226
2016,NC,37083,3,80
2017,TX,48265,3,37
2015,TX,48053,3,54
2015,VA,51139,1,29
2017,GA,13185,3,124
2016,SC,45007,6,41
2015,VA,51710,9,139
2015,TX,48289,none,78
2015,AR,05085,7,38
2015,NC,37045,1,72
2016,SC,45003,4,85
2015,TX,48021,3,124
2015,MS,28041,none,50
2016,NC,37035,9,81
2016,TN,47139,none,90
2016,NC,37089,1,91
2016,LA,22017,7,83
2015,VA,51051,none,62
2017,GA,13195,7,13
2016,TN,47075,none,79
2016,WV,54001,none,41
2016,MO,29019,3,142
2015,AR,05001,none,57
2015,VA,51099,3,58
2016,TN,47021,3,66
2016,VA,51101,3,37
2016,SC,45015,4,150
2016,MN,27019,9,37
2015,FL,12117,6,102
2016,GA,13235,none,57
2017,MN,27059,none,77
2015,MO,29105,none,93
2016,TX,48485,1,58
2015,TX,48041,1,131
2017,TN,47123,none,285
2016,GA,13223,7,157
2017,WV,54097,none,96
2015,FL,12119,7,69
2017,TN,47093,7,206
2016,MS,28035,none,343
2015,GA,13233,4,29
2015,FL,12053,1,365
2017,MS,28079,none,99
2015,TX,48139,7,78
2017,MO,29065,none,45
2017,TX,48473,none,160
2016,VA,51109,3,62
2015,NC,37025,1,224
2017,TN,47189,none,423
2017,NC,37055,none,87
2017,TN,47161,3,14
2015,NC,37087,1,68
2016,GA,13145,1,38
2016,NC,37037,3,91
2016,NC,37121,none,87
2016,TN,47093,6,86
2017,TX,48061,9,131
2015,NC,37135,4,118
2015,VA,51630,4,23
2015,GA,13321,none,86
2016,WV,54059,none,67
2017,GA,13175,none,191
2017,MN,27053,5,134
2017,VA,51683,3,56
2016,MO,29021,3,119
2015,MN,27001,4,52
2015,TX,48277,none,94
2016,TX,48159,4,9
2017,GA,13029,none,111
2015,VA,51047,none,140
2017,MN,27123,2,49
2016,TN,47011,4,69
2015,MS,28009,none,59
2016,GA,13271,none,41
2016,MS,28047,7,93
2017,FL,12103,2,68
2015,TX,48347,none,192
2016,NC,37083,none,277
2017,MN,27153,none,52
2016,NC,37089,7,64
2017,TX,48415,none,24
2016,VA,51660,none,65
2017,VA,51730,none,63
2017,NC,37025,6,22
2017,MO,29031,3,59
2015,GA,13245,3,400
2017,TX,48341,none,59
2017,WV,54025,4,45
2016,AR,05015,3,17
2017,VA,51023,1,30
2015,VA,51179,none,436
2016,TX,48441,none,380
2016,FL,12011,6,416
2017,VA,51165,none,128
2017,TN,47071,3,82
2017,MN,27163,5,22
2016,GA,13051,4,212
2015,MO,29021,3,119
2015,VA,51017,4,7
2016,TN,47149,9,136
2017,MS,28047,4,153
2017,GA,13143,none,109
2015,WV,54037,1,87
2016,TX,48473,7,21
2015,NC,37193,1,57
2017,WV,54061,none,186
2015,FL,12039,none,225
2017,TX,48113,2,122
2015,LA,22035,none,12
2015,FL,12073,3,253
2015,VA,51540,3,43
2016,MO,29183,9,111
2016,MO,29157,4,18
2017,MN,27121,3,12
2015,VA,51179,3,312
2017,TN,47033,none,50
2015,TN,47021,7,24
2017,NC,37085,1,157
2016,TX,48355,4,189
2015,WV,54053,3,65
2015,AR,05143,4,127
2016,AR,05001,1,16
2017,NC,37049,3,164
2017,GA,13169,none,128
2015,GA,13057,7,257
2016,MS,28149,6,4
2017,FL,12087,none,220
2016,SC,45039,7,10
2016,TX,48423,7,74
2017,MN,27059,7,30
2015,GA,13051,9,138
2016,FL,12087,4,110
2015,AR,05131,3,134
2015,TN,47099,3,53
2017,MS,28127,none,157
2015,VA,51810,5,72
2015,SC,45043,4,80
2015,TN,47077,none,137
2015,FL,12089,4,118
2015,TN,47117,3,39
2015,WV,54081,1,105
2016,MO,29117,4,6
2016,NC,37017,3,54
2017,TX,48329,4,89
2017,TX,48029,2,126
2015,TN,47047,9,15
2015,TX,48397,1,143
2017,TN,47031,3,49
2017,MS,28151,none,194
2015,NC,37119,5,197
2017,MN,27007,1,24
2017,MO,29037,4,89
2015,MS,28033,7,101
2015,VA,51770,none,222
2017,NC,37091,3,42
2016,GA,13113,9,58
2016,VA,51073,3,90
2015,VA,51760,4,164
2015,TX,48209,2,18
2016,WV,54009,3,38
2017,VA,51009,none,55
2015,WV,54037,3,110
2017,FL,12033,6,49
2017,TX,48277,none,64
2015,TN,47081,7,12
2016,GA,13109,none,47
2015,NC,37109,3,172
2016,AR,05117,none,33
2017,AR,05071,none,148
2016,GA,13021,3,219
2016,MO,29019,1,102
2016,MN,27119,none,73
2017,TX,48423,7,72
2015,AR,05091,6,4
2015,MO,29085,none,31
2015,TX,48485,4,34
2016,LA,22101,3,39
2016,SC,45045,9,204
2016,TX,48217,1,28
2017,VA,51137,7,29
2017,NC,37171,1,57
2017,MS,28161,none,87
2015,TX,48001,1,39
2015,TX,48157,5,116
2017,TX,48171,none,50
2015,GA,13031,3,62
2016,WV,54099,none,126
2015,VA,51550,9,161
2015,FL,12115,6,121
2017,AR,05055,3,40
2017,VA,51740,none,154
2017,MO,29510,7,122
2017,NC,37093,1,67
2017,NC,37179,7,162
2016,TX,48357,none,45
2015,TX,48227,none,75
2015,TX,48015,none,118
2017,NC,37055,7,49
2015,VA,51740,6,22
2015,NC,37151,1,124
2015,MO,29049,none,53
2016,WV,54003,1,132
2016,TX,48453,5,148
2015,TX,48213,1,85
2015,VA,51001,3,62
2015,NC,37021,9,105
2016,GA,13297,4,83
2017,VA,51770,9,56
2016,WV,54079,4,58
2017,VA,51061,1,110
2016,GA,13047,4,46
2017,TX,48397,6,19
2015,WV,54107,4,71
2015,NC,37115,3,34
2016,TX,48161,none,112
2016,GA,13031,none,265
2017,FL,12061,5,22
2016,FL,12131,3,104
2016,MN,27097,1,25
2015,AR,05035,1,52
2016,SC,45055,3,111
2016,VA,51770,9,63
2017,TN,47025,1,27
2016,NC,37199,3,27
2016,NC,37155,1,108
2016,VA,51710,4,166
2017,SC,45083,2,33
2016,MN,27003,7,176
2017,MO,29215,none,51
2016,GA,13185,7,49
2017,TN,47131,none,83
2015,MS,28045,1,47
2015,TN,47133,none,90
2016,TN,47033,3,16
2016,MN,27111,4,59
2016,GA,13129,4,38
2017,TX,48299,1,34
2017,TN,47093,5,38
2015,TX,48141,6,118
2016,TX,48349,none,225
2015,GA,13083,4,19
2015,TN,47123,7,19
2015,TX,48167,9,188
2017,WV,54053,4,20
2015,WV,54059,3,49
2017,GA,13223,6,55
2016,NC,37021,4,259
2016,SC,45035,5,23
2017,FL,12105,2,42
2017,TX,48473,7,17
2015,GA,13145,3,55
2016,GA,13053,none,9
2017,VA,51035,3,39
2016,NC,37117,3,41
2015,MO,29151,none,58
2015,LA,22089,7,32
2017,GA,13169,1,21
