-- S10 EMBER country-year pivot: generation by fuel, shares, CO2, demand, imports, capacity, and coal YoY columns (all areas, all years)
COUNTRY | ISO_3_CODE | AREA_TYPE | CONTINENT | EMBER_REGION | YEAR | GEN_TWH | COAL_TWH | GAS_TWH | OTHFOS_TWH | HYDRO_TWH | NUCLEAR_TWH | WIND_TWH | SOLAR_TWH | BIO_TWH | FOSSIL_TWH | CLEAN_TWH | WS_TWH | COAL_PCT | GAS_PCT | HYDRO_PCT | NUCLEAR_PCT | FOSSIL_PCT | CLEAN_PCT | WS_PCT | CO2_INT | CO2_MT | DEMAND_TWH | DEMAND_PC | NET_IMP | CAP_COAL | CAP_GAS | CAP_SOLAR | CAP_WIND | CAP_HYDRO | CAP_FOSSIL | CAP_CLEAN | COAL_YOY_ABS | COAL_YOY_PCT | GEN_YOY_ABS | N_ROWS
Afghanistan | AFG | Country or economy | Asia | Asia | 2010 | 0.88 | 0.06 | 0.0 | 0.07 | 0.75 | 0.0 | 0.0 | 0.0 | 0.0 | 0.13 | 0.75 | 0.0 | 6.82 | 0.0 | 85.23 | 0.0 | 14.77 | 85.23 | 0.0 | 136.36 | 0.12 | 2.75 | 0.1 | 1.87 |  | 0.0 | 0.0 | 0.0 | 0.24 | 0.14 | 0.24 | 0.0 | 0.0 | -0.01 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2011 | 0.77 | 0.1 | 0.0 | 0.07 | 0.6 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.6 | 0.0 | 12.99 | 0.0 | 77.92 | 0.0 | 22.08 | 77.92 | 0.0 | 194.81 | 0.15 | 3.5 | 0.12 | 2.73 |  | 0.0 | 0.0 | 0.0 | 0.24 | 0.14 | 0.24 | 0.04 | 66.67 | -0.11 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2012 | 0.88 | 0.07 | 0.0 | 0.07 | 0.71 | 0.0 | 0.0 | 0.03 | 0.0 | 0.14 | 0.74 | 0.03 | 7.95 | 0.0 | 80.68 | 0.0 | 15.9 | 84.09 | 3.41 | 147.73 | 0.13 | 3.95 | 0.13 | 3.07 |  | 0.0 | 0.02 | 0.0 | 0.27 | 0.14 | 0.29 | -0.03 | -30.0 | 0.11 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2013 | 1.11 | 0.12 | 0.0 | 0.1 | 0.86 | 0.0 | 0.0 | 0.03 | 0.0 | 0.22 | 0.89 | 0.03 | 10.81 | 0.0 | 77.48 | 0.0 | 19.82 | 80.18 | 2.7 | 180.18 | 0.2 | 4.73 | 0.15 | 3.62 |  | 0.0 | 0.02 | 0.0 | 0.28 | 0.14 | 0.3 | 0.05 | 71.43 | 0.23 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2014 | 1.16 | 0.11 | 0.0 | 0.05 | 0.97 | 0.0 | 0.0 | 0.03 | 0.0 | 0.16 | 1.0 | 0.03 | 9.48 | 0.0 | 83.62 | 0.0 | 13.79 | 86.21 | 2.59 | 129.31 | 0.15 | 4.87 | 0.15 | 3.71 |  | 0.0 | 0.02 | 0.0 | 0.28 | 0.14 | 0.3 | -0.01 | -8.33 | 0.05 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2015 | 1.18 | 0.1 | 0.0 | 0.05 | 1.0 | 0.0 | 0.0 | 0.03 | 0.0 | 0.15 | 1.03 | 0.03 | 8.47 | 0.0 | 84.75 | 0.0 | 12.71 | 87.29 | 2.54 | 118.64 | 0.14 | 4.96 | 0.15 | 3.78 |  | 0.0 | 0.02 | 0.0 | 0.28 | 0.14 | 0.3 | -0.01 | -9.09 | 0.02 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2016 | 1.21 | 0.09 | 0.0 | 0.06 | 1.02 | 0.0 | 0.0 | 0.04 | 0.0 | 0.15 | 1.06 | 0.04 | 7.44 | 0.0 | 84.3 | 0.0 | 12.4 | 87.61 | 3.31 | 115.7 | 0.14 | 5.54 | 0.16 | 4.33 |  | 0.0 | 0.02 | 0.0 | 0.33 | 0.14 | 0.35 | -0.01 | -10.0 | 0.03 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2017 | 1.26 | 0.11 | 0.0 | 0.06 | 1.05 | 0.0 | 0.0 | 0.04 | 0.0 | 0.17 | 1.09 | 0.04 | 8.73 | 0.0 | 83.33 | 0.0 | 13.49 | 86.5 | 3.17 | 126.98 | 0.16 | 5.87 | 0.16 | 4.61 |  | 0.0 | 0.02 | 0.0 | 0.35 | 0.14 | 0.37 | 0.02 | 22.22 | 0.05 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2018 | 1.17 | 0.12 | 0.0 | 0.08 | 0.93 | 0.0 | 0.0 | 0.04 | 0.0 | 0.2 | 0.97 | 0.04 | 10.26 | 0.0 | 79.49 | 0.0 | 17.1 | 82.91 | 3.42 | 153.85 | 0.18 | 6.16 | 0.17 | 4.99 |  | 0.0 | 0.02 | 0.0 | 0.35 | 0.14 | 0.37 | 0.01 | 9.09 | -0.09 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2019 | 1.46 | 0.08 | 0.0 | 0.1 | 1.22 | 0.0 | 0.0 | 0.06 | 0.0 | 0.18 | 1.28 | 0.06 | 5.48 | 0.0 | 83.56 | 0.0 | 12.33 | 87.67 | 4.11 | 116.44 | 0.17 | 6.37 | 0.17 | 4.91 |  | 0.04 | 0.05 | 0.0 | 0.35 | 0.18 | 0.4 | -0.04 | -33.33 | 0.29 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2020 | 1.18 | 0.02 | 0.0 | 0.1 | 0.99 | 0.0 | 0.0 | 0.07 | 0.0 | 0.12 | 1.06 | 0.07 | 1.69 | 0.0 | 83.9 | 0.0 | 10.16 | 89.83 | 5.93 | 93.22 | 0.11 | 6.33 | 0.16 | 5.15 |  | 0.04 | 0.05 | 0.0 | 0.35 | 0.18 | 0.4 | -0.06 | -75.0 | -0.28 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2021 | 1.06 | 0.03 | 0.0 | 0.1 | 0.85 | 0.0 | 0.0 | 0.08 | 0.0 | 0.13 | 0.93 | 0.08 | 2.83 | 0.0 | 80.19 | 0.0 | 12.26 | 87.74 | 7.55 | 113.21 | 0.12 | 6.76 | 0.17 | 5.7 |  | 0.04 | 0.05 | 0.0 | 0.37 | 0.18 | 0.42 | 0.01 | 50.0 | -0.12 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2022 | 0.96 | 0.03 | 0.0 | 0.1 | 0.74 | 0.0 | 0.0 | 0.09 | 0.0 | 0.13 | 0.83 | 0.09 | 3.13 | 0.0 | 77.08 | 0.0 | 13.55 | 86.46 | 9.38 | 125.0 | 0.12 | 6.84 | 0.17 | 5.88 |  | 0.04 | 0.05 | 0.0 | 0.47 | 0.18 | 0.52 | 0.0 | 0.0 | -0.1 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2023 | 0.97 | 0.03 | 0.0 | 0.1 | 0.75 | 0.0 | 0.0 | 0.09 | 0.0 | 0.13 | 0.84 | 0.09 | 3.09 | 0.0 | 77.32 | 0.0 | 13.4 | 86.6 | 9.28 | 123.71 | 0.12 | 7.19 | 0.17 | 6.22 |  | 0.04 | 0.05 | 0.0 | 0.47 | 0.28 | 0.52 | 0.0 | 0.0 | 0.01 | 66
Afghanistan | AFG | Country or economy | Asia | Asia | 2024 | 0.99 | 0.03 | 0.0 | 0.1 | 0.75 | 0.0 | 0.0 | 0.11 | 0.0 | 0.13 | 0.86 | 0.11 | 3.03 | 0.0 | 75.76 | 0.0 | 13.13 | 86.87 | 11.11 | 131.31 | 0.13 | 6.82 | 0.16 | 5.83 |  | 0.04 | 0.06 | 0.0 | 0.47 | 0.28 | 0.53 | 0.0 | 0.0 | 0.02 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2000 | 25.4 | 0.0 | 24.58 | 0.77 | 0.05 | 0.0 | 0.0 | 0.0 | 0.0 | 25.35 | 0.05 | 0.0 | 0.0 | 96.77 | 0.2 | 0.0 | 99.8 | 0.2 | 0.0 | 638.58 | 16.22 | 25.33 | 0.82 | -0.07 |  | 4.62 | 0.0 | 0.0 | 0.28 | 5.01 | 0.28 |  |  |  | 66
Algeria | DZA | Country or economy | Africa | Africa | 2001 | 26.62 | 0.0 | 25.78 | 0.77 | 0.07 | 0.0 | 0.0 | 0.0 | 0.0 | 26.55 | 0.07 | 0.0 | 0.0 | 96.84 | 0.26 | 0.0 | 99.73 | 0.26 | 0.0 | 638.24 | 16.99 | 26.57 | 0.85 | -0.05 |  | 4.92 | 0.0 | 0.0 | 0.28 | 5.31 | 0.28 | 0.0 |  | 1.22 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2002 | 27.65 | 0.0 | 26.99 | 0.6 | 0.06 | 0.0 | 0.0 | 0.0 | 0.0 | 27.59 | 0.06 | 0.0 | 0.0 | 97.61 | 0.22 | 0.0 | 99.78 | 0.22 | 0.0 | 637.98 | 17.64 | 27.63 | 0.87 | -0.02 |  | 5.39 | 0.0 | 0.0 | 0.28 | 5.83 | 0.28 | 0.0 |  | 1.03 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2003 | 29.57 | 0.0 | 28.62 | 0.69 | 0.26 | 0.0 | 0.0 | 0.0 | 0.0 | 29.31 | 0.26 | 0.0 | 0.0 | 96.79 | 0.88 | 0.0 | 99.12 | 0.88 | 0.0 | 634.09 | 18.75 | 29.58 | 0.92 | 0.01 |  | 5.51 | 0.0 | 0.0 | 0.28 | 5.96 | 0.28 | 0.0 |  | 1.92 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2004 | 31.25 | 0.0 | 30.31 | 0.69 | 0.25 | 0.0 | 0.0 | 0.0 | 0.0 | 31.0 | 0.25 | 0.0 | 0.0 | 96.99 | 0.8 | 0.0 | 99.2 | 0.8 | 0.0 | 634.56 | 19.83 | 31.26 | 0.96 | 0.01 |  | 5.8 | 0.0 | 0.0 | 0.28 | 6.25 | 0.28 | 0.0 |  | 1.68 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2005 | 33.91 | 0.0 | 32.64 | 0.72 | 0.55 | 0.0 | 0.0 | 0.0 | 0.0 | 33.36 | 0.55 | 0.0 | 0.0 | 96.25 | 1.62 | 0.0 | 98.37 | 1.62 | 0.0 | 629.31 | 21.34 | 33.99 | 1.03 | 0.08 |  | 6.15 | 0.0 | 0.0 | 0.28 | 6.68 | 0.28 | 0.0 |  | 2.66 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2006 | 35.23 | 0.0 | 34.26 | 0.75 | 0.22 | 0.0 | 0.0 | 0.0 | 0.0 | 35.01 | 0.22 | 0.0 | 0.0 | 97.25 | 0.62 | 0.0 | 99.38 | 0.62 | 0.0 | 635.82 | 22.4 | 35.31 | 1.05 | 0.08 |  | 7.03 | 0.0 | 0.0 | 0.25 | 7.56 | 0.25 | 0.0 |  | 1.32 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2007 | 37.19 | 0.0 | 36.18 | 0.79 | 0.22 | 0.0 | 0.0 | 0.0 | 0.0 | 36.97 | 0.22 | 0.0 | 0.0 | 97.28 | 0.59 | 0.0 | 99.4 | 0.59 | 0.0 | 635.92 | 23.65 | 37.2 | 1.09 | 0.01 |  | 7.52 | 0.0 | 0.0 | 0.25 | 8.18 | 0.25 | 0.0 |  | 1.96 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2008 | 40.23 | 0.0 | 39.16 | 0.79 | 0.28 | 0.0 | 0.0 | 0.0 | 0.0 | 39.95 | 0.28 | 0.0 | 0.0 | 97.34 | 0.7 | 0.0 | 99.3 | 0.7 | 0.0 | 635.35 | 25.56 | 40.18 | 1.15 | -0.05 |  | 7.52 | 0.0 | 0.0 | 0.23 | 8.2 | 0.23 | 0.0 |  | 3.04 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2009 | 38.5 | 0.0 | 37.59 | 0.61 | 0.3 | 0.0 | 0.0 | 0.0 | 0.0 | 38.2 | 0.3 | 0.0 | 0.0 | 97.64 | 0.78 | 0.0 | 99.22 | 0.78 | 0.0 | 634.55 | 24.43 | 38.47 | 1.08 | -0.03 |  | 8.75 | 0.0 | 0.0 | 0.23 | 9.46 | 0.23 | 0.0 |  | -1.73 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2010 | 45.73 | 0.0 | 44.6 | 0.96 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 45.56 | 0.17 | 0.0 | 0.0 | 97.53 | 0.37 | 0.0 | 99.63 | 0.37 | 0.0 | 637.0 | 29.13 | 45.66 | 1.26 | -0.07 |  | 10.52 | 0.03 | 0.0 | 0.23 | 11.29 | 0.26 | 0.0 |  | 7.23 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2011 | 51.22 | 0.0 | 49.65 | 1.07 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 50.72 | 0.5 | 0.0 | 0.0 | 96.93 | 0.98 | 0.0 | 99.02 | 0.98 | 0.0 | 633.35 | 32.44 | 51.08 | 1.38 | -0.14 |  | 10.77 | 0.03 | 0.0 | 0.23 | 11.61 | 0.26 | 0.0 |  | 5.49 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2012 | 57.4 | 0.0 | 55.72 | 1.06 | 0.62 | 0.0 | 0.0 | 0.0 | 0.0 | 56.78 | 0.62 | 0.0 | 0.0 | 97.07 | 1.08 | 0.0 | 98.92 | 1.08 | 0.0 | 632.75 | 36.32 | 57.35 | 1.52 | -0.05 |  | 12.29 | 0.03 | 0.0 | 0.23 | 13.15 | 0.26 | 0.0 |  | 6.18 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2013 | 59.89 | 0.0 | 58.66 | 0.9 | 0.33 | 0.0 | 0.0 | 0.0 | 0.0 | 59.56 | 0.33 | 0.0 | 0.0 | 97.95 | 0.55 | 0.0 | 99.45 | 0.55 | 0.0 | 636.0 | 38.09 | 59.8 | 1.56 | -0.09 |  | 13.65 | 0.03 | 0.0 | 0.23 | 14.74 | 0.26 | 0.0 |  | 2.49 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2014 | 64.27 | 0.0 | 63.35 | 0.67 | 0.25 | 0.0 | 0.0 | 0.0 | 0.0 | 64.02 | 0.25 | 0.0 | 0.0 | 98.57 | 0.39 | 0.0 | 99.61 | 0.39 | 0.0 | 637.0 | 40.94 | 64.08 | 1.63 | -0.19 |  | 14.1 | 0.03 | 0.01 | 0.23 | 15.21 | 0.27 | 0.0 |  | 4.38 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2015 | 68.84 | 0.0 | 67.67 | 0.95 | 0.14 | 0.0 | 0.02 | 0.06 | 0.0 | 68.62 | 0.22 | 0.08 | 0.0 | 98.3 | 0.2 | 0.0 | 99.68 | 0.32 | 0.12 | 637.42 | 43.88 | 68.81 | 1.72 | -0.03 |  | 15.57 | 0.06 | 0.01 | 0.23 | 16.72 | 0.3 | 0.0 |  | 4.57 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2016 | 71.04 | 0.0 | 69.69 | 1.01 | 0.22 | 0.0 | 0.03 | 0.09 | 0.0 | 70.7 | 0.34 | 0.12 | 0.0 | 98.1 | 0.31 | 0.0 | 99.52 | 0.48 | 0.17 | 636.4 | 45.21 | 70.79 | 1.73 | -0.25 |  | 16.85 | 0.26 | 0.01 | 0.23 | 18.2 | 0.5 | 0.0 |  | 2.2 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2017 | 76.07 | 0.0 | 75.06 | 0.37 | 0.06 | 0.0 | 0.01 | 0.57 | 0.0 | 75.43 | 0.64 | 0.58 | 0.0 | 98.67 | 0.08 | 0.0 | 99.16 | 0.84 | 0.76 | 634.15 | 48.24 | 75.73 | 1.82 | -0.34 |  | 17.08 | 0.35 | 0.01 | 0.23 | 18.57 | 0.59 | 0.0 |  | 5.03 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2018 | 76.75 | 0.0 | 75.5 | 0.43 | 0.12 | 0.0 | 0.01 | 0.69 | 0.0 | 75.93 | 0.82 | 0.7 | 0.0 | 98.37 | 0.16 | 0.0 | 98.93 | 1.07 | 0.91 | 632.7 | 48.56 | 76.66 | 1.8 | -0.09 |  | 18.24 | 0.37 | 0.01 | 0.23 | 19.7 | 0.61 | 0.0 |  | 0.68 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2019 | 81.61 | 0.0 | 80.36 | 0.38 | 0.15 | 0.0 | 0.01 | 0.71 | 0.0 | 80.74 | 0.87 | 0.72 | 0.0 | 98.47 | 0.18 | 0.0 | 98.94 | 1.06 | 0.88 | 632.77 | 51.64 | 81.47 | 1.88 | -0.14 |  | 20.46 | 0.37 | 0.01 | 0.23 | 21.92 | 0.61 | 0.0 |  | 4.86 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2020 | 79.37 | 0.0 | 78.13 | 0.36 | 0.05 | 0.0 | 0.01 | 0.82 | 0.0 | 78.49 | 0.88 | 0.83 | 0.0 | 98.44 | 0.06 | 0.0 | 98.89 | 1.1 | 1.04 | 632.61 | 50.21 | 79.31 | 1.8 | -0.06 |  | 20.79 | 0.37 | 0.01 | 0.21 | 22.35 | 0.59 | 0.0 |  | -2.24 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2021 | 85.6 | 0.0 | 84.42 | 0.37 | 0.01 | 0.0 | 0.01 | 0.79 | 0.0 | 84.79 | 0.81 | 0.8 | 0.0 | 98.62 | 0.01 | 0.0 | 99.05 | 0.94 | 0.93 | 633.53 | 54.23 | 84.45 | 1.89 | -1.15 |  | 22.45 | 0.37 | 0.01 | 0.13 | 24.01 | 0.51 | 0.0 |  | 6.23 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2022 | 91.47 | 0.0 | 90.22 | 0.39 | 0.02 | 0.0 | 0.01 | 0.83 | 0.0 | 90.61 | 0.86 | 0.84 | 0.0 | 98.63 | 0.02 | 0.0 | 99.06 | 0.94 | 0.92 | 633.65 | 57.96 | 88.9 | 1.96 | -2.57 |  | 24.45 | 0.45 | 0.01 | 0.13 | 26.01 | 0.59 | 0.0 |  | 5.87 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2023 | 95.88 | 0.0 | 94.64 | 0.33 | 0.02 | 0.0 | 0.02 | 0.87 | 0.0 | 94.97 | 0.91 | 0.89 | 0.0 | 98.71 | 0.02 | 0.0 | 99.05 | 0.95 | 0.93 | 633.61 | 60.75 | 93.44 | 2.02 | -2.44 |  | 24.45 | 0.46 | 0.01 | 0.13 | 26.01 | 0.6 | 0.0 |  | 4.41 | 66
Algeria | DZA | Country or economy | Africa | Africa | 2024 | 96.36 | 0.0 | 95.0 | 0.33 | 0.02 | 0.0 | 0.02 | 0.99 | 0.0 | 95.33 | 1.03 | 1.01 | 0.0 | 98.59 | 0.02 | 0.0 | 98.93 | 1.07 | 1.05 | 632.94 | 60.99 | 93.84 | 2.01 | -2.52 |  | 25.83 | 0.46 | 0.01 | 0.13 | 27.39 | 0.6 | 0.0 |  | 0.48 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2000 | 0.17 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 647.06 | 0.11 | 0.17 | 2.99 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 |  |  |  | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2001 | 0.17 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 647.06 | 0.11 | 0.17 | 2.98 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2002 | 0.18 | 0.0 | 0.0 | 0.18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 666.67 | 0.12 | 0.18 | 3.15 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2003 | 0.19 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 684.21 | 0.13 | 0.19 | 3.34 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.01 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2004 | 0.19 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 684.21 | 0.13 | 0.19 | 3.34 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2005 | 0.19 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 684.21 | 0.13 | 0.19 | 3.36 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
American Samoa | ASM | Country or economy | Oceania | Oceania | 2006 | 0.19 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 100.0 | 0.0 | 0.0 | 684.21 | 0.13 | 0.19 | 3.37 | 0.0 |  |  | 0.0 | 0.0 | 0.0 | 0.04 | 0.0 | 0.0 |  | 0.0 | 66
