-- S11 GHGRP facility: slim extract of every facility-year (136K rows) for local cohort math
FACILITY_ID | YR | STATUS | FRS | FACILITY_NAME | PARENT_COMPANY | CITY | STATE | ZIP | COUNTY_FIPS | NAICS_CODE | FACILITY_TYPES | REPORTED_SUBPARTS | REPORTED_INDUSTRY_TYPES
1000003 | 2020 |  | 110001482887 | Ardagh Glass Inc. (Henderson) | ARDAGH GLASS INC (100%) | Henderson | NC | 27537 | 37181 | 327213 | Direct Emitter | C,N | C,N
1000003 | 2021 |  | 110001482887 | Ardagh Glass Inc. (Henderson) | ARDAGH GLASS INC (100%) | Henderson | NC | 27537 | 37181 | 327213 | Direct Emitter | C,N | C,N
1000003 | 2022 |  | 110001482887 | Ardagh Glass Inc. (Henderson) | ARDAGH GLASS INC (100%) | Henderson | NC | 27537 | 37181 | 327213 | Direct Emitter | C,N | C,N
1000003 | 2023 |  | 110001482887 | Ardagh Glass Inc. (Henderson) | ARDAGH GLASS INC (100%) | Henderson | NC | 27537 | 37181 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2010 |  | 110000833518 | Ardagh Glass Inc. | Saint-Gobain Containers Inc. (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2011 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | SAINT-GOBAIN CONTAINERS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2012 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | SAINT-GOBAIN CONTAINERS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2013 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | SAINT-GOBAIN CONTAINERS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2014 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH HOLDINGS USA INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2015 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GROUP (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2016 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GROUP (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2017 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GROUP (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2018 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GROUP (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2019 |  | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GLASS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 | Direct Emitter | C,N | C,N
1000004 | 2020 | STOPPED_REPORTING_VALID_REASON | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GLASS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 |  |  | 
1000004 | 2021 | STOPPED_REPORTING_VALID_REASON | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GLASS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 |  |  | 
1000004 | 2022 | STOPPED_REPORTING_VALID_REASON | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GLASS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 |  |  | 
1000004 | 2023 | STOPPED_REPORTING_VALID_REASON | 110000833518 | Ardagh Glass Inc. (Lincoln) | ARDAGH GLASS INC (100%) | LINCOLN | IL | 62656 | 17107 | 327213 |  |  | 
1000005 | 2010 |  | 110000482022 | Ardagh Glass Inc. | Saint-Gobain Containers Inc. (100%) | MADERA | CA | 93637 | 06039 | 327213 | Direct Emitter | C,N | C,N
1000005 | 2011 |  | 110000482022 | Ardagh Glass Inc. (Madera) | SAINT-GOBAIN CONTAINERS INC (100%) | MADERA | CA | 93637 | 06039 | 327213 | Direct Emitter | C,N | C,N
1000005 | 2012 |  | 110000482022 | Ardagh Glass Inc. (Madera) | SAINT-GOBAIN CONTAINERS INC (100%) | MADERA | CA | 93637 | 06039 | 327213 | Direct Emitter | C,N | C,N
1000005 | 2013 |  | 110000482022 | Ardagh Glass Inc. (Madera) | SAINT-GOBAIN CONTAINERS INC (100%) | MADERA | CA | 93637 | 06039 | 327213 | Direct Emitter | C,N | C,N
(136005 rows; csv has all)
