db,schema,table,type,row_count,bytes,created,last_altered,comment
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_5C657EBA17__PLACES,VIEW,,,2026-07-30 12:00:48.936000-07:00,2026-07-30 12:00:49.370000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_5FE14C3854__PLACES,VIEW,,,2026-07-30 12:00:49.030000-07:00,2026-07-30 12:00:49.370000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_60987ADA0E__PLACES,VIEW,,,2026-07-30 12:00:51.806000-07:00,2026-07-30 12:00:52.169000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_60A2A72FFD__PLACES,VIEW,,,2026-07-30 12:00:51.838000-07:00,2026-07-30 12:00:52.215000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_63627B65F8__PLACES,VIEW,,,2026-07-30 12:00:52.083000-07:00,2026-07-30 12:00:52.398000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_680EA60076__PLACES,VIEW,,,2026-07-30 12:00:52.084000-07:00,2026-07-30 12:00:52.476000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_692C217FC7__PLACES,VIEW,,,2026-07-05 19:56:15.021000-07:00,2026-07-05 19:56:15.362000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_692C217FC7__RECORDS,VIEW,,,2026-07-30 12:00:54.873000-07:00,2026-07-30 12:00:55.307000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_694F40A849__PLACES,VIEW,,,2026-07-30 12:00:54.946000-07:00,2026-07-30 12:00:55.264000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_6AC4CB010C__PLACES,VIEW,,,2026-07-30 12:00:55.105000-07:00,2026-07-30 12:00:55.402000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_6C8F129AE5__PLACES,VIEW,,,2026-07-30 12:00:55.172000-07:00,2026-07-30 12:00:55.511000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_6F406E40A6__PLACES,VIEW,,,2026-07-30 12:00:57.895000-07:00,2026-07-30 12:00:58.259000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_6F76317272__PLACES,VIEW,,,2026-07-30 12:00:57.892000-07:00,2026-07-30 12:00:58.328000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_7103930983__PLACES,VIEW,,,2026-07-30 12:00:58.025000-07:00,2026-07-30 12:00:58.369000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_7431E84319__PLACES,VIEW,,,2026-07-30 12:00:58.125000-07:00,2026-07-30 12:00:58.450000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_7583EABD41__PLACES,VIEW,,,2026-07-30 12:01:00.951000-07:00,2026-07-30 12:01:01.318000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_7AF23ACD2F__RECORDS,VIEW,,,2026-07-30 12:01:01.011000-07:00,2026-07-30 12:01:02.023000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_7B65AE0CFF__RECORDS,VIEW,,,2026-07-30 12:01:00.957000-07:00,2026-07-30 12:01:01.316000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_7D1A10DA58__PLACES,VIEW,,,2026-07-30 12:01:01-07:00,2026-07-30 12:01:01.318000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_822E5DBA4C__RECORDS,VIEW,,,2026-07-30 12:01:04.030000-07:00,2026-07-30 12:01:04.402000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_86091A7F3E__PLACES,VIEW,,,2026-07-30 12:01:04.142000-07:00,2026-07-30 12:01:04.500000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_860ECA7188__PLACES,VIEW,,,2026-07-30 12:01:04.508000-07:00,2026-07-30 12:01:04.893000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_8777C10D3A__PLACES,VIEW,,,2026-07-30 12:01:04.666000-07:00,2026-07-30 12:01:05.038000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_8AFE5E2497__PLACES,VIEW,,,2026-07-30 12:01:06.999000-07:00,2026-07-30 12:01:07.353000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_8E6BDE379C__PLACES,VIEW,,,2026-07-30 12:01:07.066000-07:00,2026-07-30 12:01:07.448000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_916D2D00A4__PLACES,VIEW,,,2026-07-30 12:01:07.516000-07:00,2026-07-30 12:01:07.862000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_91FAE70B2D__PLACES,VIEW,,,2026-07-30 12:01:07.736000-07:00,2026-07-30 12:01:08.036000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_97A64BA0A6__PLACES,VIEW,,,2026-07-30 12:01:09.937000-07:00,2026-07-30 12:01:10.394000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_982637B35D__PLACES,VIEW,,,2026-07-30 12:01:10.125000-07:00,2026-07-30 12:01:10.561000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_98A0E89FA3__PLACES,VIEW,,,2026-07-30 12:01:10.760000-07:00,2026-07-30 12:01:11.201000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_99DBBB9235__PLACES,VIEW,,,2026-07-30 12:01:11.032000-07:00,2026-07-30 12:01:11.383000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_9AED398C25__PLACES,VIEW,,,2026-07-30 12:01:13.159000-07:00,2026-07-30 12:01:13.506000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_9BB7597D03__PLACES,VIEW,,,2026-07-30 12:01:13.240000-07:00,2026-07-30 12:01:13.637000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_9CCBEFBACC__PLACES,VIEW,,,2026-07-30 12:01:14.530000-07:00,2026-07-30 12:01:15.034000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_9CCBEFBACC__RECORDS,VIEW,,,2026-07-06 07:05:20.157000-07:00,2026-07-06 07:05:20.552000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_A2738D79AF__PLACES,VIEW,,,2026-07-30 12:01:14.509000-07:00,2026-07-30 12:01:14.855000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_A4E9CE945B__PLACES,VIEW,,,2026-07-30 12:01:16.043000-07:00,2026-07-30 12:01:16.358000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_A4E9CE945B__RECORDS,VIEW,,,2026-07-06 07:05:20.598000-07:00,2026-07-06 07:05:20.901000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_A859816F95__PLACES,VIEW,,,2026-07-30 12:01:16.225000-07:00,2026-07-30 12:01:16.514000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_AE7030C35B__RECORDS,VIEW,,,2026-07-30 12:01:17.397000-07:00,2026-07-30 12:01:17.810000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_AEC3A74C1A__PLACES,VIEW,,,2026-07-30 12:01:17.570000-07:00,2026-07-30 12:01:17.874000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B1E95C9745__PLACES,VIEW,,,2026-07-30 12:01:18.919000-07:00,2026-07-30 12:01:19.263000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B20A13551F__RECORDS,VIEW,,,2026-07-30 12:01:19.081000-07:00,2026-07-30 12:01:19.446000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B488BFAB9D__PLACES,VIEW,,,2026-07-30 12:01:20.436000-07:00,2026-07-30 12:01:20.718000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B542229640__PLACES,VIEW,,,2026-07-30 12:01:20.461000-07:00,2026-07-30 12:01:20.755000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B62C61BBEB__PLACES,VIEW,,,2026-07-30 12:01:21.794000-07:00,2026-07-30 12:01:22.193000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B62D63F711__PLACES,VIEW,,,2026-07-30 12:01:21.967000-07:00,2026-07-30 12:01:22.330000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B78655DE4F__RECORDS,VIEW,,,2026-07-30 12:01:23.278000-07:00,2026-07-30 12:01:23.628000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_B9904B63C2__ASSETS,VIEW,,,2026-07-30 12:01:23.366000-07:00,2026-07-30 12:01:23.746000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_BA28CC40B7__PLACES,VIEW,,,2026-07-30 12:01:24.766000-07:00,2026-07-30 12:01:25.100000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_BB0184F847__PLACES,VIEW,,,2026-07-30 12:01:24.884000-07:00,2026-07-30 12:01:25.256000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_BB0184F847__RECORDS,VIEW,,,2026-07-06 07:05:23.580000-07:00,2026-07-06 07:05:23.912000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_BB1BD78412__PLACES,VIEW,,,2026-07-30 12:01:26.202000-07:00,2026-07-30 12:01:26.527000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_BBB8FB534F__PLACES,VIEW,,,2026-07-30 12:01:26.364000-07:00,2026-07-30 12:01:26.695000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_BE3C51E436__PLACES,VIEW,,,2026-07-30 12:01:27.717000-07:00,2026-07-30 12:01:28.123000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_C4D59225CB__PLACES,VIEW,,,2026-07-30 12:01:27.850000-07:00,2026-07-30 12:01:28.286000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_C96164A13D__RECORDS,VIEW,,,2026-07-30 12:01:29.095000-07:00,2026-07-30 12:01:29.504000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_CC3BD4AFC2__PLACES,VIEW,,,2026-07-30 12:01:29.281000-07:00,2026-07-30 12:01:29.660000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_CC9BA8BED2__PLACES,VIEW,,,2026-07-30 12:01:30.710000-07:00,2026-07-30 12:01:31.083000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_CDA9E537DC__RECORDS,VIEW,,,2026-07-30 12:01:30.808000-07:00,2026-07-30 12:01:31.140000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_CE7A2694FC__PLACES,VIEW,,,2026-07-30 12:01:32.106000-07:00,2026-07-30 12:01:32.458000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_CE7A2694FC__RECORDS,VIEW,,,2026-07-06 07:05:25.435000-07:00,2026-07-06 07:05:25.719000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_D35AD4550A__PLACES,VIEW,,,2026-07-30 12:01:32.251000-07:00,2026-07-30 12:01:32.605000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_D5F6331DFB__PLACES,VIEW,,,2026-07-30 12:01:33.677000-07:00,2026-07-30 12:01:34.062000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_D6143BDC6C__PLACES,VIEW,,,2026-07-30 12:01:33.729000-07:00,2026-07-30 12:01:34.085000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_DA448E7083__RECORDS,VIEW,,,2026-07-30 12:01:35.112000-07:00,2026-07-30 12:01:35.546000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_DDCA0024EC__PLACES,VIEW,,,2026-07-30 12:01:35.271000-07:00,2026-07-30 12:01:35.592000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_DE448D04D4__FACILITIES,VIEW,,,2026-07-30 12:01:37.255000-07:00,2026-07-30 12:01:37.673000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_E2D2938646__PLACES,VIEW,,,2026-07-30 12:01:37.268000-07:00,2026-07-30 12:01:37.658000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_E6260CDFE6__PLACES,VIEW,,,2026-07-30 12:01:38.097000-07:00,2026-07-30 12:01:38.453000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_EEF5B53BC5__RECORDS,VIEW,,,2026-07-30 12:01:38.284000-07:00,2026-07-30 12:01:38.657000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_F05D32C3D6__PLACES,VIEW,,,2026-07-30 12:01:40.337000-07:00,2026-07-30 12:01:40.748000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_F2CF388E3D__PLACES,VIEW,,,2026-07-30 12:01:40.320000-07:00,2026-07-30 12:01:40.661000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FA3191E7A1__PLACES,VIEW,,,2026-07-05 19:56:24.352000-07:00,2026-07-05 19:56:24.738000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FA3191E7A1__RECORDS,VIEW,,,2026-07-30 12:01:41.073000-07:00,2026-07-30 12:01:41.454000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FA5C68D20D__PLACES,VIEW,,,2026-07-30 12:01:41.386000-07:00,2026-07-30 12:01:41.776000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FA5CD1DACF__PLACES,VIEW,,,2026-07-30 12:01:43.293000-07:00,2026-07-30 12:01:43.589000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FB89781122__PLACES,VIEW,,,2026-07-30 12:01:43.311000-07:00,2026-07-30 12:01:43.627000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FBF4BA8D72__PLACES,VIEW,,,2026-07-30 12:01:44.113000-07:00,2026-07-30 12:01:44.551000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_CKA_WPRDC_ALLEGHENY_FC8733F36B__PLACES,VIEW,,,2026-07-30 12:01:44.369000-07:00,2026-07-30 12:01:44.848000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_AUSTIN_OPEN_DATA_0B4C639A1C__RECORDS,VIEW,,,2026-07-30 12:01:46.308000-07:00,2026-07-30 12:01:46.733000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_AUSTIN_OPEN_DATA_B5E56C7A67__RECORDS,VIEW,,,2026-07-05 22:00:02.279000-07:00,2026-07-05 22:00:02.715000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CAMBRIDGE_OPEN_D_8A1152140C__RECORDS,VIEW,,,2026-07-30 12:01:46.308000-07:00,2026-07-30 12:01:46.992000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CAMBRIDGE_OPEN_D_FB7C7229D0__ORGANIZATIONS,VIEW,,,2026-07-30 12:01:47.278000-07:00,2026-07-30 12:01:47.661000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CHICAGO_DATA_POR_26DE83BAF4__RECORDS,VIEW,,,2026-07-30 12:01:47.442000-07:00,2026-07-30 12:01:47.884000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_1D5CFAD830__PLACES,VIEW,,,2026-07-30 12:01:49.356000-07:00,2026-07-30 12:01:49.820000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_1D5CFAD830__RECORDS,VIEW,,,2026-07-06 07:05:30.753000-07:00,2026-07-06 07:05:31.244000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_239FBA8B76__RECORDS,VIEW,,,2026-07-30 12:01:49.567000-07:00,2026-07-30 12:01:49.877000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_46101BE391__RECORDS,VIEW,,,2026-07-30 12:01:50.279000-07:00,2026-07-30 12:01:50.656000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_4BAD70F01F__ORGANIZATIONS,VIEW,,,2026-07-30 12:01:50.443000-07:00,2026-07-30 12:01:50.790000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_502999772D__RECORDS,VIEW,,,2026-07-05 22:00:04.264000-07:00,2026-07-05 22:00:04.513000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_6367A44C92__RECORDS,VIEW,,,2026-07-30 12:01:52.415000-07:00,2026-07-30 12:01:52.725000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_6BE19A7323__RECORDS,VIEW,,,2026-07-05 22:00:04.095000-07:00,2026-07-05 22:00:04.338000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_A50DA9B699__RECORDS,VIEW,,,2026-07-30 12:01:52.414000-07:00,2026-07-30 12:01:52.776000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_B4DD509314__RECORDS,VIEW,,,2026-07-30 12:01:53.306000-07:00,2026-07-30 12:01:53.704000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_C4D7351098__RECORDS,VIEW,,,2026-07-05 22:00:05.049000-07:00,2026-07-05 22:00:05.318000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_D017CFCF7F__RECORDS,VIEW,,,2026-07-30 12:01:53.376000-07:00,2026-07-30 12:01:53.706000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_DE6C8A6901__PLACES,VIEW,,,2026-07-30 12:01:55.373000-07:00,2026-07-30 12:01:55.816000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_DE6C8A6901__RECORDS,VIEW,,,2026-07-06 07:05:32.706000-07:00,2026-07-06 07:05:33.112000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_E80CA7800E__PLACES,VIEW,,,2026-07-30 12:01:55.388000-07:00,2026-07-30 12:01:55.816000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_E80CA7800E__RECORDS,VIEW,,,2026-07-06 07:05:32.772000-07:00,2026-07-06 07:05:33.103000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_F0E162D7A8__RECORDS,VIEW,,,2026-07-30 12:01:56.461000-07:00,2026-07-30 12:01:56.836000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_F78543C045__RECORDS,VIEW,,,2026-07-30 12:01:56.486000-07:00,2026-07-30 12:01:56.866000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_COLORADO_INFORMA_F9498D9B7F__RECORDS,VIEW,,,2026-07-30 12:01:58.472000-07:00,2026-07-30 12:01:58.866000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_28F32B559B__RECORDS,VIEW,,,2026-07-05 22:00:06.678000-07:00,2026-07-05 22:00:06.949000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_6BE2302812__ORGANIZATIONS,VIEW,,,2026-07-30 12:01:58.503000-07:00,2026-07-30 12:01:58.890000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_7909C84EE4__RECORDS,VIEW,,,2026-07-05 22:00:07.423000-07:00,2026-07-05 22:00:07.791000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_886AEF6AC6__RECORDS,VIEW,,,2026-07-05 22:00:07.432000-07:00,2026-07-05 22:00:07.768000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_88B075D7AF__RECORDS,VIEW,,,2026-07-30 12:02:00.059000-07:00,2026-07-30 12:02:00.520000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_AEB46F6C94__PLACES,VIEW,,,2026-07-30 12:02:00.003000-07:00,2026-07-30 12:02:00.533000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_AEB46F6C94__RECORDS,VIEW,,,2026-07-06 07:05:34.522000-07:00,2026-07-06 07:05:34.991000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_B2B9303A5F__RECORDS,VIEW,,,2026-07-05 22:00:08.372000-07:00,2026-07-05 22:00:08.725000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_DEA6C4224A__PLACES,VIEW,,,2026-07-30 12:02:01.556000-07:00,2026-07-30 12:02:01.911000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_F42EDA9B76__RECORDS,VIEW,,,2026-07-05 22:00:08.642000-07:00,2026-07-05 22:00:08.908000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533__PLACES,VIEW,,,2026-07-30 12:02:01.498000-07:00,2026-07-30 12:02:02.152000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_CONNECTICUT_OPEN_FF2B86A533__RECORDS,VIEW,,,2026-07-06 07:05:35.263000-07:00,2026-07-06 07:05:35.579000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_DATALA_LOS_ANGEL_361B8161B7__PLACES,VIEW,,,2026-07-30 12:02:03.154000-07:00,2026-07-30 12:02:03.524000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_DATALA_LOS_ANGEL_361B8161B7__RECORDS,VIEW,,,2026-07-06 07:05:35.302000-07:00,2026-07-06 07:05:35.581000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_DATALA_LOS_ANGEL_DC3670AFE1__PLACES,VIEW,,,2026-07-30 12:02:03.155000-07:00,2026-07-30 12:02:03.477000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_DATALA_LOS_ANGEL_DC3670AFE1__RECORDS,VIEW,,,2026-07-06 07:05:35.711000-07:00,2026-07-06 07:05:36.064000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_NEW_YORK_STATE_O_0C94DD2B8A__RECORDS,VIEW,,,2026-07-30 12:02:04.532000-07:00,2026-07-30 12:02:04.888000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_NEW_YORK_STATE_O_49CD8C5B65__ASSETS,VIEW,,,2026-07-30 12:02:04.957000-07:00,2026-07-30 12:02:05.300000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_NEW_YORK_STATE_O_9BB5326481__RECORDS,VIEW,,,2026-07-05 22:00:10.133000-07:00,2026-07-05 22:00:10.426000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_NEW_YORK_STATE_O_C08EFA40C8__RECORDS,VIEW,,,2026-07-30 12:02:06.107000-07:00,2026-07-30 12:02:06.489000-07:00,
LIBRARY_STAGING,DBT_CROGERS,STG_PORTAL_SOC_NEW_YORK_STATE_O_EFF72C4402__RECORDS,VIEW,,,2026-07-30 12:02:06.143000-07:00,2026-07-30 12:02:06.569000-07:00,
