schema,table,column,state,row_count,lat,lon
ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,AUDITEE_STATE,OH,21180,40.06491095697943,-81.5883357977001
ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,AUDITEE_STATE,PA,20292,41.88282688606482,-77.65897674849278
ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,STATE,CA,135915,37.54697234576999,-119.14585101232869
ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,STATE,TX,93338,32.23321181244297,-97.96614998455627
ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,STATE,NY,72039,41.76821275294086,-75.88814601983347
ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,STATE,FL,71155,28.844193376833594,-82.94789166300995
ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,STATE,IL,50752,40.213976176731315,-90.34887510388762
ECONOMICS,ECONOMICS__FED_IRS_BMF,STATE,CA,203528,38.11218922159582,-119.62926308395303
ECONOMICS,ECONOMICS__FED_IRS_BMF,STATE,TX,154768,30.58037854328528,-98.84432472027781
ECONOMICS,ECONOMICS__FED_IRS_BMF,STATE,NY,124992,42.44947358463413,-76.35057242614434
ECONOMICS,ECONOMICS__FED_IRS_BMF,STATE,FL,114435,28.560986272503236,-83.41330447142899
ECONOMICS,ECONOMICS__FED_IRS_BMF,STATE,PA,82089,40.203724661481445,-76.67649024089607
ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,STATE,CA,160252,37.675736985006466,-121.064936443206
ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,STATE,TX,116192,32.16733802263396,-100.65223550040749
ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,STATE,NY,98614,42.49898894830488,-74.3675740131751
ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,STATE,FL,90983,28.888636617993445,-82.94285132699483
ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,STATE,PA,57262,40.60577151526285,-78.0103363692044
ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,STATE,CA,133621,36.3044033410322,-118.30033992999404
ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,STATE,TX,91762,30.429173133111277,-99.51591176343706
ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,STATE,NY,70824,43.4911512851416,-75.78625997104683
ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,STATE,FL,69898,29.754336472295286,-83.1131290804158
ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,STATE,IL,49898,41.150214482946225,-88.10168041520635
ECONOMICS,ECONOMICS__FED_SBA_LOANS,BORROWER_STATE,CA,297581,37.608521065780074,-118.609364860884
ECONOMICS,ECONOMICS__FED_SBA_LOANS,BORROWER_STATE,TX,164895,31.373265995691565,-98.37247336012086
ECONOMICS,ECONOMICS__FED_SBA_LOANS,BORROWER_STATE,NY,136813,43.61063720720656,-75.45327733461575
ECONOMICS,ECONOMICS__FED_SBA_LOANS,BORROWER_STATE,FL,118493,28.530231528940114,-81.82411566163384
ECONOMICS,ECONOMICS__FED_SBA_LOANS,BORROWER_STATE,OH,94758,40.181753032339664,-83.95939354197675
ECONOMICS,ECONOMICS__FED_SBA_PPP,BORROWER_STATE,CA,130611,37.79163813615167,-120.35570479285865
ECONOMICS,ECONOMICS__FED_SBA_PPP,BORROWER_STATE,TX,76193,31.470393593119873,-98.50471803022766
ECONOMICS,ECONOMICS__FED_SBA_PPP,BORROWER_STATE,NY,74107,42.11310744914783,-76.8387545950246
ECONOMICS,ECONOMICS__FED_SBA_PPP,BORROWER_STATE,FL,60030,27.69638874979861,-82.14963642176257
ECONOMICS,ECONOMICS__FED_SBA_PPP,BORROWER_STATE,IL,40814,39.66651789881394,-89.88232581162704
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,IL,713020,39.88367978923512,-88.00272809380857
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,PA,697621,40.311432164577745,-77.95039950761644
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,VA,572036,38.41030526915329,-78.48590395332029
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,NJ,543719,39.543050001904106,-74.77081500412818
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,CA,352009,37.14849356696646,-120.70188195690834
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,VA,1722740,37.205947467624846,-79.34411411749934
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,IL,1501004,40.73137836099734,-89.69450730512935
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,PA,1472092,41.28218356662448,-76.381854971076
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,CA,1337528,38.21538810645538,-120.04708017152201
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,NJ,923232,40.347275410875156,-75.2036835774103
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,STATE_OF_INCORPORATION,DE,40403,38.75587577775147,-75.5336035159077
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,STATE_OF_INCORPORATION,NJ,2009,40.804253622737896,-73.47748537423065
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,STATE_OF_INCORPORATION,WA,1002,46.897895435569154,-121.88266153524373
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,STATE_OF_INCORPORATION,TX,1001,31.378457485997487,-100.54010587847814
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,STATE_OF_INCORPORATION,IN,1001,38.77227038043669,-85.5339959115136
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_STATE,CA,25,36.26913998154574,-119.08817987264298
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_STATE,TX,23,31.168827187703922,-98.07236671006058
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_STATE,CT,12,42.448379914577295,-73.92563041915025
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_STATE,NY,10,42.16231593765715,-74.2473041001416
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_STATE,WA,9,47.672237849500604,-120.71808750139623
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,CA,664,37.87749926090521,-118.82216128506062
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,NY,417,42.88006566302453,-75.5870824497209
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,TX,411,30.540372050480485,-99.686478389103
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,FL,377,27.747900706784332,-82.04833803265238
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,PA,317,41.15579239103184,-78.69602640490604
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_STATE,DC,99098,39.20721778276249,-78.12749777436987
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_STATE,CA,34920,36.25303552231667,-119.29240354494712
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_STATE,VA,31253,37.41051191790274,-77.68116086875501
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_STATE,NY,21597,43.210073715999954,-74.93616269272569
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_STATE,TX,17127,30.60481588154943,-98.36854266384458
ENERGY,ENERGY__FED_EIA860_1_UTILITY,STATE,CA,821,36.2005045860003,-119.3692591684513
ENERGY,ENERGY__FED_EIA860_1_UTILITY,STATE,NY,641,43.887356029722426,-74.35835765639285
ENERGY,ENERGY__FED_EIA860_1_UTILITY,STATE,TX,599,32.44390712954305,-99.43444521874831
ENERGY,ENERGY__FED_EIA860_1_UTILITY,STATE,FL,535,29.065120935802753,-81.58426905434685
ENERGY,ENERGY__FED_EIA860_1_UTILITY,STATE,MA,423,41.42897282513825,-70.55847489738
ENERGY,ENERGY__FED_EIA860_2_PLANT,STATE,CA,2171,38.18105839373087,-119.86551740063982
ENERGY,ENERGY__FED_EIA860_2_PLANT,STATE,TX,1368,32.16839524697326,-99.4481797399815
ENERGY,ENERGY__FED_EIA860_2_PLANT,STATE,NY,1215,42.363376959754795,-74.90505930168857
ENERGY,ENERGY__FED_EIA860_2_PLANT,STATE,NC,988,34.55280835923124,-78.55944347667003
ENERGY,ENERGY__FED_EIA860_2_PLANT,STATE,MN,837,47.44738461429077,-94.89900212430658
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,STATE,CA,3018,38.25521128238204,-120.8656910761689
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,STATE,TX,2221,32.35938908950896,-99.91653782451509
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,STATE,NY,1919,44.01892934691489,-75.69404920008888
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,STATE,MN,1312,47.31319121190526,-95.6106432587013
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,STATE,NC,1224,34.60554422586398,-78.51415947308334
ENERGY,ENERGY__FED_EIA860_3_2_WIND,STATE,TX,238,31.832574341984717,-99.20059686238085
ENERGY,ENERGY__FED_EIA860_3_2_WIND,STATE,IA,158,40.8785105956622,-94.41477917029063
ENERGY,ENERGY__FED_EIA860_3_2_WIND,STATE,MN,144,45.989172781085315,-95.55421556036691
ENERGY,ENERGY__FED_EIA860_3_2_WIND,STATE,CA,128,38.38329630624975,-118.95744633597546
ENERGY,ENERGY__FED_EIA860_3_2_WIND,STATE,OK,72,36.67951267139636,-96.93807889809837
ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,STATE,CA,1048,36.824347470136914,-120.8827345308559
ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,STATE,NC,794,36.155647701188684,-80.48070196271668
ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,STATE,MN,700,46.41310128216193,-94.40065709888593
ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,STATE,NY,632,42.88687378119355,-76.68949173719776
ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,STATE,MA,545,41.27753055722239,-71.74325289473093
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STATE,CA,227,36.07314171527051,-119.6288154871565
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STATE,TX,136,30.660720977491856,-99.911223044476
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STATE,MA,117,41.46240408731676,-71.60837691739057
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STATE,NY,48,42.63194213742036,-76.27536971683637
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,STATE,AZ,35,33.53182990006624,-111.52063990531411
ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,STATE,VA,314,38.48539291845295,-79.02643294681312
ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,STATE,FL,198,27.79164135022088,-82.91380341960796
ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,STATE,KS,175,37.87680056502248,-98.19738287915781
ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,STATE,NY,162,43.58740360388312,-75.30703698484064
ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,STATE,PA,150,40.151550938372104,-78.18926320378607
ENERGY,ENERGY__FED_EIA860_4_OWNER,OWNER_STATE,CA,709,36.91459448086557,-119.86535829881512
ENERGY,ENERGY__FED_EIA860_4_OWNER,OWNER_STATE,TX,407,31.254026910868944,-97.9069425084724
ENERGY,ENERGY__FED_EIA860_4_OWNER,OWNER_STATE,OH,364,40.5225412222749,-82.34618966891219
ENERGY,ENERGY__FED_EIA860_4_OWNER,OWNER_STATE,NY,298,43.419293801194904,-75.09359847662604
ENERGY,ENERGY__FED_EIA860_4_OWNER,OWNER_STATE,MA,279,43.03261881606958,-72.15777266054363
ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,STATE,TX,466,31.89974241587787,-97.97676825509706
ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,STATE,FL,268,27.793908584539523,-82.04869946259164
ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,STATE,CA,224,36.92327699794069,-120.92901173208423
ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,STATE,NY,180,41.79569146285424,-74.77489630754414
ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,STATE,PA,171,39.97502147527101,-77.10907437270303
ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,STATE,MN,148,45.34035106313939,-94.67067690441209
ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,STATE,TX,138,30.37723415601034,-99.18028347023272
ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,STATE,IA,137,42.68737870586236,-94.26838080482034
ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,STATE,NE,111,41.65673579015164,-98.6176192383242
ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,STATE,WI,108,44.10439556406819,-89.98106314378651
ENERGY,ENERGY__FED_EIA861_DELIVERY_COMPANIES,STATE,TX,7,32.03795599174628,-98.28017573531967
ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,STATE,TX,26,30.704668913371766,-98.84819623808399
ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,STATE,NC,20,34.688140147174465,-80.48577383484343
ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,STATE,MN,18,47.4597969623411,-95.55996415380324
ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,STATE,GA,16,33.60752198154428,-82.69968288575008
ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,STATE,SC,14,34.32224848854266,-80.25756775147526
ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,STATE,TX,88,31.862315220385593,-99.89632591369799
ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,STATE,TN,87,35.764093832348784,-87.23400330033688
ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,STATE,WI,67,45.462247794645066,-89.11932925060634
ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,STATE,GA,59,33.29010353049134,-84.20091677324558
ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,STATE,NC,54,35.82130683087912,-80.08615888449766
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,STATE,WI,81,45.297284324142446,-89.21463036293751
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,STATE,TN,73,37.08827161137033,-85.8170556065452
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,STATE,CA,41,37.64133244748671,-118.92435508781104
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,STATE,TX,39,30.52482933255812,-99.03297946000757
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,STATE,MN,37,45.17857884219974,-94.67200668502129
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,STATE,CA,32,36.28108647870276,-118.44427840310355
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,STATE,WA,27,46.26723216820417,-119.32031316803216
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,STATE,FL,25,29.67491981996181,-82.58024205327109
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,STATE,MN,23,47.09791532107344,-95.55509912548048
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,STATE,TX,22,30.634558421916914,-100.6724809218843
ENERGY,ENERGY__FED_EIA861_MERGERS,STATE,TX,3,30.463410588829618,-100.69277506695565
ENERGY,ENERGY__FED_EIA861_MERGERS,STATE,OH,1,41.18799505109245,-83.95494068044492
ENERGY,ENERGY__FED_EIA861_NET_METERING,STATE,TX,65,31.71776348262207,-99.93495814021963
ENERGY,ENERGY__FED_EIA861_NET_METERING,STATE,WI,60,43.71771179066778,-90.12619370871667
ENERGY,ENERGY__FED_EIA861_NET_METERING,STATE,MO,46,37.7364228411251,-91.1638872544751
ENERGY,ENERGY__FED_EIA861_NET_METERING,STATE,FL,46,28.32137008873194,-82.13730624913082
ENERGY,ENERGY__FED_EIA861_NET_METERING,STATE,MN,45,46.45250538917009,-93.94476521666692
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,STATE,TN,76,35.85304490796095,-87.04357361563402
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,STATE,NC,31,34.728255611045185,-78.31346478393665
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,STATE,TX,27,30.76207546159145,-99.44442444821271
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,STATE,MS,24,33.44008924083866,-89.4870357401399
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,STATE,KY,24,38.5753819572046,-84.43330958182173
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,STATE,TX,208,31.532563772686714,-100.36424696426415
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,STATE,CA,85,37.42247170316809,-119.77365273116992
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,STATE,TN,82,36.76821614270616,-86.31377112456975
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,STATE,NY,76,43.36622445955547,-74.62747448513588
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,STATE,WI,70,44.52906945136885,-88.94269355085632
ENERGY,ENERGY__FED_EIA861_RELIABILITY,STATE,TX,72,32.45843845704236,-100.267819677611
ENERGY,ENERGY__FED_EIA861_RELIABILITY,STATE,TN,52,36.90595903023629,-85.36471689828264
ENERGY,ENERGY__FED_EIA861_RELIABILITY,STATE,NC,44,36.45199180264468,-79.85426151477353
ENERGY,ENERGY__FED_EIA861_RELIABILITY,STATE,MN,43,45.70437425946048,-95.32807382047035
ENERGY,ENERGY__FED_EIA861_RELIABILITY,STATE,IN,37,39.59037109473389,-85.30591974034874
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,STATE,TX,183,31.17092131775566,-100.68500297826466
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,STATE,PA,140,40.43181609231199,-78.86891469999092
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,STATE,OH,138,40.6940035573304,-82.04893868380611
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,STATE,CA,125,38.22389412478364,-120.85018770289537
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,STATE,IL,122,39.71296678921886,-90.24759148874382
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,STATE,CA,205,38.18500040018157,-118.75649909665356
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,STATE,NJ,128,40.147532104172384,-73.42868393554562
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,STATE,NY,54,42.94866955026737,-74.72601691549819
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,STATE,MD,52,38.9713324771126,-77.08006573563574
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,STATE,IL,28,41.18659057012843,-88.24323470000398
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,STATE,TX,978,31.720035989099436,-98.27176626351168
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,STATE,IA,600,42.358662551589774,-92.66622240612308
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,STATE,GA,572,31.560135911611965,-84.43179971191739
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,STATE,MN,505,45.36258040527632,-94.01128124213268
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,STATE,MO,494,39.02717933039481,-93.4656666942247
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,STATE,IA,156,42.012329337117166,-94.58193041242411
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,STATE,KS,128,38.95016931472059,-97.61872246034852
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,STATE,NE,125,40.50800609743297,-98.45597318461688
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,STATE,MN,124,46.69575219312256,-95.35033995654332
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,STATE,MO,85,38.14249539384275,-93.45690232570468
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,STATE,TX,207,32.047113308047024,-98.13312202778584
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,STATE,CA,84,36.42031946119859,-120.58470914191297
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,STATE,TN,82,36.2093168161899,-85.39339329792999
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,STATE,NY,72,43.47349483837435,-75.61825190080287
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,STATE,WI,70,43.66522878515337,-89.58045498741622
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,STATE,NM,11,34.29334206529586,-105.24942683167994
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,STATE,AZ,11,34.372568828542875,-111.04484406407992
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,STATE,FL,10,29.73063523767459,-82.04723411844552
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,STATE,MT,9,47.98801677945161,-110.23291162470272
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,STATE,WA,9,46.203680260082116,-119.42927022701429
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,STATE,PA,6295,39.77170200013509,-76.3178199040417
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,STATE,CA,4678,37.093787568535156,-120.92840728736219
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,STATE,WA,4638,46.8591796140519,-119.8803372838804
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,STATE,TX,4624,31.22177086353828,-98.95325855805984
ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,STATE,LA,4301,30.044632746055957,-91.0601980357983
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STATE,CA,629728,36.89556674019028,-118.76822726043932
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STATE,GA,171882,31.753536326355604,-82.93156265219002
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STATE,TX,167864,31.425634176920017,-99.5676234736661
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STATE,FL,165320,27.446400963290657,-82.31120712392827
ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,STATE,NY,159621,43.71131315501077,-76.60914919704045
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_STATE_ABBREVIATION,CA,1678,37.0698350138696,-121.0651242665969
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_STATE_ABBREVIATION,NC,875,36.78587607638546,-78.08537423940717
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_STATE_ABBREVIATION,NY,821,43.328193686330174,-75.55569686336199
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_STATE_ABBREVIATION,TX,754,30.468906524387997,-100.36101036133033
ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_STATE_ABBREVIATION,MN,724,46.79200888631149,-93.47539497970601
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_CODE,CA,925060,38.373795586379735,-118.687167840631
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_CODE,TX,336668,31.350996410802885,-99.98517781910084
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_CODE,NJ,333952,40.20041628674235,-75.13146443349109
ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,STATE_CODE,NY,295584,43.00752015153281,-74.42461460854675
