company,domain,table,key,col,rows
Tyson Foods,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Tyson Foods,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,3
Tyson Foods,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_PARENT_UEI,3
Tyson Foods,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Tyson Foods,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Tyson Foods,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,16
Tyson Foods,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,11
Tyson Foods,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,458
Tyson Foods,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,252
Tyson Foods,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,252
Tyson Foods,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,764
Tyson Foods,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,1450
Tyson Foods,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,2737
Tyson Foods,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,5946
Tyson Foods,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,1024
Tyson Foods,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,933
UnitedHealth,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,3
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
UnitedHealth,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
UnitedHealth,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
UnitedHealth,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
UnitedHealth,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_UEI,14
UnitedHealth,money,PROCUREMENT__FED_USASPENDING_BULK,UEI,RECIPIENT_PARENT_UEI,2
UnitedHealth,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
UnitedHealth,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
UnitedHealth,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,42
UnitedHealth,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,20
UnitedHealth,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,1287
UnitedHealth,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,3
UnitedHealth,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,389
UnitedHealth,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,15
UnitedHealth,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,2690
UnitedHealth,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,441
UnitedHealth,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,8769
UnitedHealth,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,1166
UnitedHealth,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,18678
UnitedHealth,science,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,UEI,UEI,2
UnitedHealth,science,SCIENCE_RESEARCH__FED_NIH_REPORTER,UEI,ORG_UEI,5
Walmart,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,CIK,PARENT_CIK,8239
Walmart,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,1
Walmart,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,EIN,1744
Walmart,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,EIN,EIN,1688
Walmart,labor,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,EIN,1671
Walmart,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,EIN,EIN,16864
Walmart,labor,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,EIN,EIN,22196
Walmart,money,ECONOMICS__FED_SEC_EDGAR,CIK,CIK,10
Walmart,money,ECONOMICS__FED_SEC_EDGAR,EIN,EIN,10
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Walmart,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Walmart,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,1
Walmart,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,1
Walmart,money,ECONOMICS__FED_US_SEC_EDGAR,CIK,CIK,1009
Walmart,money,ECONOMICS__FED_US_SEC_EDGAR,EIN,EIN,1009
Walmart,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Walmart,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Walmart,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,76
Walmart,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,32
Walmart,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,7
Walmart,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,1535
Walmart,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,6
Walmart,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,450
Walmart,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,448
Walmart,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,1489
Walmart,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,1487
Wells Fargo,environment,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,UEI,PARENT_UEI,5
Wells Fargo,labor,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,EIN,SB_EIN,2
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q1,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2026Q1,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q1,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q4,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q4,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q3,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q3,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2025Q2,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,CIK,CIK,1
Wells Fargo,money,FINANCE__FED_SEC_DERA_SUB_2024Q2,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,CIK,8
Wells Fargo,money,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,CIK,CIK,8
Wells Fargo,money,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,EIN,EIN,1
Wells Fargo,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,CIK,8
Wells Fargo,money,FINANCE__FED_SEC_EDGAR_FINANCIALS,EIN,EIN,8
Wells Fargo,money,FINANCE__FED_SEC_EDGAR_INSIDERS,CIK,CIK,60
Wells Fargo,money,FINANCE__FED_PCAOB_FORM_AP_FILINGS,CIK,ISSUER_CIK,27
Wells Fargo,money,FINANCE__FED_SEC_13F_SUBMISSIONS,CIK,CIK,49
Wells Fargo,money,FINANCE__FED_SEC_INSIDER_SUBMISSION,CIK,ISSUER_CIK,869
Wells Fargo,money,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,CIK,OWNER_CIK,99
Wells Fargo,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_UEI,12
Wells Fargo,money,ECONOMICS__FED_USASPENDING_CONTRACTS,UEI,RECIPIENT_PARENT_UEI,6
Wells Fargo,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_UEI,116
Wells Fargo,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,UEI,RECIPIENT_PARENT_UEI,74
Wells Fargo,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_UEI,1134
Wells Fargo,money,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,UEI,RECIPIENT_PARENT_UEI,976
Wells Fargo,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_UEI,26
Wells Fargo,money,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,UEI,RECIPIENT_PARENT_UEI,241
