company,lists,domain,schema,table,col,rows,distinct,sample
ABBOTT LABORATORIES,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,51,19,"ABBOTT LABORATORIES AGR RSCH | ABBOTT LABORATORIES, INC | ABBOTT LABORATORIES | CARDIOMEMS (A SUBSIDIARY OF ABBOTT LABORATORIES) | ABBOTT LABORATORIES - KINGSMILL | ABBOTT LABORATORIES AGRICULTURAL"
ABBOTT LABORATORIES,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,107,40,"OIL SPILL - ABBOTT LABORATORIES, INC. | ABBOTT LABORATORIES ROSS PRODUCTS DIVISION | ABBOTT LABORATORIES - PUERTO RICO OPERATIONS | ABBOTT LABORATORIES IDDM | ST JUDE MEDICAL CARDIOLOGY DIVISION, INC (A SUBSIDIARY OF ABBOTT LABORATORIES) | ABBOTT LABORATORIES (WESTFIELD)"
ABBOTT LABORATORIES,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,83,30,"ABBOTT LABORATORIES* | ABBOTT LABORATORIES - HOSPITAL | ABBOTT LABORATORIES, ABBOTT NUTRITION | ABBOTT LABORATORIES - KINGSMILL | ABBOTT NUTRITION - A DIVISION OF ABBOTT LABORATORIES | ABBOTT LABORATORIES K COMPLEX"
ABBOTT LABORATORIES,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,83,30,"ABBOTT LABORATORIES - BUSCH | ABBOTT NUTRITION - A DIVISION OF ABBOTT LABORATORIES | ABBOTT LABORATORIES (WESTFIELD) | ABBOTT LABORATORIES, ABBOTT NUTRITION | OIL SPILL - ABBOTT LABORATORIES, INC. | ABBOTT LABORATORIES, PR OPERATIONS"
ABBOTT LABORATORIES,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,PARENT_LEGAL_NAME,64,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,MATCHED_LEGAL_NAME,51,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__PHARMA_MEAL_CAP_FINGERPRINT,PAYMENT_MAKER_NAME,3,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_DEVICE_PMA,APPLICANT,702,2,"ABBOTT LABORATORIES | ABBOTT LABORATORIES, INC."
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_DEVICE_510K,APPLICANT,898,5,"ABBOTT LABORATORIES | ABBOTT LABORATORIES (PERCLOSE, INC.) | ABBOTT LABORATORIES, INC. | ABBOTT LABORATORIES DIAGNOSTICS DIVISION | ROSS PRODUCT DIV. ABBOTT LABORATORIES"
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,PROPRIETARY_NAME,3,2,"[""ABBOTT LABORATORIES""] | [""IRVINE BIOMEDICAL, INC."",""ABBOTT LABORATORIES""]"
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,OWNER_OPERATOR_FIRM_NAME,2226,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_ESTABLISHMENT_REG,ESTABLISHMENT_NAME,396,3,ABBOTT LABORATORIES (SINGAPORE) PRIVATE LIMITED | ABBOTT LABORATORIES DE MEXICO | ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_MAUDE,MANUFACTURER_D_NAME,965,27,ABBOTT LABORATORIES/ / ABBOTT DIABETES CARE INC. | ST. JUDE MEDICAL / (ABBOTT) LABORATORIES | ABBOTT LABORATORIES / /THORATEC CORP | ST. JUDE / ABBOTT LABORATORIES | THORATEC CORP / ABBOTT LABORATORIES | ST JUDE MEDICAL / ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_FDA_GUDID,COMPANY_NAME,605,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_NPPES,PROVIDER_ORGANIZATION_NAME_LEGAL_BUSINESS_NAME,1,1,ABBOTT LABORATORIES PR INC.
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_NPPES,PARENT_ORGANIZATION_LBN,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,311817,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,311817,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,317207,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,317207,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,291957,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,health,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,291957,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,EMPLOYER_BUSINESS_DBA,78,2,(AN ABBOTT LABORATORIES COMPANY) | AN ABBOTT LABORATORIES COMPANY
ABBOTT LABORATORIES,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,EMPLOYER_NAME,130,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_2,7,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,220,5,"ABBOTT LABORATORIES, INC. | ABBOTT LABORATORIES | ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES LIMITED | ABBOTT  LABORATORIES"
ABBOTT LABORATORIES,doctor_payments,justice,JUSTICE,JUSTICE__FED_SCDB,CASE_NAME,36,4,"ABBOTT LABORATORIES ET AL. V. PORTLAND RETAIL DRUGGISTS ASSN., INC. | JEFFERSON COUNTY PHARMACEUTICAL ASSOCIATION, INC. V. ABBOTT LABORATORIES ET AL. | ABBOTT LABORATORIES ET AL. V. GARDNER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, ET AL. | ROBIN FREE, ET AL. V. ABBOTT LABORATORIES, INC., ET AL."
ABBOTT LABORATORIES,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS,CASE_NAME,39,38,IRIZARRY V. ABBOTT LABORATORIES | LAU V. ABBOTT LABORATORIES | HELANE MILLER V. ABBOTT LABORATORIES | LA ROSA V. ABBOTT LABORATORIES | ETHYPHARM S.A.FRANCEV.ABBOTT LABORATORIES | HENRY V. ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,justice,JUSTICE,JUSTICE__INTL_OPENSANCTIONS_DEFAULT,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_SHORT,19,9,ABBOTT LABORATORIES V. | IN RE ABBOTT LABORATORIES DERIVATIVE SHAREHOLDER LITIGATION | IN RE ABBOTT LABORATORIES DERIVATIVE SHAREHOLDERS LITIGATION | IN RE ABBOTT LABORATORIES | V. ABBOTT LABORATORIES | IN RE ABBOTT LABORATORIES NORVIR ANTI-TRUST LIT.
ABBOTT LABORATORIES,doctor_payments,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,306,253,"IN RE ABBOTT LABORATORIES DERIVATIVE SHAREHOLDER LITIGATION | PARKE, DAVIS & COMPANY V. G. E. M., INC,. U. S. TIME CORPORATION V. G. E. M., INC. J. B. WILLIAMS COMPANY, A BODY CORPOR | THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA, AS CONSERVATOR FOR J.M.K, A MINOR V. ABBOTT LABORATORIES | EBONIA ELLIOTT-LEWIS V. ABBOTT LABORATORIES | THE STATE EX REL. YATES V. ABBOTT LABORATORIES, INC. | NOVARTIS PHARMACEUTICALS CORPORATION, NOVARTIS AG, NOVARTIS PHARMA AG, AND NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD. V."
ABBOTT LABORATORIES,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,ESTABLISHMENT_NAME,2,2,ABBOTT LABORATORIES | SODEXO AT ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,ESTABLISHMENT_NAME,3,3,SODEXO AT ABBOTT LABORATORIES | ABBOTT LABORATORIES | ABBOTT LABORATORIES-CASAGRANDE
ABBOTT LABORATORIES,doctor_payments,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,ESTABLISHMENT_NAME,4,4,SODEXO AT ABBOTT LABORATORIES | ABBOTT LABORATORIES | ABBOTT LABORATORIES COLUMBUS | ABBOTT LABORATORIES-CASAGRANDE
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_NCUA_CALL_REPORTS_FOICU,CU_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q1,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2026Q1,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q1,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q4,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_FHFA_FHLB_MEMBERSHIP,MEMBER_NAME,1,1,ABBOTT LABORATORIES EMPLOYEES CREDIT UNION
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q4,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q3,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q3,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q2,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q2,NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,COMPANY_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME_RAW,30,2,ABBOTT LABORATORIES | ABBOTT LABORATORIES INC.
ABBOTT LABORATORIES,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME_RAW,30,3,ABBOTT LABORATORIES INC | ABBOTT LABORATORIES | ABBOTT LABORATORIES INC.
ABBOTT LABORATORIES,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME,30,2,ABBOTT LABORATORIES | ABBOTT LABORATORIES INC.
ABBOTT LABORATORIES,doctor_payments,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME,31,2,ABBOTT LABORATORIES | ABBOTT LABORATORIES INC.
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_EDGAR_FINANCIALS,NAME,8,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,11,3,"ABBOTT LABORATORIES WICHITA | ABBOTT LABORATORIES | OIL SPILL - ABBOTT LABORATORIES, INC."
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_NAME,35,3,ABBOTT LABORATORIES STOCK RETIREMENT PLAN | ABBOTT LABORATORIES STOCK RETIREMENT PLAN (PUERTO RICO) | ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,26,3,"OIL SPILL - ABBOTT LABORATORIES, INC. | ABBOTT LABORATORIES WICHITA | ABBOTT LABORATORIES"
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,12,5,"ABBOTT LABORATORIES - N. CHICAGO FAC. | ABBOTT LABORATORIES - ROSS PRODUCTS DIVISION | ABBOTT LABORATORIES | ABBOTT LABORATORIES ROSS PRODUCTS DIVISION | ABBOTT LABORATORIES (IMPORTER) KUEHNE-NAGEL, INC. (WAREHOUSE)"
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_FATCA_FFI,INSTITUTION_NAME,2,2,ABBOTT LABORATORIES SHARE PARTICIPATION SCHEME | ABBOTT LABORATORIES IRELAND SHARE PARTICIPATION SCHEME
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,DBA_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_INSIDER_SUBMISSION,ISSUER_NAME,883,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,OWNER_NAME,2,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,75,18,ABBOTT LABORATORIES BUFFALO PLANT | 102162 - ABBOTT LABORATORIES | ROSS PRODUCTS DIVISION ABBOTT LABORATORIES | 95148 - ST JUDE MEDICAL DBA ABBOTT LABORATORIES | ABBOTT LABORATORIES INC | ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,TAXPAYER_NAME,12,3,ABBOTT LABORATORIES EMPLOYEE INSURANCE TRUST | ABBOTT LABORATORIES EMPLOYEES CREDIT UNION (ALEC) | ABBOTT LABORATORIES EMPLOYEES CREDIT UNION ALEC
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_PARENT_NAME,4431,3,"ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES, SA | ABBOTT LABORATORIES"
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_NAME,3995,3,"ABBOTT LABORATORIES | ABBOTT LABORATORIES, SA | ABBOTT LABORATORIES INC."
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES,RECIPIENT_NAME,1,1,"ABBOTT LABORATORIES, INC."
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,141,6,"ABBOTT LABORATORIES  | ABBOTT LABORATORIES EMPLOYEE PAC | ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMM | ABBOTT LABORATORIES | ABBOTT LABORATORIES, INC. | ABBOTT LABORATORIES, INC. IN-KIND"
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,18988,5,ABBOTT LABORATORIES | ABBOTT LABORATORIES LTD | ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES S.A. | ABBOTT LABORATORIES INCORPORATED
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,16423,11,ABBOTT LABORATORIES INCORPORATED | ABBOTT LABORATORIES (SINGAPORE ) PRIVATE LIMITED | ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES | ROSS PRODUCTS DIVISION ABBOTT LABORATORIES INCORPORATED | ABBOTT LABORATORIES S.A.
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,1745,4,ABBOTT LABORATORIES | ROSS PRODUCTS DIVISION ABBOTT LABORATORIES INCORPORATED | ABBOTT LABORATORIES (4946) | ABBOTT LABORATORIES INCORPORATED
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,17198,7,"ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES (PUERTO RICO) INCORPORATED | ABBOTT LABORATORIES (SINGAPORE ) PRIVATE LIMITED | ABBOTT LABORATORIES | ABBOTT LABORATORIES LTD | ABBOTT LABORATORIES, SA"
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,19381,3,ABBOTT LABORATORIES LTD | ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,87653,9,ABBOTT LABORATORIES | ABBOTT LABORATORIES (INC) | ABBOTT LABORATORIES (SINGAPORE ) PRIVATE LIMITED | ABBOTT LABORATORIES (PTY)LTD | ABBOTT LABORATORIES (PUERTO RICO) INCORPORATED | ABBOTT LABORATORIES LTD
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,9070,4,ABBOTT LABORATORIES | ABBOTT LABORATORIES INCORPORATED | ROSS PRODUCTS DIVISION ABBOTT LABORATORIES INCORPORATED | ABBOTT LABORATORIES (4946)
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,99106,6,"ABBOTT LABORATORIES (INC) | ABBOTT LABORATORIES | ABBOTT LABORATORIES INC. | ABBOTT LABORATORIES LTD | ABBOTT LABORATORIES, SA | ABBOTT LABORATORIES (PTY)LTD"
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME,15,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME_RAW,15,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,7061,41,"ABBOTT LABORATORIES, INC | ABBOTT LABORATORIES/PHARMACEUTICAL | ABBOTT LABORATORIES/DVP | ABBOTT LABORATORIES/COO | ABBOTT LABORATORIES INC/PRODUCT MAN | ABBOTT LABORATORIES/DIR DEVLPMT OPS"
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_EMPLOYER_FIRMS,FIRM_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_EMP_LOBBYIST,EMPLOYER_NAME,4,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_EMPLOYER,EMPLOYER_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__FED_FEC_PAC_SUMMARY,COMMITTEE_NAME,4,1,ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,FILER_FULL_NAME,2,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,149,2,ABBOTT LABORATORIES | ROSS PRODUCTS DIVISION/ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,REGISTRANT_NAME,42,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,EMPLOYER_NAME,2,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,EMPLOYER_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,EMPLOYER_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,EMPLOYER_NAME,1,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_COVER,FIRM_NAME,43,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_NAME,119,1,ABBOTT LABORATORIES
ABBOTT LABORATORIES,doctor_payments,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,950,3,ROSS PRODUCTS DIVISION/ABBOTT LABORATORIES | ABBOTT LABORATORIES | ABBOTT LABORATORIES INC
ABBOTT LABORATORIES,doctor_payments,transport,TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,MAINTENANCE_RAILROAD_NAME,1,1,ABBOTT LABORATORIES
ABBVIE,doctor_payments,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,COMPANY_NAME,1,1,ABBVIE LIMITED
ABBVIE,doctor_payments,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_NAME,1,1,ABBVIE LTD
ABBVIE,doctor_payments,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME,11,2,ABBVIE INC. | ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,FACILITY_NAME,1,1,ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,UTILITY_NAME,1,1,ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,PLANT_NAME,1,1,ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL_NAME,1,1,ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,STANDARDIZED_PARENT_COMPANY,3,1,ABBVIE INC
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_NAME,3,1,ABBVIE INC
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FACILITY_NAME,1,1,ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_15_PARENT_CO_NAME,12,1,ABBVIE INC
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_17_STANDARD_PARENT_CO_NAME,12,1,ABBVIE INC
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_4_FACILITY_NAME,5,1,ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,FACILITY_NAME,14,1,ABBVIE LTD.
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,FACILITY_NAME,4,2,ABBVIE INC | ABBVIE LTD
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_COMPANY,1,1,ABBVIE
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,2,2,ABBVIE INC. | ABBVIE INC
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,13,5,"ABBVIE INC. | ABBVIE LTD | ABBVIE, INC. | ABBVIE | ABBVIE INC"
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,8,4,ABBVIE INC. | ABBVIE LTD | ABBVIE | ABBVIE INC
ABBVIE,doctor_payments,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,11,6,"ABBVIE LTD | ABBVIE INC | ABBVIE | ABBVIE, INC. | ABBVIE LTD. | ABBVIE INC."
