COUNTY_FIPS	COUNTY_NAME	STATE_NAME	POPULATION_2020
48021	Bastrop	Texas	97216
48023	Baylor	Texas	3465
48025	Bee	Texas	31047
48027	Bell	Texas	370647
48029	Bexar	Texas	2009324
48031	Blanco	Texas	11374
48033	Borden	Texas	631
48035	Bosque	Texas	18235
48037	Bowie	Texas	92893
48039	Brazoria	Texas	372031
48041	Brazos	Texas	233849
48043	Brewster	Texas	9546
48045	Briscoe	Texas	1435
48047	Brooks	Texas	7076
48049	Brown	Texas	38095
48051	Burleson	Texas	17642
48053	Burnet	Texas	49130
48055	Caldwell	Texas	45883
48057	Calhoun	Texas	20106
48059	Callahan	Texas	13708
48061	Cameron	Texas	421017
48063	Camp	Texas	12464
48065	Carson	Texas	5807
48067	Cass	Texas	28454
48069	Castro	Texas	7371
48071	Chambers	Texas	46571
48073	Cherokee	Texas	50412
48075	Childress	Texas	6664
48077	Clay	Texas	10218
48079	Cochran	Texas	2547
48081	Coke	Texas	3285
48083	Coleman	Texas	7684
48085	Collin	Texas	1064465
48087	Collingsworth	Texas	2652
48089	Colorado	Texas	20557
48091	Comal	Texas	161501
48093	Comanche	Texas	13594
48095	Concho	Texas	3303
48097	Cooke	Texas	41668
48099	Coryell	Texas	83093
48101	Cottle	Texas	1380
48103	Crane	Texas	4675
48105	Crockett	Texas	3098
48107	Crosby	Texas	5133
48109	Culberson	Texas	2188
48111	Dallam	Texas	7115
48113	Dallas	Texas	2613539
48115	Dawson	Texas	12456
48117	Deaf Smith	Texas	18583
48119	Delta	Texas	5230
48121	Denton	Texas	906422
48123	DeWitt	Texas	19824
48125	Dickens	Texas	1770
48127	Dimmit	Texas	8615
48129	Donley	Texas	3258
48131	Duval	Texas	9831
48133	Eastland	Texas	17725
48135	Ector	Texas	165171
48137	Edwards	Texas	1422
48139	Ellis	Texas	192455
48141	El Paso	Texas	865657
48143	Erath	Texas	42545
48145	Falls	Texas	16968
48147	Fannin	Texas	35662
48149	Fayette	Texas	24435
48151	Fisher	Texas	3672
48153	Floyd	Texas	5402
48155	Foard	Texas	1095
48157	Fort Bend	Texas	822779
48159	Franklin	Texas	10359
48161	Freestone	Texas	19435
48163	Frio	Texas	18385
48165	Gaines	Texas	21598
48167	Galveston	Texas	350682
48169	Garza	Texas	5816
48171	Gillespie	Texas	26725
48173	Glasscock	Texas	1116
48175	Goliad	Texas	7012
48177	Gonzales	Texas	19653
48179	Gray	Texas	21227
48181	Grayson	Texas	135543
48183	Gregg	Texas	124239
48185	Grimes	Texas	29268
48187	Guadalupe	Texas	172706
48189	Hale	Texas	32522
48191	Hall	Texas	2825
48193	Hamilton	Texas	8222
48195	Hansford	Texas	5285
48197	Hardeman	Texas	3549
48199	Hardin	Texas	56231
48201	Harris	Texas	4731145
48203	Harrison	Texas	68839
48205	Hartley	Texas	5382
48207	Haskell	Texas	5416
48209	Hays	Texas	241067
48211	Hemphill	Texas	3382
48213	Henderson	Texas	82150
48215	Hidalgo	Texas	870781
48217	Hill	Texas	35874
48219	Hockley	Texas	21537
48221	Hood	Texas	61598
48223	Hopkins	Texas	36787
48225	Houston	Texas	22066
48227	Howard	Texas	34860
48229	Hudspeth	Texas	3202
48231	Hunt	Texas	99956
48233	Hutchinson	Texas	20617
48235	Irion	Texas	1513
48237	Jack	Texas	8472
48239	Jackson	Texas	14988
48241	Jasper	Texas	32980
48243	Jeff Davis	Texas	1996
48245	Jefferson	Texas	256526
48247	Jim Hogg	Texas	4838
48249	Jim Wells	Texas	38891
48251	Johnson	Texas	179927
48253	Jones	Texas	19663
48255	Karnes	Texas	14710
48257	Kaufman	Texas	145310
48259	Kendall	Texas	44279
48261	Kenedy	Texas	350
48263	Kent	Texas	753
48265	Kerr	Texas	52598
48267	Kimble	Texas	4286
48269	King	Texas	265
48271	Kinney	Texas	3129
48273	Kleberg	Texas	31040
48275	Knox	Texas	3353
48277	Lamar	Texas	50088
48279	Lamb	Texas	13045
48281	Lampasas	Texas	21627
48283	La Salle	Texas	6664
48285	Lavaca	Texas	20337
48287	Lee	Texas	17478
48289	Leon	Texas	15719
48291	Liberty	Texas	91628
48293	Limestone	Texas	22146
48295	Lipscomb	Texas	3059
48297	Live Oak	Texas	11335
48299	Llano	Texas	21243
48301	Loving	Texas	64
48303	Lubbock	Texas	310639
48305	Lynn	Texas	5596
48307	McCulloch	Texas	7630
48309	McLennan	Texas	260579
48311	McMullen	Texas	600
48313	Madison	Texas	13455
48315	Marion	Texas	9725
48317	Martin	Texas	5237
48319	Mason	Texas	3953
48321	Matagorda	Texas	36255
48323	Maverick	Texas	57887
48325	Medina	Texas	50748
48327	Menard	Texas	1962
48329	Midland	Texas	169983
48331	Milam	Texas	24754
48333	Mills	Texas	4456
48335	Mitchell	Texas	8990
48337	Montague	Texas	19965
48339	Montgomery	Texas	620443
48341	Moore	Texas	21358
48343	Morris	Texas	11973
48345	Motley	Texas	1063
48347	Nacogdoches	Texas	64653
48349	Navarro	Texas	52624
48351	Newton	Texas	12217
48353	Nolan	Texas	14738
48355	Nueces	Texas	353178
48357	Ochiltree	Texas	10015
48359	Oldham	Texas	1758
48361	Orange	Texas	84808
48363	Palo Pinto	Texas	28409
48365	Panola	Texas	22491
48367	Parker	Texas	148222
48369	Parmer	Texas	9869
48371	Pecos	Texas	15193
48373	Polk	Texas	50123
48375	Potter	Texas	118525
48377	Presidio	Texas	6131
48379	Rains	Texas	12164
48381	Randall	Texas	140753
48383	Reagan	Texas	3385
48385	Real	Texas	2758
48387	Red River	Texas	11587
48389	Reeves	Texas	14748
48391	Refugio	Texas	6741
48393	Roberts	Texas	827
48395	Robertson	Texas	16757
48397	Rockwall	Texas	107819
48399	Runnels	Texas	9900
48401	Rusk	Texas	52214
48403	Sabine	Texas	9894
48405	San Augustine	Texas	7918
48407	San Jacinto	Texas	27402
48409	San Patricio	Texas	68755
48411	San Saba	Texas	5730
48413	Schleicher	Texas	2451
48415	Scurry	Texas	16932
48417	Shackelford	Texas	3105
48419	Shelby	Texas	24022
48421	Sherman	Texas	2782
48423	Smith	Texas	233479
48425	Somervell	Texas	9205
48427	Starr	Texas	65920
48429	Stephens	Texas	9101
48431	Sterling	Texas	1372
48433	Stonewall	Texas	1245
48435	Sutton	Texas	3372
48437	Swisher	Texas	6971
48439	Tarrant	Texas	2110640
48441	Taylor	Texas	143208
48443	Terrell	Texas	760
48445	Terry	Texas	11831
48447	Throckmorton	Texas	1440
48449	Titus	Texas	31247
48451	Tom Green	Texas	120003
48453	Travis	Texas	1290188
48455	Trinity	Texas	13602
48457	Tyler	Texas	19798
48459	Upshur	Texas	40892
48461	Upton	Texas	3308
48463	Uvalde	Texas	24564
48465	Val Verde	Texas	47586
48467	Van Zandt	Texas	59541
48469	Victoria	Texas	91319
48471	Walker	Texas	76400
48473	Waller	Texas	56794
48475	Ward	Texas	11644
48477	Washington	Texas	35805
48479	Webb	Texas	267114
48481	Wharton	Texas	41570
48483	Wheeler	Texas	4990
48485	Wichita	Texas	129350
48487	Wilbarger	Texas	12887
48489	Willacy	Texas	20164
48491	Williamson	Texas	609017
48493	Wilson	Texas	49753
48495	Winkler	Texas	7791
48497	Wise	Texas	68632
48499	Wood	Texas	44843
48501	Yoakum	Texas	7694
48503	Young	Texas	17867
48505	Zapata	Texas	13889
48507	Zavala	Texas	9670
49001	Beaver	Utah	7072
49003	Box Elder	Utah	57666
49005	Cache	Utah	133154
49007	Carbon	Utah	20412
49009	Daggett	Utah	935
49011	Davis	Utah	362679
49013	Duchesne	Utah	19596
49015	Emery	Utah	9825
49017	Garfield	Utah	5083
49019	Grand	Utah	9669
49021	Iron	Utah	57289
49023	Juab	Utah	11786
49025	Kane	Utah	7667
49027	Millard	Utah	12975
49029	Morgan	Utah	12295
49031	Piute	Utah	1438
49033	Rich	Utah	2510
49035	Salt Lake	Utah	1185238
49037	San Juan	Utah	14518
49039	Sanpete	Utah	28437
49041	Sevier	Utah	21522
49043	Summit	Utah	42357
49045	Tooele	Utah	72698
49047	Uintah	Utah	35620
49049	Utah	Utah	659399
49051	Wasatch	Utah	34788
49053	Washington	Utah	180279
49055	Wayne	Utah	2486
49057	Weber	Utah	262223
50001	Addison	Vermont	37363
50003	Bennington	Vermont	37347
50005	Caledonia	Vermont	30233
50007	Chittenden	Vermont	168323
50009	Essex	Vermont	5920
50011	Franklin	Vermont	49946
50013	Grand Isle	Vermont	7293
50015	Lamoille	Vermont	25945
50017	Orange	Vermont	29277
50019	Orleans	Vermont	27393
50021	Rutland	Vermont	60572
50023	Washington	Vermont	59807
50025	Windham	Vermont	45905
50027	Windsor	Vermont	57753
51001	Accomack	Virginia	33413
51003	Albemarle	Virginia	112395
51005	Alleghany	Virginia	15223
51007	Amelia	Virginia	13265
51009	Amherst	Virginia	31307
51011	Appomattox	Virginia	16119
51013	Arlington	Virginia	238643
51015	Augusta	Virginia	77487
51017	Bath	Virginia	4209
51019	Bedford	Virginia	79462
51021	Bland	Virginia	6270
51023	Botetourt	Virginia	33596
51025	Brunswick	Virginia	15849
51027	Buchanan	Virginia	20355
51029	Buckingham	Virginia	16824
51031	Campbell	Virginia	55696
51033	Caroline	Virginia	30887
51035	Carroll	Virginia	29155
51036	Charles City	Virginia	6773
51037	Charlotte	Virginia	11529
51041	Chesterfield	Virginia	364548
51043	Clarke	Virginia	14783
51045	Craig	Virginia	4892
51047	Culpeper	Virginia	52552
51049	Cumberland	Virginia	9675
51051	Dickenson	Virginia	14124
51053	Dinwiddie	Virginia	27947
51057	Essex	Virginia	10599
51059	Fairfax	Virginia	1150309
51061	Fauquier	Virginia	72972
51063	Floyd	Virginia	15476
51065	Fluvanna	Virginia	27249
51067	Franklin	Virginia	54477
51069	Frederick	Virginia	91419
51071	Giles	Virginia	16787
51073	Gloucester	Virginia	38711
51075	Goochland	Virginia	24727
51077	Grayson	Virginia	15333
51079	Greene	Virginia	20552
51081	Greensville	Virginia	11391
51083	Halifax	Virginia	34022
51085	Hanover	Virginia	109979
51087	Henrico	Virginia	334389
51089	Henry	Virginia	50948
51091	Highland	Virginia	2232
51093	Isle of Wight	Virginia	38606
51095	James City	Virginia	78254
51097	King and Queen	Virginia	6608
51099	King George	Virginia	26723
51101	King William	Virginia	17810
51103	Lancaster	Virginia	10919
51105	Lee	Virginia	22173
51107	Loudoun	Virginia	420959
51109	Louisa	Virginia	37596
51111	Lunenburg	Virginia	11936
51113	Madison	Virginia	13837
51115	Mathews	Virginia	8533
51117	Mecklenburg	Virginia	30319
51119	Middlesex	Virginia	10625
51121	Montgomery	Virginia	99721
51125	Nelson	Virginia	14775
51127	New Kent	Virginia	22945
51131	Northampton	Virginia	12282
51133	Northumberland	Virginia	11839
51135	Nottoway	Virginia	15642
51137	Orange	Virginia	36254
51139	Page	Virginia	23709
51141	Patrick	Virginia	17608
51143	Pittsylvania	Virginia	60501
51145	Powhatan	Virginia	30333
51147	Prince Edward	Virginia	21849
51149	Prince George	Virginia	43010
51153	Prince William	Virginia	482204
51155	Pulaski	Virginia	33800
51157	Rappahannock	Virginia	7348
51159	Richmond	Virginia	8923
51161	Roanoke	Virginia	96929
51163	Rockbridge	Virginia	22650
51165	Rockingham	Virginia	83757
51167	Russell	Virginia	25781
51169	Scott	Virginia	21576
51171	Shenandoah	Virginia	44186
51173	Smyth	Virginia	29800
51175	Southampton	Virginia	17996
51177	Spotsylvania	Virginia	140032
51179	Stafford	Virginia	156927
51181	Surry	Virginia	6561
51183	Sussex	Virginia	10829
51185	Tazewell	Virginia	40429
51187	Warren	Virginia	40727
51191	Washington	Virginia	53935
51193	Westmoreland	Virginia	18477
51195	Wise	Virginia	36130
51197	Wythe	Virginia	28290
51199	York	Virginia	70045
51510	Alexandria	Virginia	159467
51520	Bristol	Virginia	17219
51530	Buena Vista	Virginia	6641
51540	Charlottesville	Virginia	46553
51550	Chesapeake	Virginia	249422
51570	Colonial Heights	Virginia	18170
51580	Covington	Virginia	5737
51590	Danville	Virginia	42590
51595	Emporia	Virginia	5766
51600	Fairfax	Virginia	24146
51610	Falls Church	Virginia	14658
51620	Franklin	Virginia	8180
51630	Fredericksburg	Virginia	27982
51640	Galax	Virginia	6720
51650	Hampton	Virginia	137148
51660	Harrisonburg	Virginia	51814
51670	Hopewell	Virginia	23033
51678	Lexington	Virginia	7320
51680	Lynchburg	Virginia	79009
51683	Manassas	Virginia	42772
51685	Manassas Park	Virginia	17219
51690	Martinsville	Virginia	13485
51700	Newport News	Virginia	186247
51710	Norfolk	Virginia	238005
51720	Norton	Virginia	3687
51730	Petersburg	Virginia	33458
51735	Poquoson	Virginia	12460
51740	Portsmouth	Virginia	97915
51750	Radford	Virginia	16070
51760	Richmond	Virginia	226610
51770	Roanoke	Virginia	100011
51775	Salem	Virginia	25346
51790	Staunton	Virginia	25750
51800	Suffolk	Virginia	94324
51810	Virginia Beach	Virginia	459470
51820	Waynesboro	Virginia	22196
51830	Williamsburg	Virginia	15425
51840	Winchester	Virginia	28120
53001	Adams	Washington	20613
53003	Asotin	Washington	22285
53005	Benton	Washington	206873
53007	Chelan	Washington	79074
53009	Clallam	Washington	77155
53011	Clark	Washington	503311
53013	Columbia	Washington	3952
53015	Cowlitz	Washington	110730
53017	Douglas	Washington	42938
53019	Ferry	Washington	7178
53021	Franklin	Washington	96749
53023	Garfield	Washington	2286
53025	Grant	Washington	99123
53027	Grays Harbor	Washington	75636
53029	Island	Washington	86857
53031	Jefferson	Washington	32977
53033	King	Washington	2269675
53035	Kitsap	Washington	275611
53037	Kittitas	Washington	44337
53039	Klickitat	Washington	22735
53041	Lewis	Washington	82149
53043	Lincoln	Washington	10876
53045	Mason	Washington	65726
53047	Okanogan	Washington	42104
53049	Pacific	Washington	23365
53051	Pend Oreille	Washington	13401
53053	Pierce	Washington	921130
53055	San Juan	Washington	17788
53057	Skagit	Washington	129523
53059	Skamania	Washington	12036
53061	Snohomish	Washington	827957
53063	Spokane	Washington	539339
53065	Stevens	Washington	46445
53067	Thurston	Washington	294793
53069	Wahkiakum	Washington	4422
53071	Walla Walla	Washington	62584
53073	Whatcom	Washington	226847
53075	Whitman	Washington	47973
53077	Yakima	Washington	256728
54001	Barbour	West Virginia	15465
54003	Berkeley	West Virginia	122076
54005	Boone	West Virginia	21809
54007	Braxton	West Virginia	12447
54009	Brooke	West Virginia	22559
54011	Cabell	West Virginia	94350
54013	Calhoun	West Virginia	6229
54015	Clay	West Virginia	8051
54017	Doddridge	West Virginia	7808
54019	Fayette	West Virginia	40488
54021	Gilmer	West Virginia	7408
54023	Grant	West Virginia	10976
54025	Greenbrier	West Virginia	32977
54027	Hampshire	West Virginia	23093
54029	Hancock	West Virginia	29095
54031	Hardy	West Virginia	14299
54033	Harrison	West Virginia	65921
54035	Jackson	West Virginia	27791
54037	Jefferson	West Virginia	57701
54039	Kanawha	West Virginia	180745
54041	Lewis	West Virginia	17033
54043	Lincoln	West Virginia	20463
54045	Logan	West Virginia	32567
54047	McDowell	West Virginia	19111
54049	Marion	West Virginia	56205
54051	Marshall	West Virginia	30591
54053	Mason	West Virginia	25453
54055	Mercer	West Virginia	59664
54057	Mineral	West Virginia	26938
54059	Mingo	West Virginia	23568
54061	Monongalia	West Virginia	105822
54063	Monroe	West Virginia	12376
54065	Morgan	West Virginia	17063
54067	Nicholas	West Virginia	24604
54069	Ohio	West Virginia	42425
54071	Pendleton	West Virginia	6143
54073	Pleasants	West Virginia	7653
54075	Pocahontas	West Virginia	7869
54077	Preston	West Virginia	34216
54079	Putnam	West Virginia	57440
54081	Raleigh	West Virginia	74591
54083	Randolph	West Virginia	27932
54085	Ritchie	West Virginia	8444
54087	Roane	West Virginia	14028
54089	Summers	West Virginia	11959
54091	Taylor	West Virginia	16705
54093	Tucker	West Virginia	6762
54095	Tyler	West Virginia	8313
54097	Upshur	West Virginia	23816
54099	Wayne	West Virginia	38982
54101	Webster	West Virginia	8378
54103	Wetzel	West Virginia	14442
54105	Wirt	West Virginia	5194
54107	Wood	West Virginia	84296
54109	Wyoming	West Virginia	21382
55001	Adams	Wisconsin	20654
55003	Ashland	Wisconsin	16027
55005	Barron	Wisconsin	46711
55007	Bayfield	Wisconsin	16220
55009	Brown	Wisconsin	268740
55011	Buffalo	Wisconsin	13317
55013	Burnett	Wisconsin	16526
55015	Calumet	Wisconsin	52442
55017	Chippewa	Wisconsin	66297
55019	Clark	Wisconsin	34659
55021	Columbia	Wisconsin	58490
55023	Crawford	Wisconsin	16113
55025	Dane	Wisconsin	561504
55027	Dodge	Wisconsin	89396
55029	Door	Wisconsin	30066
55031	Douglas	Wisconsin	44295
55033	Dunn	Wisconsin	45440
55035	Eau Claire	Wisconsin	105710
55037	Florence	Wisconsin	4558
55039	Fond du Lac	Wisconsin	104154
55041	Forest	Wisconsin	9179
55043	Grant	Wisconsin	51938
55045	Green	Wisconsin	37093
55047	Green Lake	Wisconsin	19018
55049	Iowa	Wisconsin	23709
55051	Iron	Wisconsin	6137
55053	Jackson	Wisconsin	21145
55055	Jefferson	Wisconsin	84900
55057	Juneau	Wisconsin	26718
55059	Kenosha	Wisconsin	169151
55061	Kewaunee	Wisconsin	20563
55063	La Crosse	Wisconsin	120784
55065	Lafayette	Wisconsin	16611
55067	Langlade	Wisconsin	19491
55069	Lincoln	Wisconsin	28415
55071	Manitowoc	Wisconsin	81359
55073	Marathon	Wisconsin	138013
55075	Marinette	Wisconsin	41872
55077	Marquette	Wisconsin	15592
55078	Menominee	Wisconsin	4255
55079	Milwaukee	Wisconsin	939489
55081	Monroe	Wisconsin	46274
55083	Oconto	Wisconsin	38965
55085	Oneida	Wisconsin	37845
55087	Outagamie	Wisconsin	190705
55089	Ozaukee	Wisconsin	91503
55091	Pepin	Wisconsin	7318
55093	Pierce	Wisconsin	42212
55095	Polk	Wisconsin	44977
55097	Portage	Wisconsin	70377
55099	Price	Wisconsin	14054
55101	Racine	Wisconsin	197727
55103	Richland	Wisconsin	17304
55105	Rock	Wisconsin	163687
55107	Rusk	Wisconsin	14188
55109	St. Croix	Wisconsin	93536
55111	Sauk	Wisconsin	65763
55113	Sawyer	Wisconsin	18074
55115	Shawano	Wisconsin	40881
55117	Sheboygan	Wisconsin	118034
55119	Taylor	Wisconsin	19913
55121	Trempealeau	Wisconsin	30760
55123	Vernon	Wisconsin	30714
55125	Vilas	Wisconsin	23047
55127	Walworth	Wisconsin	106478
55129	Washburn	Wisconsin	16623
55131	Washington	Wisconsin	136761
55133	Waukesha	Wisconsin	406978
55135	Waupaca	Wisconsin	51812
55137	Waushara	Wisconsin	24520
55139	Winnebago	Wisconsin	171730
55141	Wood	Wisconsin	74207
56001	Albany	Wyoming	37066
56003	Big Horn	Wyoming	11521
56005	Campbell	Wyoming	47026
56007	Carbon	Wyoming	14537
56009	Converse	Wyoming	13751
56011	Crook	Wyoming	7181
56013	Fremont	Wyoming	39234
56015	Goshen	Wyoming	12498
56017	Hot Springs	Wyoming	4621
56019	Johnson	Wyoming	8447
56021	Laramie	Wyoming	100512
56023	Lincoln	Wyoming	19581
56025	Natrona	Wyoming	79955
56027	Niobrara	Wyoming	2467
56029	Park	Wyoming	29624
56031	Platte	Wyoming	8605
56033	Sheridan	Wyoming	30921
56035	Sublette	Wyoming	8728
56037	Sweetwater	Wyoming	42272
56039	Teton	Wyoming	23331
56041	Uinta	Wyoming	20450
56043	Washakie	Wyoming	7685
56045	Weston	Wyoming	6838
72001	Adjuntas	Puerto Rico	18020
72003	Aguada	Puerto Rico	38136
72005	Aguadilla	Puerto Rico	55101
72007	Aguas Buenas	Puerto Rico	24223
72009	Aibonito	Puerto Rico	24637
72011	Añasco	Puerto Rico	25596
72013	Arecibo	Puerto Rico	87754
72015	Arroyo	Puerto Rico	15843
72017	Barceloneta	Puerto Rico	22657
72019	Barranquitas	Puerto Rico	28983
72021	Bayamón	Puerto Rico	185187
72023	Cabo Rojo	Puerto Rico	47158
72025	Caguas	Puerto Rico	127244
72027	Camuy	Puerto Rico	32827
72029	Canóvanas	Puerto Rico	42337
72031	Carolina	Puerto Rico	154815
72033	Cataño	Puerto Rico	23155
72035	Cayey	Puerto Rico	41652
72037	Ceiba	Puerto Rico	11307
72039	Ciales	Puerto Rico	16984
72041	Cidra	Puerto Rico	39970
72043	Coamo	Puerto Rico	34668
72045	Comerío	Puerto Rico	18883
72047	Corozal	Puerto Rico	34571
72049	Culebra	Puerto Rico	1792
72051	Dorado	Puerto Rico	35879
72053	Fajardo	Puerto Rico	32124
72054	Florida	Puerto Rico	11692
72055	Guánica	Puerto Rico	13787
72057	Guayama	Puerto Rico	36614
72059	Guayanilla	Puerto Rico	17784
72061	Guaynabo	Puerto Rico	89780
72063	Gurabo	Puerto Rico	40622
72065	Hatillo	Puerto Rico	38486
72067	Hormigueros	Puerto Rico	15654
72069	Humacao	Puerto Rico	50896
72071	Isabela	Puerto Rico	42943
72073	Jayuya	Puerto Rico	14779
72075	Juana Díaz	Puerto Rico	46538
72077	Juncos	Puerto Rico	37012
72079	Lajas	Puerto Rico	23334
72081	Lares	Puerto Rico	28105
72083	Las Marías	Puerto Rico	8874
72085	Las Piedras	Puerto Rico	35180
72087	Loíza	Puerto Rico	23693
72089	Luquillo	Puerto Rico	17781
72091	Manatí	Puerto Rico	39492
72093	Maricao	Puerto Rico	4755
72095	Maunabo	Puerto Rico	10589
72097	Mayagüez	Puerto Rico	73077
72099	Moca	Puerto Rico	37460
72101	Morovis	Puerto Rico	28727
72103	Naguabo	Puerto Rico	23386
72105	Naranjito	Puerto Rico	29241
72107	Orocovis	Puerto Rico	21434
72109	Patillas	Puerto Rico	15985
72111	Peñuelas	Puerto Rico	20399
72113	Ponce	Puerto Rico	137491
72115	Quebradillas	Puerto Rico	23638
72117	Rincón	Puerto Rico	15187
72119	Río Grande	Puerto Rico	47060
72121	Sabana Grande	Puerto Rico	22729
72123	Salinas	Puerto Rico	25789
72125	San Germán	Puerto Rico	31879
72127	San Juan	Puerto Rico	342259
72129	San Lorenzo	Puerto Rico	37693
72131	San Sebastián	Puerto Rico	39345
72133	Santa Isabel	Puerto Rico	20281
72135	Toa Alta	Puerto Rico	66852
72137	Toa Baja	Puerto Rico	75293
72139	Trujillo Alto	Puerto Rico	67740
72141	Utuado	Puerto Rico	28287
72143	Vega Alta	Puerto Rico	35395
72145	Vega Baja	Puerto Rico	54414
72147	Vieques	Puerto Rico	8249
72149	Villalba	Puerto Rico	22093
72151	Yabucoa	Puerto Rico	30426
72153	Yauco	Puerto Rico	34172
