BUYER_DEA_NO	BUYER	CITY	ST	FIPS	ACT	REPORTER_DEA_NO	REPORTER	FAMILY	RCITY	RST	RACT	DU	O30	Y0	Y1	N
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0188981	QUEST PHARMACEUTICALS INC	Quest Pharmaceuticals Inc	MURRAY	KY	DISTRIBUTOR	2860.0	0.0	2010	2012	5
BF9159890	FOOD CITY PHARMACY #458	PIKEVILLE	KY	21195	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	108400.0	0.0	2008	2011	116
FP2358895	PHARM DAX  LLC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RH0347282	H. D. SMITH WHOLESALE DRUG	H. D. Smith	LOUISVILLE	KY	DISTRIBUTOR	2520.0	300.0	2011	2012	14
BF7721675	FOOD CITY PHARMACY #653	KINGSTON	TN	47145	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	15100.0	0.0	2006	2011	34
AK1048924	K MART PHARMACY #7460	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	25400.0	3800.0	2009	2011	41
BF9159890	FOOD CITY PHARMACY #458	PIKEVILLE	KY	21195	CHAIN PHARMACY	RM0220688	MCKESSON CORPORATION	McKesson Corporation	WASHINGTON CT HOUSE	OH	DISTRIBUTOR	16000.0	0.0	2012	2012	42
BF7399389	FOOD CITY PHARMACY #631	ELIZABETHTON	TN	47019	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	6100.0	0.0	2006	2009	12
AK2873316	KROGER PHARMACY #516	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	1200.0	0.0	2006	2006	6
BF6048955	FOOD CITY PHARMACY #664	KINGSPORT	TN	47163	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	3300.0	0.0	2011	2011	4
BF9322443	FOOD CITY PHARMACY #475	PIKEVILLE	KY	21195	CHAIN PHARMACY	RM0220688	MCKESSON CORPORATION	McKesson Corporation	WASHINGTON CT HOUSE	OH	DISTRIBUTOR	21600.0	0.0	2012	2012	37
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	75690.0	40100.0	2009	2012	75
BW1568065	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	41730.0	6400.0	2006	2012	189
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0103553	GENETCO  INC	Genetco Inc	RONKONKOMA	NY	DISTRIBUTOR	1500.0	0.0	2010	2011	3
AB1378365	MERCY MEDICAL CENTER EMPLOYEE PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RR0295077	REDPHARM DRUG	Redpharm Drug	EDEN PRAIRIE	MN	DISTRIBUTOR	1210.0	0.0	2011	2011	8
FF2380727	FOOD CITY PHARMACY #645	TAZEWELL	TN	47025	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	17400.0	9200.0	2011	2011	13
BF8029589	FOOD CITY PHARMACY #606	GREENEVILLE	TN	47059	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	1300.0	0.0	2007	2008	3
BF6660206	FOOD CITY PHARMACY #655	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	10800.0	2700.0	2010	2011	19
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0264325	ASSOCIATED PHARMACIES INC	Associated Pharmacies Inc	SCOTTSBORO	AL	DISTRIBUTOR	13000.0	0.0	2008	2009	10
BF6412857	FOOD CITY PHARMACY #677	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	500.0	0.0	2006	2006	1
BS9884013	SUMMIT VIEW PHARMACY SERVICES, INC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	1000.0	0.0	2012	2012	1
BF9649483	FOOD CITY PHARMACY #683	FARRAGUT	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	2500.0	0.0	2007	2008	7
BF7000514	FOOD CITY PHARMACY #603	CHURCH HILL	TN	47073	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	800.0	0.0	2009	2009	1
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RE0178043	EXPERT-MED	Expert-Med	ORMOND BEACH	FL	DISTRIBUTOR	1800.0	1200.0	2007	2007	3
FV2928313	VOLUNTEER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0207945	QK HEALTHCARE, INC.	QK Healthcare, Inc.	BELLPORT	NY	DISTRIBUTOR	500.0	0.0	2012	2012	1
FF0796283	FOOD CITY PHARMACY #662	CROSSVILLE	TN	47035	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1000.0	0.0	2009	2009	2
BW3937010	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	156400.0	33600.0	2006	2007	524
BM6231916	MUGFORD PHARMACY INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	2736340.0	593900.0	2006	2012	4955
BW5385047	WAL-MART PHARMACY 10-2310	KNOXVILLE (E)	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	1154600.0	0.0	2007	2012	4860
BF7704667	FOOD CITY PHARMACY #428	MIDDLESBORO	KY	21013	CHAIN PHARMACY	RA0314562	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	LOCKBOURNE	OH	DISTRIBUTOR	1056900.0	8500.0	2006	2012	2045
FK1685708	KROGER PHARMACY #698	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	187530.0	40700.0	2009	2012	674
BF9649508	FOOD CITY PHARMACY #694	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	57400.0	6600.0	2007	2010	92
BR5077486	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	462200.0	0.0	2006	2012	1662
AW3233296	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	2680600.0	342800.0	2006	2012	4319
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	5274770.0	1940000.0	2006	2012	10212
BW2779710	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	28650.0	4500.0	2006	2012	141
BI8717538	INGLES MARKETSD#399	POWELL	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	356600.0	33100.0	2006	2012	2436
BW2111742	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	1858300.0	241200.0	2006	2012	4292
FF2853100	FOOD CITY PHARMACY #632	LOUDON	TN	47105	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	95200.0	35500.0	2011	2012	288
FK1685708	KROGER PHARMACY #698	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	459100.0	0.0	2009	2012	2259
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	937640.0	404320.0	2006	2010	2005
BH0688789	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	468500.0	95800.0	2006	2012	1074
AK1048924	K MART PHARMACY #7460	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	602460.0	71300.0	2006	2012	3338
BF7148047	FOOD CITY PHARMACY #669	BLOUNTVILLE	TN	47163	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	909700.0	34000.0	2006	2012	2928
BW8827466	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	685700.0	0.0	2008	2012	2199
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	781300.0	600.0	2006	2010	856
BW0818611	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	124400.0	23600.0	2006	2007	437
BB6749583	BI-LO, #361	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	8100.0	0.0	2006	2006	51
BW8012976	WALGREEN CO.	POWELL	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	54430.0	5000.0	2006	2012	288
FI1091026	INGLES PHARMACY #91	FARRAGUT	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	138420.0	4820.0	2008	2012	991
BF8182026	FOOD CITY PHARMACY #895	PENNINGTON GAP	VA	51105	CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	26220.0	220.0	2012	2012	71
BT5292444	THE MEDICINE SHOPPE PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PS0001723	SMITH DRUG COMPANY	Smith Drug Company	SPARTANBURG	SC	DISTRIBUTOR	36170.0	0.0	2006	2007	141
BF6310003	FOOD CITY PHARMACY #865	GALAX	VA	51640	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	98700.0	4100.0	2009	2011	273
BR0224977	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	531360.0	101200.0	2006	2012	2190
BC9376232	CHEROKEE HEALTH SYSTEMS	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	362700.0	0.0	2006	2011	881
AR6357443	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	253900.0	34200.0	2006	2012	747
BF6048955	FOOD CITY PHARMACY #664	KINGSPORT	TN	47163	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	683200.0	8400.0	2006	2012	2195
BW3937010	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	65430.0	11200.0	2006	2012	360
BF9649508	FOOD CITY PHARMACY #694	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	1291700.0	1019200.0	2008	2011	194
BW2932134	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	41800.0	6100.0	2006	2012	179
BH0689301	HOOK-SUPERX, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	27900.0	500.0	2006	2008	137
BW5602291	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	117100.0	49000.0	2006	2007	326
BB8876142	BEVERLY PARK PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	68800.0	3300.0	2006	2007	209
BK5627748	K-VA-T FOOD STORES INC	POWELL	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	22000.0	5800.0	2012	2012	69
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0359390	GENERICS BIDCO I, LLC	Par Pharmaceutical, Inc.	HUNTSVILLE	AL	DISTRIBUTOR	534100.0	0.0	2007	2008	117
BF6412871	FOOD CITY PHARMACY #681	OAK RIDGE	TN	47001	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	91100.0	0.0	2006	2011	170
FC2108353	PARAGON INFUSION	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	12200.0	1700.0	2011	2012	84
FQ2529848	QUICK SCRIPTS, INC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RT0130182	TOP RX, INC.	Top Rx, Inc.	BARTLETT	TN	DISTRIBUTOR	66200.0	27200.0	2011	2012	86
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	248700.0	115700.0	2009	2011	168
BF8224090	FOOD CITY PHARMACY #849	CHILHOWIE	VA	51173	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	7800.0	400.0	2006	2009	32
BM6231916	MUGFORD PHARMACY INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0359390	GENERICS BIDCO I, LLC	Par Pharmaceutical, Inc.	HUNTSVILLE	AL	DISTRIBUTOR	197600.0	0.0	2007	2008	206
BF8443703	FOOD CITY PHARMACY # 614	NEWPORT	TN	47029	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	8000.0	600.0	2012	2012	24
BF7017773	FOOD CITY PHARMACY #617	BRISTOL	TN	47163	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	18600.0	200.0	2012	2012	68
BR9504211	RIGGS DRUG EMORY ROAD	POWELL	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	28000.0	6500.0	2009	2009	51
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	22000.0	0.0	2011	2012	7
BW5384956	WAL-MART PHARMACY 10-1319	KNOXVILLE	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	837800.0	0.0	2007	2012	4159
FM1205269	MAC'S PHARMACY #2, LLC	POWELL	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	57700.0	0.0	2009	2011	109
BW5385035	WAL-MART PHARMACY 10-2065	KNOXVILLE (W)	TN	47093	CHAIN PHARMACY	RW0282145	WAL-MART PHARMACY WHSE #45	Wal-Mart	ROGERS	AR	DISTRIBUTOR	430300.0	107800.0	2006	2012	1342
BW6210378	WALGREEN CO.	FARRAGUT	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	46030.0	5900.0	2006	2012	319
BF8698776	FOOD CITY PHARMACY 640	JONESBOROUGH	TN	47179	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	614900.0	12600.0	2006	2012	2154
FW0745957	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	588050.0	0.0	2008	2012	1790
BF9322443	FOOD CITY PHARMACY #475	PIKEVILLE	KY	21195	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	44000.0	0.0	2009	2011	48
BS6743000	SAM'S PHARMACY 10-6572	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	86460.0	33500.0	2006	2012	433
BF7017773	FOOD CITY PHARMACY #617	BRISTOL	TN	47163	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	200500.0	0.0	2009	2011	431
BF7000514	FOOD CITY PHARMACY #603	CHURCH HILL	TN	47073	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	32500.0	700.0	2012	2012	94
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	33800.0	9400.0	2012	2012	52
BF8518687	FOOD CITY PHARMACY #667	SEVIERVILLE	TN	47155	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	42600.0	10200.0	2012	2012	54
FF0660298	FOOD CITY PHARMACY #609	KODAK	TN	47155	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	136600.0	0.0	2009	2011	194
BK6168036	FOOD CITY PHARMACY #859	PULASKI	VA	51155	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	67900.0	0.0	2010	2011	138
BF9612614	FOOD CITY PHARMACY #675	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	18100.0	5800.0	2010	2011	23
FF1898684	FOOD CITY PHARMACY #661	LA FOLLETTE	TN	47013	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	10420.0	3920.0	2012	2012	31
BF7148047	FOOD CITY PHARMACY #669	BLOUNTVILLE	TN	47163	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	19300.0	1100.0	2012	2012	78
BF9612614	FOOD CITY PHARMACY #675	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	39400.0	0.0	2006	2008	67
BW2779710	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	77600.0	7600.0	2006	2007	320
BF6689698	FOOD CITY PHARMACY #898	WISE	VA	51195	CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	29300.0	600.0	2012	2012	80
BF8224090	FOOD CITY PHARMACY #849	CHILHOWIE	VA	51173	CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	11400.0	300.0	2012	2012	33
FF1076365	FOOD CITY PHARMACY # 612	ROGERSVILLE	TN	47073	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	8900.0	900.0	2012	2012	26
BI7331185	INGLES MARKETS PHARMACY #304	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	4800.0	600.0	2006	2006	14
AK3262374	KROGER PHARMACY #848	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	500.0	0.0	2006	2006	3
BM9749675	MCFARLAND PHARMACY KNOXVILLE	KNOXVILLE	TN	47093	RETAIL PHARMACY	RW0231883	DOHMEN DISTRIBUTION PARTNERS	Dohmen Distribution Partners	BIRMINGHAM	AL	DISTRIBUTOR	15800.0	0.0	2006	2006	21
BN0742331	NORWOOD PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	2000.0	0.0	2006	2007	3
FQ2529848	QUICK SCRIPTS, INC.	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	73500.0	32400.0	2011	2011	57
BF7399389	FOOD CITY PHARMACY #631	ELIZABETHTON	TN	47019	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	6800.0	0.0	2010	2011	25
BF7704667	FOOD CITY PHARMACY #428	MIDDLESBORO	KY	21013	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	15300.0	500.0	2009	2011	15
FT1795268	TN CANCER SPECIALISTS PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0219798	ASD SPECIALTY HEALTHCARE LLC	ASD Specialty Healthcare LLC	BROOKS	KY	DISTRIBUTOR	300.0	0.0	2010	2010	2
BF6048955	FOOD CITY PHARMACY #664	KINGSPORT	TN	47163	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	11500.0	0.0	2006	2010	13
FF0997114	FOOD CITY PHARMACY #680	MAYNARDVILLE	TN	47173	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	500.0	0.0	2008	2008	1
BF9074472	FOOD CITY PHARMACY #471	PRESTONSBURG	KY	21071	CHAIN PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	3000.0	0.0	2011	2011	6
BF6678479	FOOD CITY PHARMACY #816	BRISTOL	VA		CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	6100.0	0.0	2009	2011	13
FV2928313	VOLUNTEER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RP0337370	CARDINAL HEALTH 110, LLC	Cardinal Health	NIAGARA FALLS	NY	DISTRIBUTOR	1400.0	0.0	2012	2012	5
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0103553	GENETCO  INC	Genetco Inc	RONKONKOMA	NY	DISTRIBUTOR	2000.0	0.0	2006	2006	2
FU3508908	UT STUDENT HEALTH CENTER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	2600.0	0.0	2012	2012	7
BF7148112	FOOD CITY PHARMACY #656	CROSSVILLE	TN	47035	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	500.0	0.0	2009	2009	1
BN0742331	NORWOOD PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RT0130182	TOP RX, INC.	Top Rx, Inc.	BARTLETT	TN	DISTRIBUTOR	1500.0	0.0	2009	2009	1
