GEOID	MODELED_SUP_DEATHS	SUP_NO_RATE	N1050
28133	20.439177	0	0
20165	0.0	1	0
01047	15.961730000000001	0	0
24023	30.707196	0	0
26053	14.53818	0	0
26131	4.327104	1	0
26139	0.0	0	0
26155	20.972952	0	0
26159	0.0	0	0
26165	31.753639	0	0
27005	29.975915999999998	0	0
27067	21.997196	0	0
27083	11.472126	0	0
27163	0.0	0	0
28033	0.0	0	0
28093	40.063624000000004	0	0
28157	10.347335	1	0
29033	6.4052299999999995	0	0
29063	7.819561	0	0
29169	0.0	0	0
29209	35.768476	0	0
29211	2.2736210000000003	3	0
30009	4.021631999999999	0	0
31113	0.0	0	0
31129	0.0	2	0
27049	24.361984	0	0
29197	0.0	1	0
31133	0.0	0	0
31165	0.0	0	0
26153	2.1565960000000004	3	0
31019	16.377468	0	0
27107	1.043442	0	0
27133	1.6690880000000003	0	0
28009	9.244014	0	0
28039	30.778399999999998	0	0
28061	9.149153	0	0
28073	28.514568000000004	0	0
29127	30.778475	0	0
29139	13.099554	0	0
30011	0.0	0	0
30077	3.02151	2	0
30085	10.761618	0	0
30069	0.0	0	0
31005	0.0	0	0
31033	4.658256	0	0
37137	24.208272	0	0
32510	8.854489000000001	0	0
37001	0.0	0	0
37003	27.952548	0	0
35019	4.87494	1	0
39143	0.0	0	0
31101	3.592385	0	0
26047	25.208768	0	0
27045	13.37364	0	0
28021	5.490135	0	0
29083	22.582434	0	0
29189	0.0	0	0
29225	33.339505	0	0
30023	5.351128	1	0
30059	0.0	1	0
30075	0.0	0	0
31007	0.0	0	0
31017	0.0	1	0
31027	0.47766	1	0
31057	0.0	1	0
31087	0.0	1	0
28057	18.398373	0	0
30107	0.0	4	0
27149	0.9284159999999999	0	0
28023	12.476385	0	0
28069	0.0	0	0
28079	11.53105	0	0
29103	0.0	3	0
29137	6.889469999999999	0	0
30101	1.506213	0	0
31075	0.0	0	0
31151	3.28716	0	0
36021	11.02103	0	0
36053	8.638031999999999	0	0
38025	0.64701	1	0
38037	0.0	0	0
38055	4.338324	0	0
35055	6.8633109999999995	0	0
31135	0.0	2	0
37027	0.0	0	0
47095	8.595134999999999	0	0
26099	0.0	0	0
28131	19.176318000000002	1	0
27023	5.60611	0	0
29223	11.884842	0	0
31175	0.32472	2	0
25015	0.0	0	0
26107	32.208054000000004	0	0
26123	29.636954	0	0
26163	0.0	0	0
27061	26.063106	0	0
27131	40.593685	0	0
28055	0.0	0	0
28077	17.819728	0	0
29017	12.775503	0	0
29027	28.651101	0	0
29067	9.135041999999999	0	0
29163	22.827926	0	0
30055	0.0	0	0
31081	0.0	0	0
26157	48.52393	0	0
27011	0.46494	2	0
27077	1.61809	0	0
30031	19.15256	0	0
31143	0.458832	1	0
28153	18.849387	0	0
27125	0.0	0	0
28045	0.0	0	0
28081	9.084387000000001	0	0
29157	22.974671999999998	0	0
30001	3.898336	1	0
29133	8.564937	0	0
29159	32.92268	0	0
30013	16.291902	0	0
30039	0.9629190000000001	1	0
31137	0.860928	0	0
37005	11.9768	1	0
33011	0.0	0	0
33001	0.0	0	0
36055	0.0	0	0
37155	0.0	0	0
37185	21.494226	1	0
37197	15.108884	0	0
38103	0.0	0	0
39079	10.906101999999999	0	0
37195	0.0	0	0
29045	1.771278	1	0
26115	0.0	0	0
26117	16.586886	0	0
27051	1.554944	1	0
27135	9.137276	0	0
26105	35.385336	0	0
26141	8.100768	0	0
27137	0.0	0	0
28015	5.258948	0	0
28103	5.06022	0	0
29015	18.753998	0	0
29025	5.41241	0	0
29089	6.953435000000001	1	0
29115	6.400086	0	0
29129	0.0	1	0
29135	6.637917	0	0
29145	15.307127999999999	0	0
29213	8.185636	0	0
30017	9.564802	0	0
30033	0.0	0	0
31045	1.4348249999999998	0	0
31107	0.6628890000000001	0	0
31109	0.0	0	0
31139	1.068282	1	0
27043	2.8398839999999996	1	0
27085	19.010607	0	0
26135	6.262878	0	0
27031	5.1912	0	0
28163	21.635087000000002	0	0
29099	0.0	0	0
29123	17.373376	1	0
29187	0.0	0	0
30057	2.621392	0	0
31041	2.23554	0	0
31053	16.316313	0	0
31077	0.0	0	0
27015	5.001016	0	0
27059	34.96475	0	0
27063	0.948955	0	0
27033	3.8812290000000003	1	0
27101	2.028392	0	0
27111	34.666737	0	0
27121	3.245396	1	0
27129	7.773744000000001	0	0
27143	5.370632	0	0
27157	16.788795	0	0
28007	13.41675	0	0
28013	11.050578	0	0
28025	10.883424000000002	0	0
28029	32.538096	0	0
28041	7.15737	0	0
28031	21.32942	0	0
28049	0.0	0	0
28083	23.23798	0	0
28087	26.49555	0	0
28097	3.722538	1	0
28121	0.0	0	0
28123	16.43013	0	0
28137	23.99472	0	0
28159	10.734684	0	0
29039	14.216376	0	0
29043	19.54524	0	0
29109	31.350825	0	0
29171	0.575763	1	0
29205	2.9843669999999998	0	0
30005	3.0852720000000002	1	0
30043	7.85525	0	0
30079	0.0	0	0
30095	3.22668	0	0
29079	5.83576	1	0
29199	0.622512	2	0
29219	15.563016	0	0
29510	0.0	0	0
30021	5.7305399999999995	0	0
31021	0.0	0	0
31071	0.0	1	0
31097	0.5660299999999999	1	0
31111	18.2049	0	0
31153	22.681876	0	0
31155	3.9654840000000005	0	0
31169	0.47823	0	0
31177	4.778085	0	0
32011	0.54908	0	0
33005	0.0	0	0
33015	0.0	0	0
34005	0.0	0	0
34011	0.0	0	0
35006	12.145884	0	0
35007	24.662517	0	0
35009	15.44917	0	0
35061	0.0	0	0
36005	0.0	0	0
36015	0.0	0	0
36051	17.189852	0	0
36081	0.0	0	0
36111	0.0	0	0
37011	13.675008000000002	3	0
37089	0.0	0	0
37093	0.0	0	0
37123	19.673764	0	0
37129	0.0	0	0
37139	0.0	0	0
38007	0.0	0	0
38023	0.0	1	0
38027	0.0	1	0
38097	1.255529	1	0
31171	0.0	0	0
31179	0.630305	0	0
32031	0.0	0	0
33003	0.0	0	0
34001	0.0	0	0
34015	0.0	0	0
35053	20.37866	0	1
36023	16.710812999999998	0	0
32007	14.714348000000001	0	0
34031	0.0	0	0
36035	5.86564	0	0
36045	0.0	0	0
36047	0.0	0	0
36065	0.0	0	0
36067	0.0	0	0
37013	9.778787999999999	0	0
37041	20.863576000000002	0	0
37061	18.755274999999997	0	0
42039	0.0	0	0
29201	38.782121000000004	0	0
37029	12.943750000000001	0	0
42035	28.611800000000002	0	0
41069	0.0	0	0
24025	0.0	0	0
28119	2.853312	0	0
27075	8.996625	0	0
26003	3.3864859999999997	1	0
26057	38.127793000000004	0	0
27147	20.648112	0	0
29055	11.666336	1	0
29117	9.913317000000001	2	0
29155	18.605268000000002	0	0
29167	32.590646	0	0
30093	13.420806	0	0
31061	0.0	1	0
31121	0.552096	1	0
31149	0.0	0	0
31185	3.842	1	0
32017	2.9603420000000003	0	0
33009	0.0	0	0
34021	0.0	0	0
36009	0.0	0	0
36099	36.451492	0	0
37109	0.0	0	0
38061	4.247297	3	0
38073	1.3630170000000001	1	0
35049	0.0	0	0
31115	0.0	0	0
36033	26.202805	0	0
37019	0.0	0	0
37025	0.0	0	0
37095	6.65405	1	0
36039	7.237581	0	0
38063	0.0	1	0
42043	0.0	0	0
42067	18.971763	1	0
42071	0.0	0	0
42083	20.862912	0	0
42097	0.0	0	0
39147	7.599522	0	0
42133	0.0	0	0
44009	0.0	0	0
45027	33.386368000000004	0	0
45055	0.0	0	0
37169	9.48276	0	0
38009	1.3778640000000002	0	0
38031	0.0	2	0
39009	11.612166	0	0
39011	46.607688	0	0
46049	0.0	0	0
46051	0.612036	0	0
46069	0.0	0	0
46119	0.0	0	0
46127	0.9918490000000001	0	0
46135	10.11654	0	0
47009	0.0	0	0
47085	35.83413	0	0
39031	22.772664000000002	0	0
39049	0.0	0	0
39055	25.566396	0	0
39083	19.945278000000002	0	0
39113	0.0	0	0
39121	14.326725	2	0
39125	19.93436	0	0
39127	0.0	0	0
39139	0.0	0	0
40023	15.681216	1	0
47091	27.442492	0	0
47103	43.230456000000004	0	0
47105	0.0	0	0
47127	5.155878	2	0
47163	0.0	0	0
47189	0.0	0	0
48011	0.0	1	0
48015	21.026399	0	0
40111	10.791564	0	0
40137	27.465567999999998	0	0
41019	0.0	0	0
41049	14.416038	0	0
41071	9.264092	0	0
42063	0.0	0	0
48037	26.288718999999997	0	0
48043	4.34343	3	0
48061	0.0	0	0
48073	36.094992	0	0
48089	11.244679000000001	1	0
48097	33.501072	0	0
48113	0.0	0	0
48179	19.762337	0	0
28091	22.73013	0	0
29029	20.68858	0	0
29186	27.385878	0	0
29165	0.0	0	0
29175	24.172248000000003	0	0
30019	0.0	0	0
30091	1.3377420000000002	0	0
31055	0.0	0	0
31065	0.0	1	0
31183	0.0	0	0
32001	30.159912	0	0
33013	0.0	0	0
34035	0.0	0	0
35021	0.0	0	0
36057	14.760536	0	0
36095	29.892284	0	0
37117	34.698825	0	0
37125	0.0	0	0
37153	7.644388	0	0
34009	0.0	0	0
34029	0.0	0	0
35003	5.132286000000001	0	0
35035	0.0	0	0
31085	0.0	0	0
31145	2.076188	0	0
32009	0.0	0	0
34025	0.0	0	0
37087	0.0	0	0
42053	4.2883949999999995	0	0
42125	0.0	0	0
42131	33.681148	0	0
44007	0.0	0	0
45033	5.6584	0	0
45041	0.0	0	0
37149	18.902784	1	0
37173	30.605656	0	0
37177	5.56842	0	0
38003	3.863668	1	0
38059	25.367742	0	0
38085	0.0	6	0
46017	0.0	4	0
46097	0.0	0	0
47015	30.75272	0	0
47021	0.0	0	0
47041	6.50592	0	0
47059	0.0	0	0
39117	15.203249999999999	0	0
39131	0.0	0	0
40019	21.361335	0	0
40025	0.0	0	0
47117	5.044746	0	0
47129	12.936525	0	0
47147	0.0	0	0
47171	30.818232	0	0
47179	0.0	0	0
47187	0.0	0	0
48019	12.468898	0	0
48069	2.476656	0	0
48099	40.632477	0	0
48101	0.0	1	0
40133	27.866748	0	0
41031	19.748612	0	0
41039	0.0	0	0
41051	0.0	0	0
41053	6.99464	0	0
42011	0.0	0	0
42021	0.0	0	0
42045	0.0	0	0
48087	0.0	1	0
48119	2.6202300000000003	1	0
48135	0.0	0	0
48141	0.0	0	0
45003	0.0	0	0
38105	37.30545	0	0
47143	0.0	0	0
48045	0.0	1	0
48199	32.445287	0	0
48201	0.0	0	0
48209	11.812283	0	0
48231	18.591816	0	0
48237	7.980624000000001	0	0
40067	2.284236	0	0
40071	18.2666	0	0
40073	13.954096	0	0
41047	0.0	0	0
41061	33.557075999999995	0	0
48269	0.0	0	0
48287	6.3794699999999995	0	0
48313	9.553049999999999	0	0
48349	34.521344	0	0
48359	0.0	2	0
48361	0.0	0	0
48423	0.0	0	0
48425	5.624255	1	0
42017	0.0	0	0
42129	0.0	0	0
01023	6.775775	0	0
46081	13.39936	0	0
46095	0.0	1	0
46102	5.974664	2	0
47051	19.2483	0	0
51051	31.70838	0	0
51073	20.168430999999998	0	0
51595	8.53368	0	0
51740	0.0	0	0
01073	0.0	0	0
01079	27.715174	0	0
01097	0.0	0	0
01119	1.888785	0	0
01133	19.373420000000003	0	0
04013	0.0	0	0
04015	0.0	0	0
04017	0.0	0	0
05001	11.386936	0	0
01033	15.966332999999999	0	0
01041	6.900462	0	0
01049	0.0	0	0
01125	0.0	0	0
02150	16.769280000000002	0	0
05051	0.0	0	0
51690	13.78167	0	0
53015	0.0	0	0
53017	30.013662000000004	0	0
53029	8.772556999999999	0	0
53047	4.757752	0	0
48129	0.0	0	0
48147	30.13439	0	0
48197	0.0	2	0
48207	1.5598079999999999	1	0
48333	0.739696	1	0
05035	24.996597	0	0
05133	7.935339	0	0
54037	8.65515	0	0
54079	0.0	0	0
55063	0.0	0	0
08099	14.350804	0	0
08101	0.0	0	0
08123	0.0	0	0
08017	0.0	2	0
08045	16.28484	0	0
08111	0.0	1	0
51155	9.5992	0	0
53019	10.680864	0	0
53041	0.0	0	0
53071	16.960264	0	0
12027	36.626128	0	0
13007	1.685336	3	0
13033	32.146972	0	0
13035	21.593466	0	0
13037	0.8192309999999999	0	0
13093	10.064784	0	0
13097	0.0	0	0
12133	34.457798	0	0
13049	15.096708	1	0
01029	8.913152	0	0
51580	12.013278	0	0
48223	27.590249999999997	0	0
48289	6.696294	3	0
08113	6.707832	0	0
51131	19.737174	0	0
13071	34.010418	0	0
13083	27.594198	0	0
55093	30.561488	0	0
55121	20.42464	0	0
55125	26.043110000000002	0	0
13187	28.230384	0	0
13209	9.58293	0	0
16001	0.0	0	0
16067	16.966205	0	0
17003	1.7134800000000001	1	0
54099	0.0	0	0
54105	12.424047999999999	1	0
55055	9.339	0	0
16085	8.879976	0	0
17035	6.30135	0	0
17045	16.10703	0	0
17095	37.825019	0	0
18005	0.0	0	0
18041	30.30041	0	2
18057	0.0	0	0
18079	17.561868	0	0
18093	8.192001999999999	0	0
18107	31.183392000000005	0	0
17161	58.736832	0	0
21185	11.49319	1	0
26001	9.231636	1	0
21239	36.383334	0	0
22091	26.8632	0	0
22121	22.003991	0	0
05093	22.29538	0	0
06011	28.892996999999998	1	0
06097	0.0	0	0
48367	0.0	0	0
48461	0.47966	2	0
56023	15.684381	0	0
17131	11.444571	0	0
27109	0.0	0	0
29001	13.948014	0	0
39119	0.0	0	0
36117	11.227809	0	0
37043	16.611322	1	0
47055	27.098978000000002	0	0
40013	26.073922	0	0
19161	3.415272	0	0
20143	0.0	1	0
30067	14.165384	0	0
39007	0.0	0	0
29121	7.391574	0	0
30007	1.7138219999999997	1	0
30027	4.612738	1	0
31141	10.323096	0	0
27009	26.979108	0	0
29107	31.697623999999998	0	0
29153	6.389091	0	0
31025	11.224355999999998	0	0
31069	0.0	2	0
31157	20.676132000000003	0	0
27097	18.773519999999998	0	0
27141	29.349266	0	0
28047	0.0	0	0
28071	36.166824	0	0
28139	19.15357	0	0
29047	0.0	0	0
29119	20.786276	0	0
29141	15.397398	0	0
29215	15.843088999999999	0	0
30081	29.508232	0	0
29185	8.07708	0	0
31009	0.0	0	0
31095	0.0	0	0
31123	0.0	3	0
31163	0.0	1	0
35001	0.0	0	0
35005	0.0	0	0
35029	38.801602	0	1
36029	0.0	0	0
36091	0.0	0	0
36101	0.0	0	0
36119	0.0	0	0
36121	36.842679000000004	0	0
37111	21.709486000000002	0	0
37157	0.0	0	0
37181	0.0	0	0
38071	3.9108850000000004	1	0
34027	0.0	0	0
35028	17.923737000000003	3	0
36063	0.0	0	0
36075	0.0	0	0
36103	0.0	0	0
37033	32.535216	0	0
42075	0.0	0	0
45081	21.276336	2	0
45087	14.194123999999999	0	0
37143	21.237165	2	0
37175	35.558908	1	0
38039	0.0	0	0
38087	0.0	0	0
38095	0.0	0	0
46009	1.148492	0	0
46045	0.0	0	0
46093	17.761940000000003	0	0
46123	0.0	0	0
46137	0.0	1	0
47067	17.940765999999996	0	0
39101	0.0	0	0
40047	32.742766	0	0
45049	26.208132	0	0
46005	8.023431	0	0
40051	26.027625	0	0
36043	25.138102	0	0
32033	11.250119999999999	0	0
47031	0.0	0	0
41033	0.0	0	0
42003	0.0	0	0
41011	11.882007	0	0
48299	15.995979	0	0
48375	0.0	0	0
48385	0.0	1	0
45089	7.042902	0	0
46035	4.330451999999999	0	0
51135	24.385878	0	0
02164	0.0	2	0
02220	7.130094	0	0
51790	25.75	0	0
53003	21.97301	0	0
54003	0.0	0	0
05047	15.985695000000002	0	0
05087	14.389791	0	0
05143	13.277034000000002	0	0
55075	40.657712000000004	0	0
06087	0.0	0	0
06089	0.0	0	0
51139	34.899648	0	0
12053	0.0	0	0
12107	0.0	0	0
06045	0.0	0	0
13121	0.0	0	0
16071	2.889012	0	0
17065	3.125263	0	0
55031	5.13822	0	0
17177	32.62453	0	0
17187	10.97642	0	0
17195	27.010135	0	0
19099	22.952491	0	0
19115	4.584051	0	0
56005	35.03437	0	0
18015	20.793343999999998	1	0
56041	18.7731	0	0
48439	0.0	0	0
18091	0.0	0	0
25001	0.0	0	0
08019	10.750168	0	0
13029	18.655746	0	0
13281	12.530479	2	0
40103	11.52482	0	0
19189	3.246416	0	0
40123	26.95002	0	0
31067	5.3391839999999995	0	0
27095	13.2295	0	0
27145	0.0	0	0
29059	18.163543999999998	0	0
30041	15.020589000000001	0	0
30073	2.229444	1	0
34019	0.0	0	0
38053	14.277584000000001	0	0
34017	0.0	0	0
46057	0.0	0	0
47047	22.21271	0	0
39053	0.0	0	0
39073	6.5637	1	0
39135	8.896783	0	0
53077	0.0	0	0
36059	0.0	0	0
40055	5.040738	0	0
47121	27.123508	0	0
47139	16.245744000000002	1	0
48053	21.6172	0	0
41007	20.987792	0	0
41027	19.852956	1	0
41029	0.0	0	0
41063	3.119002	0	0
42051	0.0	0	0
42057	23.900952	0	0
48031	5.664251999999999	0	0
48107	0.610827	0	0
48123	11.874576	0	0
48153	0.669848	1	0
28099	20.331813	0	0
28101	14.818536	0	0
29031	38.97567	0	0
30061	0.74374	0	0
29207	30.076928	0	0
31063	0.0	0	0
31161	0.5024460000000001	0	0
34037	0.0	0	0
36017	11.38002	0	0
36113	27.543803	0	0
37009	36.463644	0	0
37107	9.260496000000002	0	0
38057	2.1209	0	0
33017	0.0	0	0
34033	0.0	0	0
36011	10.522224000000001	0	0
36025	24.325091999999998	0	0
46055	0.0	0	0
36037	8.991752	0	0
39081	0.0	0	0
37007	33.501545	1	0
37037	0.0	0	0
37067	0.0	0	0
37105	0.0	0	0
42055	0.0	0	0
42081	10.619484000000002	0	0
42093	17.591920000000002	1	0
42099	12.652391999999999	0	0
42103	7.37541	0	0
45009	21.084623999999998	0	0
45013	0.0	0	0
45017	17.902892	1	0
45065	4.0485500000000005	3	0
45073	13.992046	0	0
38069	0.0	2	0
38099	1.563324	0	0
46033	1.9048220000000002	0	0
46061	0.0	0	0
46063	0.0	0	0
46075	0.0	1	0
46107	0.0	1	0
47039	19.405195000000003	0	0
47083	20.243651999999997	0	0
39017	0.0	0	0
39019	28.003608	1	0
39029	0.0	0	0
39065	21.088152	0	0
39067	16.380273	1	0
39089	0.0	0	0
39095	0.0	0	0
39115	18.273848	2	0
39167	19.664659	0	0
40003	0.951733	0	0
40005	16.038162	0	0
40039	27.914226999999997	0	0
47135	16.054354	0	0
47161	20.362587	0	0
47173	5.920798	0	0
47175	7.259736	2	0
48023	0.0	2	0
48027	0.0	0	0
48035	11.943925	1	0
48055	28.630992	0	0
48063	6.094895999999999	1	0
48091	10.497565	0	0
40113	15.257394000000001	0	0
40115	27.37764	0	0
40141	2.654808	1	0
40143	0.0	0	0
40151	3.389232	1	0
41017	0.0	0	0
41055	1.21924	1	0
41059	6.88645	0	0
42007	0.0	0	0
48041	0.0	0	0
48103	0.79475	1	0
48137	0.0	0	0
48143	29.7815	0	0
48183	10.436076000000002	0	0
48189	22.797922	0	0
45059	0.0	0	0
48191	0.0	1	0
48205	1.302444	1	0
48211	0.6324339999999999	1	0
48215	0.0	0	0
48225	17.961724	0	0
48227	19.6959	0	0
40009	23.21676	0	0
40031	0.0	0	0
40049	34.50732	0	0
40079	20.21418	0	0
40089	30.228534	0	0
40145	0.0	0	0
41009	13.988674	0	0
41021	0.0	0	0
41037	10.50192	0	0
41043	0.0	0	0
41045	34.128251	0	0
48243	0.0	0	0
48283	2.4790080000000003	2	0
48295	0.547561	1	0
48305	0.766652	1	0
48321	27.988860000000003	0	0
48347	46.873425	0	0
48373	4.9621770000000005	0	0
48381	11.964005	0	0
48387	9.501339999999999	0	0
48393	0.0	0	0
48403	5.1250919999999995	0	0
48413	0.0	1	0
48417	1.1022750000000001	3	0
48421	0.0	1	0
48435	0.0	1	0
48437	3.039356	0	0
48441	0.0	0	0
42001	35.413532000000004	0	0
42013	0.0	0	0
42015	30.223367999999997	0	0
42019	0.0	0	0
42025	0.0	0	0
42027	27.363756000000002	0	0
42109	28.768864	0	0
42119	30.346191	0	0
42123	38.702760999999995	0	0
44005	0.0	0	0
45043	0.0	0	0
01015	0.0	0	0
01007	23.875802999999998	0	0
01009	9.46144	0	0
01013	19.241509999999998	0	0
01025	22.371303	0	0
46003	0.0	1	0
46015	0.0	1	0
46031	0.0	4	0
46039	0.42091	0	0
46047	3.193634	0	0
46071	0.0	2	0
46073	0.0	0	0
46077	0.42533399999999993	1	0
46099	0.0	0	0
46103	10.048423999999999	0	0
47007	26.410923	0	0
47057	13.951511000000002	0	0
51061	0.0	0	0
51075	32.985818	0	0
51081	19.603911	1	0
51093	29.379165999999998	0	0
51109	8.759868	0	0
51117	29.561025	0	0
51119	15.5975	0	0
51147	27.52974	0	0
51153	0.0	0	0
51159	12.429739	0	0
51163	25.979550000000003	0	0
51165	32.246445	0	0
51181	6.521634	0	0
51193	31.983686999999996	0	0
51550	0.0	0	0
51600	25.618906	0	0
51610	4.060266	0	0
51630	16.22956	0	0
51650	0.0	0	0
51680	0.0	0	0
51710	0.0	0	0
01031	32.880975	0	0
01035	16.131427000000002	0	0
01057	24.15508	0	0
01059	23.603055	0	0
01067	13.356734	0	0
01083	45.05295	0	0
01089	0.0	0	0
01109	23.799489	0	0
01115	0.0	0	0
01127	0.0	0	0
02050	19.356642	0	0
02063	0.0	0	0
02100	0.54496	0	0
02105	0.565235	1	0
02158	0.0	0	0
02282	0.0	1	0
04001	9.90315	0	0
04019	0.0	0	0
04025	0.0	0	0
04027	0.0	0	0
01037	6.710002	0	0
01045	25.600194	0	0
01055	0.0	0	0
01063	1.32183	0	0
01065	9.684175	0	0
01069	0.0	0	0
01099	25.130212	0	0
01101	0.0	0	0
02068	0.0	1	0
02110	10.611895	0	0
02130	18.467152000000002	0	0
02290	4.210284	1	0
04009	30.903466	0	1
51195	33.38412	0	0
51530	7.471125	0	0
51570	19.95066	1	0
51685	20.766113999999998	0	0
51800	0.0	0	0
51840	32.42236	0	0
53001	18.13944	0	0
53023	0.0	0	0
53025	0.0	0	0
53031	22.160544	0	0
53043	10.321323999999999	0	0
53049	40.117705	0	0
53053	0.0	0	0
53057	0.0	0	0
53061	0.0	0	0
54005	0.0	0	0
48149	18.13077	0	0
48157	0.0	0	0
48181	0.0	0	0
48185	23.355864	0	0
48229	0.6852279999999998	1	0
48235	0.0	1	0
48253	15.573096	0	0
48255	7.6492	0	0
48279	9.588075	0	0
51173	22.9758	0	0
48297	3.28715	0	0
48307	1.20554	1	0
48341	17.492202	0	0
48343	6.34569	1	0
48345	0.0	0	0
05015	30.492539999999998	0	0
05021	14.813936	0	0
05031	21.245120999999997	0	0
05053	14.186819999999999	0	0
05055	34.210528	0	0
05057	12.620885000000001	0	0
05083	18.257184	0	0
05095	4.6437170000000005	0	0
05125	0.0	0	0
05147	2.156536	0	0
06001	0.0	0	0
06007	0.0	0	0
06015	22.693773999999998	0	0
06021	6.014736	0	0
06025	0.0	0	0
06029	0.0	0	0
06069	19.070073	0	0
05009	34.75689	0	0
05075	12.210648	0	0
05111	27.14463	0	0
05123	22.37421	0	0
06041	0.0	0	0
54071	9.411076000000001	0	0
54097	39.77272	1	0
54101	12.642402	2	0
54107	0.0	0	0
54109	0.0	0	0
55057	30.405084000000002	0	0
55059	0.0	0	0
55067	19.140162	0	0
55085	32.887305	0	0
55087	0.0	0	0
55091	1.8807260000000001	2	0
55103	15.712032	0	0
55107	12.783388000000002	0	0
06095	0.0	0	0
06105	15.789760000000001	3	0
06109	9.12168	0	0
08015	23.410152000000004	0	0
08027	1.5617280000000002	1	0
08041	0.0	0	0
08049	11.740599	0	0
08089	25.11936	0	0
08119	31.974739999999997	0	0
12001	0.0	0	0
06085	0.0	0	0
06101	9.863667000000001	0	0
06115	0.0	0	0
08009	1.465508	2	0
08025	4.980402	0	0
08037	43.358717999999996	0	0
08095	0.0	3	0
51137	5.836894	0	0
51187	7.086498	0	0
51670	6.7486690000000005	0	0
51730	0.0	0	0
51735	16.53442	0	0
51820	26.457632	0	0
53069	4.081506	0	0
12057	0.0	0	0
12059	23.642559000000002	0	0
12077	7.296209999999999	0	0
12081	0.0	0	0
12099	0.0	0	0
12105	0.0	0	0
13019	20.77504	0	0
13027	10.220727	1	0
13039	27.219696	0	0
13043	10.21233	0	0
13059	0.0	0	0
13065	6.364307	0	0
13073	0.0	0	0
13079	13.39152	0	0
13099	7.565238	0	0
12083	0.0	0	0
12103	0.0	0	0
12115	0.0	0	0
13011	28.585475	0	0
13017	17.79579	0	0
13047	0.0	0	0
13087	25.431822000000004	0	0
46025	0.0	2	0
46121	1.11828	3	0
47017	35.6922	0	0
51091	0.0	0	0
51183	12.095993	2	0
01107	18.16685	0	0
04012	13.940994	0	0
01077	9.543527999999998	0	0
04007	0.0	0	0
48187	0.0	0	0
48265	25.404834	0	0
12131	0.0	0	0
05017	9.758848	0	0
05025	3.54095	0	0
05073	1.816704	0	0
05097	3.26634	1	0
05145	0.0	0	0
06051	12.047035	2	0
54063	26.274248	0	0
08107	24.953145	0	0
53075	35.212182	0	0
12029	17.93213	0	0
12063	34.637508	0	0
12065	15.11942	0	0
12069	0.0	0	0
12086	0.0	0	0
13055	38.99533	0	0
13063	0.0	0	0
13101	1.7301959999999998	0	0
13117	0.0	0	0
54033	0.0	0	0
54041	31.834677000000003	0	1
54057	18.398654	0	0
42041	0.0	0	0
48017	2.644232	1	0
37055	12.329609999999999	0	0
48067	26.006956	0	0
40121	5.515397999999999	0	0
42079	0.0	0	0
46129	1.14804	1	0
02122	8.23186	0	0
