-- S14 FracFocus water rows joined to their disclosure: operator, place, total base water gallons
WATER_SOURCE_ID | DISCLOSURE_ID | API_NUMBER | STATE_NAME | COUNTY_NAME | OPERATOR_NAME | W_OPERATOR | WELL_NAME | DESCRIPTION | PERCENT | TOTAL_BASE_WATER_VOLUME | TOTAL_BASE_NON_WATER_VOLUME | TVD | FF_VERSION | FEDERAL_WELL | INDIAN_WELL | LATITUDE | LONGITUDE
1b5aeadb-10e5-45f8-8c7d-356f6a8b96ce | 00136255-281c-4db1-baa3-e57d898c954d | 42329476020000 | Texas | Midland | Apache Corporation | Apache Corporation | BUSBY 13HS | Produced Water | 81.40000000 | 17446884.0000 | 0.0000 | 8725.0000 | 4 | False | False | 31.70688200 | -102.22155400
430ec1d3-631b-41d4-9be9-3014360a56a6 | 001d139a-8f42-4f45-ae0a-30ef35727cf5 | 30015565710000 | New Mexico | Eddy | XTO Energy/ExxonMobil | XTO Energy/ExxonMobil | Corral 22-34 Fed Com 402H | Produced Water | 100.00000000 | 25765522.0000 | 0.0000 | 9466.3875 | 4 | True | False | 32.12107100 | -103.96894800
36eb0762-0d81-428d-8a7b-50bb3bc5240e | 001ec05e-cfae-4923-8ebe-b3c3bab79123 | 30015543060000 | New Mexico | Eddy | Matador Production Company | Matador Production Company | SIMON CAMAMILE 0206 FEDERAL COM #121H | Produced Water | 100.00000000 | 23589701.3110 | 0.0000 | 8427.4000 | 4 | True | False | 32.51787800 | -104.06375000
7ed606f6-8237-451a-91c5-5966cc6f6fe5 | 00214caa-4700-4cfb-9b0b-7217a9455603 | 42123355160000 | Texas | DeWitt | ConocoPhillips Company/Burlington Resources | ConocoPhillips Company/Burlington Resources | Schendel A-303 No 2 5 | Surface Water, < 1000TDS | 100.00000000 | 11995620.0000 | 0.0000 | 12747.0000 | 4 | False | False | 29.19166700 | -97.40746700
31951663-e0a7-42f6-a798-2fd019377218 | 002371b0-99ee-4da3-89c5-1a0f3582c751 | 30015562900000 | New Mexico | Eddy | MEWBOURNE OIL COMPANY | MEWBOURNE OIL COMPANY | LAYLA 26/35 FEE 561H (H3DM) | Produced Water | 100.00000000 | 27301722.0000 | 0.0000 | 8771.0000 | 4 | False | False | 32.28470800 | -104.06578800
b8fd0587-0ba8-4adb-abd4-34c7fa21680e | 002d1d82-9cd6-44ae-8127-eb4ac853d978 | 42495349330000 | Texas | Winkler | Basin Oil and Gas Operating, LLC | Basin Oil and Gas Operating, LLC | WE Baird 1306 | Groundwater, > 1000TDS | 100.00000000 | 163506.0000 | 0.0000 | 5838.0000 | 4 | False | False | 31.90387500 | -103.07664800
0748c7aa-3548-458d-8948-aa541a000f8b | 0031bb18-c69a-424f-99b4-4294d41c8062 | 33025049940000 | North Dakota | Dunn | ConocoPhillips Company/Burlington Resources | ConocoPhillips Company/Burlington Resources | KEENE 14-35TFH | Groundwater, < 1000TDS | 100.00000000 | 6422358.0000 | 0.0000 | 11329.0000 | 4 | False | False | 47.50314800 | -103.00590000
d4397716-71fd-438f-97a7-4431135511d9 | 0034823a-b442-4e2f-8022-f06a6c156708 | 42211356750000 | Texas | Hemphill | MEWBOURNE OIL COMPANY | MEWBOURNE OIL COMPANY | Elmer Sparks-Bussard 63 A #C001NC | Groundwater, < 1000TDS | 100.00000000 | 5491626.0000 | 0.0000 | 8790.0000 | 4 | False | False | 36.02433300 | -100.28308400
8a578226-3ad4-4cfe-9d53-bc10a8a37cf4 | 00384454-c45b-49ab-b2be-6806853d14a0 | 47061019200000 | West Virginia | Monongalia | Northeast Natural Energy LLC | Northeast Natural Energy LLC | Sullivan 9H | Groundwater, < 1000TDS | 100.00000000 | 24169256.0000 | 0.0000 | 8212.6830 | 4 | False | False | 39.61476100 | -80.22319900
a9afbac6-0cd3-4352-8930-22f94db2d95c | 003995df-279b-4a97-ace3-b50139097698 | 42461426870000 | Texas | Upton | FireBird Energy II LLC | FireBird Energy II LLC | Cindy 2413 A 401H | Produced Water | 100.00000000 | 27864228.0000 | 0.0000 | 8402.0000 | 4 | False | False | 31.52765400 | -102.21961300
32605b48-f726-4da6-b313-643a170214ac | 003b08c3-30a9-4801-90c0-3f7361778731 | 33105064790000 | North Dakota | Williams | Hess Corporation | Hess Corporation | SC-Bingeman- 154-98-0904H-10 | Produced Water | 1.96000000 | 6327864.0000 | 0.0000 | 11151.1270 | 4 | False | False | 48.16989800 | -103.29091500
b84f8fe5-0ebb-4e8a-b925-fc97dba58313 | 003b08c3-30a9-4801-90c0-3f7361778731 | 33105064790000 | North Dakota | Williams | Hess Corporation | Hess Corporation | SC-Bingeman- 154-98-0904H-10 | Groundwater, < 1000TDS | 98.04000000 | 6327864.0000 | 0.0000 | 11151.1270 | 4 | False | False | 48.16989800 | -103.29091500
93228505-f797-4f34-9009-a5e71a92ade4 | 0043623e-b6f9-4a9c-aa6f-0e771d43e9b3 | 42255381780000 | Texas | Karnes | ConocoPhillips Company/Burlington Resources | ConocoPhillips Company/Burlington Resources | TENNANT UNIT A 3 | Groundwater, > 1000TDS | 100.00000000 | 10653510.0000 | 0.0000 | 12049.0000 | 4 | False | False | 28.97674200 | -97.80395600
c8208625-61ac-4274-b684-a0f2395d878e | 00451b66-5c9f-43ac-b729-5e5955ddae97 | 42487333400000 | Texas | Wilbarger | W.T. Waggoner Estate | W.T. Waggoner Estate | Waggoner Grayback SE 203SE | Groundwater, < 1000TDS | 100.00000000 | 20748.0000 | 0.0000 | 4257.0000 | 4 | False | False | 33.93779000 | -99.08448000
8d57e8f8-a226-4b83-9290-50f632fe3c4f | 0045a84b-dee9-4f6a-941f-22cc360cd177 | 42255379110000 | Texas | Karnes | ConocoPhillips Company/Burlington Resources | ConocoPhillips Company/Burlington Resources | San Christoval 1 | Groundwater, < 1000TDS | 100.00000000 | 11345070.0000 | 0.0000 | 11852.0000 | 4 | False | False | 28.76085800 | -98.05358900
3cf5afda-d1bb-492d-ad04-1bee7769c98f | 004cbbcc-82e1-432b-9ab4-912aa76dd19a | 34121246830000 | Ohio | Noble | Ascent Resources - Utica, LLC | Ascent Resources - Utica, LLC | RUBY OPAL SE SNC NB 6H | Produced Water | 14.02000000 | 30362698.0000 | 0.0000 | 8082.0100 | 4 | True | False | 39.83842000 | -81.39336500
42ce587f-3e04-4d80-adb7-88ae0c86899c | 004cbbcc-82e1-432b-9ab4-912aa76dd19a | 34121246830000 | Ohio | Noble | Ascent Resources - Utica, LLC | Ascent Resources - Utica, LLC | RUBY OPAL SE SNC NB 6H | Groundwater, < 1000TDS | 85.98000000 | 30362698.0000 | 0.0000 | 8082.0100 | 4 | True | False | 39.83842000 | -81.39336500
b70c6a34-087b-47c5-8c51-265e8224b700 | 004f0e6c-5043-42d6-a2c2-32e4c5b1bc80 | 30025549000000 | New Mexico | Lea | Matador Production Company | Matador Production Company | BLUE CHIP 14 FEDERAL COM #553H | Surface Water, < 1000TDS | 100.00000000 | 20926164.0000 | 0.0000 | 11286.0000 | 4 | True | False | 32.48867900 | -103.64315100
7183f9c2-3697-42c3-b467-2a9d031a1bf9 | 005061df-4aaa-4fd2-a80d-a34dc8a8240e | 35045239420000 | Oklahoma | Ellis | Valpoint Operating, LLC | Valpoint Operating, LLC | SHREWDER TRUST 22-15-10 1H | Surface Water, < 1000TDS | 100.00000000 | 13019237.0000 | 756259.0000 | 9579.0000 | 4 | False | False | 36.01095300 | -99.63532900
7d6b19ef-7d66-4899-a9e8-46ae8bf5770c | 005299d3-82a2-4d43-ae85-ebaf9037db6b | 30025527990000 | New Mexico | Lea | Matador Production Company | Matador Production Company | PIMENTO 26 36 03 FEDERAL COM #106H | Produced Water | 100.00000000 | 27537678.0006 | 0.0000 | 11277.0000 | 4 | True | False | 32.07913800 | -103.25143100
dd6ab4d7-3ab8-4313-a35d-b02bbd82ae01 | 00562a10-285b-4045-b665-ec76c21d7b64 | 37015239370000 | Pennsylvania | Bradford | Chesapeake Operating, Inc. | Chesapeake Operating, Inc. | Brown Homestead 126HC | Groundwater, < 1000TDS | 100.00000000 | 34102698.0000 | 0.0000 | 7184.0000 | 4 | False | False | 41.66032000 | -76.24590000
1d039599-b68c-4caa-aa33-e973ff559ae5 | 00568667-ccd3-4ad4-8751-a996cdf1a1ee | 05123522000000 | Colorado | Weld | Bayswater Exploration & Production, LLC | Bayswater Exploration & Production, LLC | ONYX FEDERAL  4 | Groundwater, < 1000TDS | 100.00000000 | 24762694.0000 | 0.0000 | 7411.0000 | 4 | False | False | 40.55186000 | -104.75318800
0979cf9a-5100-4d72-b33c-dbacae877b6c | 0058d574-82e4-4136-b92c-a763ca8a2e30 | 42461426680000 | Texas | Upton | Diamondback E&P LLC | Diamondback E&P LLC | NEFF EAST N 9 45  2814H | Groundwater, < 1000TDS | 40.00000000 | 29677854.3606 | 0.0000 | 8909.0000 | 4 | False | False | 31.59143200 | -102.07830000
4028491c-802d-4093-80f1-88470f4b8390 | 0058d574-82e4-4136-b92c-a763ca8a2e30 | 42461426680000 | Texas | Upton | Diamondback E&P LLC | Diamondback E&P LLC | NEFF EAST N 9 45  2814H | Produced Water | 60.00000000 | 29677854.3606 | 0.0000 | 8909.0000 | 4 | False | False | 31.59143200 | -102.07830000
c97a4dfc-68c2-4bc8-a92e-071091f2aa5c | 00593bd1-4c19-4c98-9940-1aa441c1640c | 37015239000000 | Pennsylvania | Bradford | Chesapeake Operating, Inc. | Chesapeake Operating, Inc. | Driscoll 101HC | Groundwater, < 1000TDS | 100.00000000 | 35968002.0000 | 0.0000 | 8766.0000 | 4 | False | False | 41.60525000 | -76.56753000
baefd89a-9161-4290-bea3-54897bc00771 | 005c34ef-6fff-46ad-b0e5-e95371acb4fd | 42461431020000 | Texas | Upton | Summit Petroleum LLC | Summit Petroleum LLC | KYLIE 11 22BU | Surface Water, < 1000TDS | 100.00000000 | 22982064.0000 | 0.0000 | 9085.0000 | 4 | False | False | 31.39829800 | -102.12883700
0989fa16-4968-4fa1-b8a6-f2aad92e2e54 | 00608304-af20-40d1-b42c-4653f65d606d | 42329467000000 | Texas | Midland | DE IV Operating LLC | DE IV Operating LLC | Marion West A 36-25 6201H | Groundwater, > 1000TDS | 100.00000000 | 23027760.0000 | 0.0000 | 10186.0000 | 4 | False | False | 31.83880000 | -101.79742000
58c06683-10f0-4b05-b807-764e490af4a6 | 00657353-c66d-4081-9fcf-c64e11950cee | 30025536410000 | New Mexico | Lea | MEWBOURNE OIL COMPANY | MEWBOURNE OIL COMPANY | SPANISH BAY 18 19 FEDERAL COM #416H (B1BO) | Produced Water | 100.00000000 | 21148218.0000 | 0.0000 | 9128.0000 | 4 | True | False | 32.66700000 | -103.69859200
3c95d4ca-2407-45d8-ba31-92d97a4c6e3c | 006767a8-8379-46bb-bda1-3b7d82040503 | 42365314610000 | Texas | Panola | SHERIDAN PRODUCTION CO III, LLC | SHERIDAN PRODUCTION CO III, LLC | Hull A-16 Unit A 27 | Groundwater, < 1000TDS | 100.00000000 | 23343.0000 | 230.0000 | 6083.0000 | 4 | False | False | 32.14867400 | -94.22365300
6e29b89f-efb3-4b4a-8966-6b698e4c2a78 | 0074780c-f08a-430e-82c2-a37802b65c5f | 34111249890000 | Ohio | Monroe | Southwestern Energy | Southwestern Energy | EMERSON BELLE B UP MNR 3H | Produced Water | 16.50000000 | 37755066.0000 | 224014.0000 | 9990.0000 | 4 | False | False | 39.73511100 | -81.01646500
fc103d45-d864-4dca-bfe6-8aaa525528ec | 0074780c-f08a-430e-82c2-a37802b65c5f | 34111249890000 | Ohio | Monroe | Southwestern Energy | Southwestern Energy | EMERSON BELLE B UP MNR 3H | Surface Water, < 1000TDS | 83.50000000 | 37755066.0000 | 224014.0000 | 9990.0000 | 4 | False | False | 39.73511100 | -81.01646500
96a20210-3122-4e7c-afba-d441ccd676f4 | 00786879-53c1-4a97-a8d5-f49e20cd9713 | 42255369970000 | Texas | Karnes | ConocoPhillips Company/Burlington Resources | ConocoPhillips Company/Burlington Resources | HAR-REYNOLDS A USW E 1 | Groundwater, < 1000TDS | 100.00000000 | 5284944.0000 | 0.0000 | 12842.0000 | 4 | False | False | 28.91975000 | -97.81228900
ce233e59-a420-4a0f-aa95-85680d6446ae | 007e343e-f9f3-4eb7-9d0b-21de44f76453 | 42123354360000 | Texas | DeWitt | ConocoPhillips Company/Burlington Resources | ConocoPhillips Company/Burlington Resources | GUNN-WEIGELT USW F 1 | Groundwater, < 1000TDS | 100.00000000 | 18617356.0000 | 0.0000 | 12469.0000 | 4 | False | False | 29.30999400 | -97.33767500
5cd2c0df-4e00-4cc0-8032-6f43bff489aa | 00816e8e-d9be-4a1d-b0d9-e2f2d722e094 | 42475387140000 | Texas | Ward | Callon Petroleum Operating Company | Callon Petroleum Operating Company | Winchester A7 33SB | Produced Water | 40.00000000 | 27263797.0000 | 0.0000 | 10703.0000 | 4 | False | False | 31.48908600 | -103.27023700
8b50cf42-9f72-4b80-9835-79f3a629af41 | 00816e8e-d9be-4a1d-b0d9-e2f2d722e094 | 42475387140000 | Texas | Ward | Callon Petroleum Operating Company | Callon Petroleum Operating Company | Winchester A7 33SB | Groundwater, < 1000TDS | 60.00000000 | 27263797.0000 | 0.0000 | 10703.0000 | 4 | False | False | 31.48908600 | -103.27023700
b4495254-43a1-4879-9081-21001501684a | 0083c8b1-b796-41b1-b379-f95901050939 | 35051252130000 | Oklahoma | Grady | Continental Resources, Inc | Continental Resources, Inc | Strauss 1-16-28XHW | Surface Water, < 1000TDS | 100.00000000 | 38899056.0000 | 0.0000 | 15910.0000 | 4 | False | False | 35.15875900 | -98.03968500
913a8594-9cce-4897-bd32-38efa2b886c9 | 008881a0-c502-4da0-8cc5-4a9255898e90 | 30015564760000 | New Mexico | Eddy | MEWBOURNE OIL COMPANY | MEWBOURNE OIL COMPANY | BONANZA 22/15 FED COM 552H (H3ED) | Produced Water | 100.00000000 | 20223714.0000 | 0.0000 | 8598.0000 | 4 | True | False | 32.11530000 | -104.08134400
12ec9519-908c-4ffc-bc4b-3eadc6d08967 | 008f3daf-cc70-4365-a75d-bcf3cfdf3375 | 17081218940000 | Louisiana | Red River | Expand Operating LLC | Expand Operating LLC | COATS 12&36 11-10 1HC | Groundwater, < 1000TDS | 100.00000000 | 31744608.0000 | 0.0000 | 12793.0000 | 4 | False | False | 31.95566700 | -93.34566500
203f1243-6518-4d18-8042-11dd521c8b07 | 0090a056-548d-41ef-83a6-1aa269b24748 | 30025535730000 | New Mexico | Lea | Kaiser-Francis Oil Company | Kaiser-Francis Oil Company | Bell Lake Unit North 618H | Groundwater, > 1000TDS | 100.00000000 | 21801617.0000 | 0.0000 | 8971.2788 | 4 | False | False | 32.31385000 | -103.48735700
5db90bd2-0736-420f-ab93-b4e408796777 | 00945004-f784-4cf2-aa64-679c999d3a83 | 42389413780000 | Texas | Reeves | MEWBOURNE OIL COMPANY | MEWBOURNE OIL COMPANY | BEDFORD SIZZLER 7-18 W102CN | Groundwater, > 1000TDS | 100.00000000 | 26080614.0000 | 0.0000 | 9986.0000 | 4 | False | False | 31.75177300 | -104.00047600
85b13da1-ebcf-4061-9fd2-9902ecc4ddd4 | 009ce243-1a21-41b4-aab5-fc15ec1a4a1e | 05123456650000 | Colorado | Weld | EXTRACTION OIL & GAS LLC | EXTRACTION OIL & GAS LLC | JESSER EAST 3E-20-01 | Groundwater, < 1000TDS | 100.00000000 | 16383308.0000 | 0.0000 | 7145.0000 | 4 | False | False | 40.34171200 | -104.99670900
7a55c2a3-b465-4222-a13a-e57be6fd8182 | 00a2ed05-a9d0-4fbb-9f71-269f31e8a335 | 42475388260000 | Texas | Ward | Jetta Operating Company, Inc | Jetta Operating Company, Inc | Worsham 42 #49 | Groundwater, < 1000TDS | 100.00000000 | 2517419.0000 | 0.0000 | 6890.0000 | 4 | False | False | 31.44845600 | -103.41927600
bda330d9-67eb-485b-ae25-6273c299cf89 | 00b40af2-fdfe-41f0-8dac-359b215fc6c7 | 42389405300000 | Texas | Reeves | BPX Operating Company | BPX Operating Company | STATE PROJECTS 57 T2 47X38 B314H | Produced Water | 100.00000000 | 16172861.0000 | 0.0000 | 9170.0000 | 4 | False | False | 31.79576600 | -103.92724600
ecb7c593-c4a6-4fe1-b73a-f6b7f26995a0 | 00b9cccd-e7e8-402b-8f33-2b00711c0bc2 | 42123354240000 | Texas | DeWitt | Devon Energy Production Company L. P. | Devon Energy Production Company L. P. | POKLUDA A BYERLY A SA 6  6H | Groundwater, < 1000TDS | 100.00000000 | 24319753.0000 | 0.0000 | 13775.0000 | 4 | False | False | 28.98740000 | -97.64349000
90c086c2-f761-4739-aadd-660688494e4d | 00bb26ae-e97e-4f12-9e97-8c11a2115beb | 37019228140000 | Pennsylvania | Butler | XTO Energy/ExxonMobil | XTO Energy/ExxonMobil | Bachelder 4HU | Groundwater, < 1000TDS | 100.00000000 | 19316430.0000 | 0.0000 | 11011.0700 | 4 | False | False | 40.79610000 | -79.88194700
ae169fcb-8be9-4148-bcf7-4168e9f09216 | 00c1f84d-44b2-498b-bf8c-6e265d3957ef | 42329470640000 | Texas | Midland | COG Operating LLC | COG Operating LLC | MCC HZ UNIT  1107AH | Produced Water | 100.00000000 | 18797602.0000 | 0.0000 | 9481.7900 | 4 | True | False | 32.07005900 | -102.09979000
944e23c1-ef92-4fcf-86e3-2e04face2477 | 00c7bb06-2e64-4ab1-99af-a7a3b55ab51c | 42255361380000 | Texas | Karnes | Magnolia Oil & Gas LLC | Magnolia Oil & Gas LLC | Yanta Et Al Unit 116H | Surface Water, < 1000TDS | 100.00000000 | 11257260.0000 | 0.0000 | 10016.0000 | 4 | False | False | 29.01778200 | -97.84042700
cf11451f-445e-4563-b824-c97e38603555 | 00c8451e-86a1-4020-ba35-3d533ebc487b | 42475387160000 | Texas | Ward | Sundown Energy L.P. | Sundown Energy L.P. | Hutchings Stock Association 3114 | Surface Water, < 1000TDS | 100.00000000 | 593250.0000 | 47736.0000 | 10372.0000 | 4 | False | False | 31.56323400 | -102.99774800
153c4939-fe1d-4a0b-945b-ae844b591f19 | 00c87901-9c5d-4d14-b3af-284f27f53e73 | 42109340270000 | Texas | Culberson | Chevron USA Inc. | Chevron USA Inc. | DR STATE WISE UNIT 1 0405WA | Produced Water | 100.00000000 | 28459494.0000 | 0.0000 | 8076.0000 | 4 | False | False | 31.97073800 | -104.32596000
808b69e7-56f6-4ec7-aef8-99eade9c67a4 | 00cc7e39-5326-40dd-a352-671440319e21 | 17017369050000 | Louisiana | Caddo | Trinity Operating (USG), LLC | Trinity Operating (USG), LLC | Panta 34-27-22HC 2-Alt | Surface Water, < 1000TDS | 100.00000000 | 44725338.0000 | 0.0000 | 10687.0000 | 4 | False | False | 32.59291300 | -93.99348500
2eaff4aa-5a6d-4613-aefb-61358e5d2354 | 00d46b42-5a06-4d25-95a5-68a74d1c2c16 | 42461425890000 | Texas | Upton | COG Operating LLC | COG Operating LLC | SINCLAIR 57 H7 606LH | Groundwater, < 1000TDS | 43.30000000 | 10829700.0000 | 0.0000 | 8862.0000 | 4 | False | False | 31.62613500 | -102.12525100
9f2b39bb-8538-4d28-b744-b91b96233d50 | 00d46b42-5a06-4d25-95a5-68a74d1c2c16 | 42461425890000 | Texas | Upton | COG Operating LLC | COG Operating LLC | SINCLAIR 57 H7 606LH | Produced Water | 56.70000000 | 10829700.0000 | 0.0000 | 8862.0000 | 4 | False | False | 31.62613500 | -102.12525100
71dad023-bbcd-48a0-86fe-b8f15b928227 | 00d65567-f629-4126-816a-c72e1f4e9172 | 35053224930000 | Oklahoma | Grant | Gilliland Oil & Gas, Inc. | Gilliland Oil & Gas, Inc. | Jocye 1-3 | Groundwater, < 1000TDS | 100.00000000 | 19068.0000 | 0.0000 | 4340.0000 | 4 | False | False | 36.93211500 | -97.94589400
dffdb11d-74db-4405-958b-f11158b3bfe1 | 00d82b2a-55ff-4474-a588-06806b02db4c | 42255381530000 | Texas | Karnes | Marathon Oil | Marathon Oil | Davis Mensik SA1 1H | Surface Water, < 1000TDS | 100.00000000 | 22760808.0000 | 0.0000 | 13171.0000 | 4 | False | False | 28.83964100 | -97.81227600
22f24e45-7a32-4866-b4e9-96b918d959fa | 00dbf45b-c3f1-4993-ba43-ca37bd450cb0 | 42173390360000 | Texas | Glasscock | OxyRock Operating, LLC | OxyRock Operating, LLC | Saratoga F #15HB | Produced Water | 100.00000000 | 19312776.0000 | 0.0000 | 8758.0000 | 4 | False | False | 31.84727200 | -101.75562100
77bd9a9a-500c-43f1-ad52-f2cddf02c3d8 | 00dd7e40-1721-4c93-85b1-60e6663567fd | 34013215900000 | Ohio | Belmont | Ascent Resources - Utica, LLC | Ascent Resources - Utica, LLC | Rock Ridge SW WRN BL 2H | Produced Water | 18.34000000 | 14850277.0000 | 0.0000 | 8532.0000 | 4 | False | False | 39.99844400 | -81.22735000
bf46c15d-5d14-4fed-8d4e-633bafa242db | 00dd7e40-1721-4c93-85b1-60e6663567fd | 34013215900000 | Ohio | Belmont | Ascent Resources - Utica, LLC | Ascent Resources - Utica, LLC | Rock Ridge SW WRN BL 2H | Groundwater, < 1000TDS | 81.66000000 | 14850277.0000 | 0.0000 | 8532.0000 | 4 | False | False | 39.99844400 | -81.22735000
0b1c4151-da27-4eb8-ba40-c3a17569aab6 | 00de8b3f-d368-4687-b374-de6294092815 | 42329475230000 | Texas | Midland | Diamondback E&P LLC | Diamondback E&P LLC | MARSHALL 34 UNIT C 2WB | Produced Water | 21.00000000 | 21815330.0405 | 0.0000 | 9156.0000 | 4 | False | False | 31.96761600 | -101.88610500
89b780f1-d824-400f-bf56-6ebcd9f25205 | 00de8b3f-d368-4687-b374-de6294092815 | 42329475230000 | Texas | Midland | Diamondback E&P LLC | Diamondback E&P LLC | MARSHALL 34 UNIT C 2WB | Groundwater, < 1000TDS | 79.00000000 | 21815330.0405 | 0.0000 | 9156.0000 | 4 | False | False | 31.96761600 | -101.88610500
98d2ed5a-d858-4445-bad2-2d36aed83686 | 00df557a-706d-4848-9151-52d874556b25 | 30025509010000 | New Mexico | Lea | Cimarex Energy Co. | Cimarex Energy Co. | LOE FED COM 303H | Groundwater, < 1000TDS | 100.00000000 | 6254146.0000 | 0.0000 | 9951.0000 | 4 | False | False | 32.10930000 | -103.31490700
0dee14ee-dbe4-4f5c-a654-b90b0a475bb3 | 00dfaab4-51aa-4ba2-a935-d2f2d38eb80e | 43047566810000 | Utah | Uintah | Finley Resources, Inc. | Finley Resources, Inc. | Ute Tribal 31-01-4-2E | Groundwater, < 1000TDS | 100.00000000 | 27967.0000 | 0.0000 | 6667.0000 | 4 | False | True | 40.10005600 | -109.80202000
3420ef9c-3e1b-4160-81b1-23d96250fd4e | 00e1cf7b-1235-4699-baf5-8a912ac6721d | 42121346130000 | Texas | Denton | BKV Corporation | BKV Corporation | Pool B 10 (AW) 10H | Groundwater, < 1000TDS | 100.00000000 | 12857922.0000 | 0.0000 | 7224.0000 | 4 | False | False | 33.00380200 | -97.39448100
8476971e-b1a9-48e2-91dc-c7e3f5c6b31b | 00e2024a-c2a1-45c2-b13a-688d267055e6 | 42287328180000 | Texas | Lee | Sage Natural Resources | Sage Natural Resources | Jasper EF 2H | Groundwater, < 1000TDS | 100.00000000 | 43757280.0000 | 57504220.0000 | 7133.0000 | 4 | False | False | 30.32385000 | -96.92594000
b6bd2d32-8f4d-4845-a728-0a53501f7e59 | 00e450c7-c4b8-42b2-b90b-3a8628949e10 | 37063375620000 | Pennsylvania | Indiana | Infinity Natural Resources | Infinity Natural Resources | JOST VAN DYKE 3HM | Groundwater, < 1000TDS | 74.33000000 | 21815433.0000 | 0.0000 | 7941.0000 | 4 | False | False | 40.60856000 | -79.36329000
