database,schema,table,column,ordinal,data_type,is_nullable,key_label,tier,spine_wired,has_norm_rule,spine_entity_grain,total_rows,nonnull_after_norm,distinct_after_norm,sample_values,verify_error
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_HARTFO_8A24EA33E4,PRIMARY_SIC_CODE,9,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_CDF9BDC1C8,BUSINESS_UNIT_NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_700A3671CD,S_LASTNAME,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_D078E6F18C,GEOMETRY,13,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_WPA_SLAVE_NARRATIVES,PERSON_NAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,UK_COMPANIES_HOUSE_PSC,COUNTRY_OF_RESIDENCE,9,TEXT,YES,COUNTRY,GEO,False,True,place,15804612.0,13756692.0,4300.0,"['Scotland', 'Italy', 'United Kingdom', 'England', 'Spain']",
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_172A59FDF6,ADDR,3,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_CHICAGO_DATA_POR_26DE83BAF4,ADDRESS,4,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL,recipient_city_name,63,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_795533139C,MATCH_ADDR,6,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_WISCONSIN_OPEN_D_D05399642C,LON,19,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_PCAOB_FORM_AP_FILINGS,SIGNED_LAST_NAME,53,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_6D76BCB39C,GEOMETRY,11,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_CMS_PART_D_PRESCRIBERS,NPI,1,TEXT,YES,NPI,STEEL,True,True,provider,1416883.0,1416883.0,1416883.0,"['1003000423', '1003009986', '1003003609', '1003007345', '1003012022']",
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_RALEIG_5E5B26DC88,NAICS_CODE,65,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_7747EFE139,LONGITUDE,11,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_CONNECTICUT_OPEN_88B075D7AF,COUNTRY_FORMATION,16,TEXT,YES,COUNTRY,GEO,False,True,place,2000.0,2000.0,7.0,"['USA', 'SPAIN', 'DE', 'nan', 'United States']",
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_183E778C9D,ADDR,7,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_VERMONT_OPEN_GEO_DE261D6F8C,NCES_ID,29,TEXT,YES,NCES,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_DIALYSIS,ADDRESS_LINE_1,7,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_03DC194F2A,NAICS_ALL,10,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D,NAICS_DESC,20,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_BA1B037C9E,LOCATION_ZIP,2,TEXT,YES,ZIP,GEO,False,True,place,26.0,26.0,26.0,"['46808', '46952', '46402', '47025', '46805']",
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_0AF7431C6C,ZIP_CODE,9,TEXT,YES,ZIP,GEO,False,True,place,10000.0,10000.0,62.0,"['15204', '15233', '15025', '15139', '15104']",
LIBRARY_RAW,LANDING,FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,LOCAL_CONTROL_REGION_NAME,19,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_5AB7CD31BF,FIPS,5,TEXT,YES,FIPS,GEO,False,True,place,3934.0,3934.0,134.0,"['51730', '51750', 'NA', '51760', '51720']",
LIBRARY_RAW,LANDING,PORTAL_SOC_CHICAGO_DATA_POR_FC19B9A2BE,FULLNAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_1A89F1526C,LATITUDE,57,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_FA5CD1DACF,SHAPE_AREA,6,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_USDA_RD_MFH_ACTIVE_PROJECTS,LATITUDE,4,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_MINNEA_5605A903BD,LATITUDE,17,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_ITIS_KINGDOMS,KINGDOM_NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_5ADD5EAF6A,ZIP,7,TEXT,YES,ZIP,GEO,False,True,place,454.0,454.0,28.0,"['30312', '30317', '30313', '30309', '30315']",
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_92EF0E3576,SHAPE_LE_1,13,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,ASSOCIATED_COVERED_RECIPIENT_PROFILE_ID_2,4,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,COVERED_RECIPIENT_PROFILE_TYPE,1,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_E6366CDFC9,SHAPE__AREA,8,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_99D27E2813,PRIMARY_SIC,8,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.OtherAddresses.OtherAddress.3.PostalCode,96,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_28CF881303,SHAPE__AREA,27,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_ITIS_TAXONOMIC_UNITS,NAME_USAGE,11,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_172A59FDF6,STATE_NAME,5,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_9B3EC4ABB9,NEIGHBORHOOD_NAME,16,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USACE_NID_DAMS,LONGITUDE,19,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,INTL_EURLEX_CELLAR,COUNTRY,11,TEXT,YES,COUNTRY,GEO,False,True,place,53.0,0.0,0.0,[''],
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_52229E2E24,MATCH_ADDR,6,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_9E24E86B9A,POSTAL_CODE,51,TEXT,YES,ZIP,GEO,False,True,place,2.0,1.0,1.0,"['nan', '85726-7210']",
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_F919285F50,COUNTRY,50,TEXT,YES,COUNTRY,GEO,False,True,place,12.0,0.0,0.0,[''],
LIBRARY_RAW,LANDING,PORTAL_ARC_WISCONSIN_OPEN_D_717F8037EB,COUNTY_FIPS,17,TEXT,YES,FIPS,GEO,False,True,place,9.0,9.0,8.0,"['141', '35', '73', '63', '9']",
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_501C20229C,USER_DBA_NAME,5,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7,GEOMETRY,20,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_HISTORIC,DENIAL_REASON_NAME_1,59,NUMBER,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_4145FF0883,ADDRESS,7,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_D044517CB3,HEADQUARTERS_NAME,26,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_WAKE_COUNTY_OPEN_4B425FD089,LOC_NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_ITIS_VERNACULARS,VERNACULAR_NAME,2,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_NID_DAMS,LATITUDE,18,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.TransliteratedOtherAddresses.TransliteratedOtherAddress.2.City,145,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_F9376D5072,ADDRESS,47,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_FA71372C44,ADDRESS,47,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_EPA_NPDES_ICIS_FACILITIES,NPDES_ID,2,TEXT,YES,NPDES_ID,STEEL,True,True,facility,1213737.0,1213737.0,1213737.0,"['KYR10I122', 'NMR05A085', 'LAL036412', 'NMR05A982', 'MDG913256']",
LIBRARY_RAW,LANDING,FED_FDIC_BANK_DATA,DOCKET,46,TEXT,YES,DOCKET,STRONG,False,True,case,27836.0,27836.0,11818.0,"['11045', '1861', '1862', '15425', '2123']",
LIBRARY_RAW,LANDING,FED_NOAA_WEATHER_API,ZIP_CODE,32,TEXT,YES,ZIP,GEO,False,True,place,287.0,0.0,0.0,[''],
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_9CF01A9E6C,PARENT_COMPANY_DB_NUMBER,87,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_2FCD3AEFD6,SHAPE__LENGTH,7,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_DB600D27AE,GEOMETRY,74,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_7BD125DFB0,NAICS_DESC,18,TEXT,YES,NAICS,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_D4BC1D6201,ZIPCODE,1,TEXT,YES,ZIP,GEO,False,True,place,101.0,101.0,101.0,"['78237', '78215', '78269', '78295', '78246']",
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_DD50C64C64,SHAPE__LENGTH,7,TEXT,YES,GEOM,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_77706D86DA,SWC_OPE_CON_LNAME,24,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_E1F71F6EE6,SIC_ALL,18,TEXT,YES,SIC,STRONG,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA,COUNTRY,48,TEXT,YES,COUNTRY,GEO,False,True,place,100.0,100.0,1.0,['USA'],
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_B78655DE4F,ZIP_CODE,7,TEXT,YES,ZIP,GEO,False,True,place,70.0,70.0,48.0,"['15212', '15127', '15207', '15147', '15239']",
LIBRARY_RAW,LANDING,UK_COMPANIES_HOUSE_PSC,NAME_SURNAME,7,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D,LATITUDE,17,TEXT,YES,LATLON,GEO,False,False,place,,,,,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_8A70DE2FB1,MAILING_ADDRESS,2,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_USDA_RD_MFH_ACTIVE_PROJECTS,MAIN_ADDRESS_LINE2,9,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS,RECIPIENT_PRIMARY_BUSINESS_STREET_ADDRESS_LINE2,13,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_WISCONSIN_OPEN_D_601E691159,STATE_FIPS,15,TEXT,YES,FIPS,GEO,False,True,place,1.0,1.0,1.0,['55'],
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_4E05A500E2,LOCALITY_NAME,3,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_SOC_DELAWARE_OPEN_DA_9E200409C5,TECH_NAME,11,TEXT,YES,NAME,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,FED_DOL_OFLC,WORKSITE_POSTAL_CODE_1,53,TEXT,YES,ZIP,GEO,False,True,place,664616.0,594032.0,11755.0,"['95054', '8933', '94080', '97062', '94043']",
LIBRARY_RAW,LANDING,INTL_GLEIF,Entity.TransliteratedOtherAddresses.TransliteratedOtherAddress.1.AdditionalAddressLine.3,131,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7,ADDRESS,6,TEXT,YES,ADDRESS,PROBABILISTIC,False,True,,,,,,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_AD408FDF6D,SHAPE__LENGTH,74,TEXT,YES,GEOM,GEO,False,False,place,,,,,
