id,label,domain,rows,degree,tier,x,y
PORTAL_ARC_HARRIS_COUNTY_OP_28CF881303,Harris County Op 28Cf881303,other,13,68,STRONG,-0.12088435804453647,0.019183623604176685
PORTAL_ARC_HARRIS_COUNTY_OP_2A7A02B1E2,Harris County Op 2A7A02B1E2,other,14,14,STRONG,-0.4770811811135081,0.30552117006282126
PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7,Harris County Op 2D6F9D0Da7,other,2000,35,STRONG,-0.05398281272706911,-0.009591277392535631
PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA,Harris County Op 32D5Ff05Ca,other,100,12,STRONG,-0.3665639628900549,0.23469681711794388
PORTAL_ARC_HARRIS_COUNTY_OP_3304C540B7,Harris County Op 3304C540B7,other,645,40,STRONG,-0.18978268538334095,-0.12403952665925264
PORTAL_ARC_HARRIS_COUNTY_OP_33A3918C80,Harris County Op 33A3918C80,other,363,65,CORROBORATED,-0.14855001985044716,-0.0007315182207027053
PORTAL_ARC_HARRIS_COUNTY_OP_360277F8CB,Harris County Op 360277F8Cb,other,2,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_374D2E791F,Harris County Op 374D2E791F,other,77,95,CORROBORATED,-0.09892411594356056,-0.012679891140393395
PORTAL_ARC_HARRIS_COUNTY_OP_3CFE4113ED,Harris County Op 3Cfe4113Ed,other,2,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_3E1426DF10,Harris County Op 3E1426Df10,other,372,81,STRONG,-0.14620022266828994,-0.02130426323359627
PORTAL_ARC_HARRIS_COUNTY_OP_3E1A188E92,Harris County Op 3E1A188E92,other,642,106,CORROBORATED,-0.08817932903389095,-0.008927465744972841
PORTAL_ARC_HARRIS_COUNTY_OP_3E3BFD2059,Harris County Op 3E3Bfd2059,other,254,22,STRONG,-0.397060421952014,0.2346487240404243
PORTAL_ARC_HARRIS_COUNTY_OP_41FBA6BF22,Harris County Op 41Fba6Bf22,other,15,12,STRONG,-0.5291672814775682,0.34005292139342413
PORTAL_ARC_HARRIS_COUNTY_OP_4E0F396A33,Harris County Op 4E0F396A33,other,755,6,GEO,-0.1712803813626274,-0.1644532989302374
PORTAL_ARC_HARRIS_COUNTY_OP_4F19F66C45,Harris County Op 4F19F66C45,other,56,63,CORROBORATED,-0.09083929823132657,-0.027373627307634058
PORTAL_ARC_HARRIS_COUNTY_OP_510B4A2AB2,Harris County Op 510B4A2Ab2,other,924,93,STRONG,-0.09206282776980232,-0.03949802476348866
PORTAL_ARC_HARRIS_COUNTY_OP_52229E2E24,Harris County Op 52229E2E24,other,488,34,STRONG,-0.19114860772248748,-0.1366009805593317
PORTAL_ARC_HARRIS_COUNTY_OP_58FAB3B4F7,Harris County Op 58Fab3B4F7,other,1022,14,STRONG,-0.5004054158172266,0.3273418092070083
PORTAL_ARC_HARRIS_COUNTY_OP_5AB72D4A23,Harris County Op 5Ab72D4A23,other,526,18,STEEL,-0.11902935523363573,-0.08977525056263319
PORTAL_ARC_HARRIS_COUNTY_OP_6133483DE0,Harris County Op 6133483De0,other,67,46,GEO,-0.13451400497864915,-0.049679487718328974
PORTAL_ARC_HARRIS_COUNTY_OP_619A8F0A78,Harris County Op 619A8F0A78,other,642,106,CORROBORATED,-0.08573062908505076,-0.00839107036330855
PORTAL_ARC_HARRIS_COUNTY_OP_6529979A2A,Harris County Op 6529979A2A,other,214,99,STRONG,-0.11357720518006414,-0.050992798629072356
PORTAL_ARC_HARRIS_COUNTY_OP_672C54ADB5,Harris County Op 672C54Adb5,other,1574,92,STRONG,-0.09684295889641889,-0.03164214209652205
PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7,Harris County Op 6Cdcf96Ca7,other,34,86,STRONG,-0.0849695859055623,0.005156175956041117
PORTAL_ARC_HARRIS_COUNTY_OP_78806A4CF7,Harris County Op 78806A4Cf7,other,35,64,CORROBORATED,-0.1288478545481435,-0.015404064961016328
PORTAL_ARC_HARRIS_COUNTY_OP_795533139C,Harris County Op 795533139C,other,100,12,STRONG,-0.3556122948130573,0.24393865811070492
PORTAL_ARC_HARRIS_COUNTY_OP_8549EC1226,Harris County Op 8549Ec1226,other,1464,99,STRONG,-0.16159724301596334,0.02142773787318966
PORTAL_ARC_HARRIS_COUNTY_OP_86AE12CFC0,Harris County Op 86Ae12Cfc0,other,1128,57,STEEL,-0.1104209675610064,0.0033593096752444814
PORTAL_ARC_HARRIS_COUNTY_OP_87F4853C1A,Harris County Op 87F4853C1A,other,30,84,STRONG,-0.08156390168003169,0.01445130955240102
PORTAL_ARC_HARRIS_COUNTY_OP_89477F0032,Harris County Op 89477F0032,other,1022,14,STRONG,-0.4923830077802088,0.3396384459723415
PORTAL_ARC_HARRIS_COUNTY_OP_8CE538DBE3,Harris County Op 8Ce538Dbe3,other,2000,7,STRONG,-0.4044897593310993,0.2957612032252764
PORTAL_ARC_HARRIS_COUNTY_OP_A2C8055EFB,Harris County Op A2C8055Efb,other,2000,113,STRONG,-0.07920221396297453,-0.05019030639715227
PORTAL_ARC_HARRIS_COUNTY_OP_A2DAE85C30,Harris County Op A2Dae85C30,other,38,53,CORROBORATED,-0.13784343507192245,-0.038934035828574506
PORTAL_ARC_HARRIS_COUNTY_OP_A35053AC76,Harris County Op A35053Ac76,other,38,11,STRONG,-0.34879300176312966,0.2157917416962239
PORTAL_ARC_HARRIS_COUNTY_OP_A5E2395522,Harris County Op A5E2395522,other,13,68,STRONG,-0.12567723598000866,0.016925570399867
PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1,Harris County Op B7635629A1,other,2000,10,STRONG,-0.5255130087609974,0.3206089327595571
PORTAL_ARC_HARRIS_COUNTY_OP_B86519B42D,Harris County Op B86519B42D,other,2000,113,STRONG,-0.08062940490665667,-0.05355089196385913
PORTAL_ARC_HARRIS_COUNTY_OP_BEF7C03176,Harris County Op Bef7C03176,other,755,72,CORROBORATED,-0.10894381951509911,-0.03130052077153251
PORTAL_ARC_HARRIS_COUNTY_OP_C23DC4BAF8,Harris County Op C23Dc4Baf8,other,782,17,STRONG,-0.46542911376954893,0.31270841268390864
PORTAL_ARC_HARRIS_COUNTY_OP_CAF5C156E3,Harris County Op Caf5C156E3,other,526,88,STEEL,-0.08371352301329718,-0.024710939377131508
PORTAL_ARC_HARRIS_COUNTY_OP_CB850CC4B0,Harris County Op Cb850Cc4B0,other,356,60,CORROBORATED,-0.16425008138181707,0.04156666902239254
PORTAL_ARC_HARRIS_COUNTY_OP_CBD49C80E4,Harris County Op Cbd49C80E4,other,513,49,STEEL,-0.06468128245359778,-0.04928474855415916
PORTAL_ARC_HARRIS_COUNTY_OP_D044517CB3,Harris County Op D044517Cb3,other,712,44,STRONG,-0.15661592781177996,-0.11993858623287472
PORTAL_ARC_HARRIS_COUNTY_OP_D048520A99,Harris County Op D048520A99,other,254,22,STRONG,-0.38979840139872723,0.23923810525476996
PORTAL_ARC_HARRIS_COUNTY_OP_D1EB790FBD,Harris County Op D1Eb790Fbd,other,363,65,CORROBORATED,-0.15571984538351905,-0.006570209673792399
PORTAL_ARC_HARRIS_COUNTY_OP_D248A81CD8,Harris County Op D248A81Cd8,other,2000,40,STRONG,-0.19540786543525215,-0.11152077198731668
PORTAL_ARC_HARRIS_COUNTY_OP_D354D2D6E2,Harris County Op D354D2D6E2,other,257,40,STRONG,-0.18381445084487497,-0.1173336690400629
PORTAL_ARC_HARRIS_COUNTY_OP_D53D8CC5D8,Harris County Op D53D8Cc5D8,other,924,93,STRONG,-0.09509688281723296,-0.03971837678567834
PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B,Harris County Op D8Cf46061B,other,1017,15,STRONG,-0.48753849911135805,0.351797702022488
PORTAL_ARC_HARRIS_COUNTY_OP_D9A3089ED0,Harris County Op D9A3089Ed0,other,125,62,STRONG,-0.12130312004991564,-0.03448267916199095
PORTAL_ARC_HARRIS_COUNTY_OP_E68ADDC07C,Harris County Op E68Addc07C,other,33,5,STRONG,-0.5476082259155053,0.31447539198004526
PORTAL_ARC_HARRIS_COUNTY_OP_E87E81379A,Harris County Op E87E81379A,other,34,86,STRONG,-0.07717900209687456,0.006837834495403832
PORTAL_ARC_HARRIS_COUNTY_OP_EA34BDDB5D,Harris County Op Ea34Bddb5D,other,13,68,STRONG,-0.12622487563281168,0.010606008942343814
PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D,Harris County Op Ede1E11F9D,other,386,64,STRONG,-0.15922130448406582,0.012263355799111482
PORTAL_ARC_HARRIS_COUNTY_OP_F22D53C24D,Harris County Op F22D53C24D,other,56,63,CORROBORATED,-0.08941517397463782,-0.03007774192282767
PORTAL_ARC_HARRIS_COUNTY_OP_F3D3A3AB57,Harris County Op F3D3A3Ab57,other,125,62,STRONG,-0.1204826180143429,-0.027086047516277186
PORTAL_ARC_HARRIS_COUNTY_OP_F9118D0DEE,Harris County Op F9118D0Dee,other,1164,30,STRONG,-0.33823329355352666,0.1827783289505408
PORTAL_ARC_HARRIS_COUNTY_OP_FA9969D82E,Harris County Op Fa9969D82E,other,1128,57,STEEL,-0.10727407685860282,-0.0018968212556659874
PORTAL_ARC_HARRIS_COUNTY_OP_FB6331E67A,Harris County Op Fb6331E67A,other,805,79,STRONG,-0.07876132052578722,-0.06739216700188003
PORTAL_ARC_HARRIS_COUNTY_OP_FCFE62D3BE,Harris County Op Fcfe62D3Be,other,18,14,STRONG,-0.5128940665942092,0.3508478460672291
PORTAL_ARC_HARRIS_COUNTY_OP_FE2134F2C8,Harris County Op Fe2134F2C8,other,526,88,STEEL,-0.08926932325990072,-0.02368721907010787
PORTAL_ARC_KENTUCKY_OPEN_GI_100DA931EB,Kentucky Open Gi 100Da931Eb,other,1971,157,STRONG,-0.2222548462166369,0.10585827473268965
PORTAL_ARC_KENTUCKY_OPEN_GI_23E8E1668C,Kentucky Open Gi 23E8E1668C,other,2000,85,STRONG,-0.12143314394800914,0.12714474488493221
PORTAL_ARC_KENTUCKY_OPEN_GI_2A1893FE0B,Kentucky Open Gi 2A1893Fe0B,other,2000,17,STRONG,-0.17990028923173768,0.09576762018082277
PORTAL_ARC_LA_COUNTY_OPEN_D_0A94DB308E,La County Open D 0A94Db308E,other,93,76,STEEL,0.03262544656717884,-0.02744627001105788
PORTAL_ARC_LA_COUNTY_OPEN_D_108A1E6982,La County Open D 108A1E6982,other,365,95,STRONG,0.0016421226126089343,-0.0534015543529774
PORTAL_ARC_LA_COUNTY_OPEN_D_1632A8E413,La County Open D 1632A8E413,other,12,45,STRONG,0.03750858047840413,-0.06326547059430736
PORTAL_ARC_LA_COUNTY_OPEN_D_18EE361084,La County Open D 18Ee361084,other,126,54,CORROBORATED,0.027240122241830048,-0.07027464536696924
PORTAL_ARC_LA_COUNTY_OPEN_D_1A6706943D,La County Open D 1A6706943D,other,2000,67,STEEL,0.020435738859768585,-0.02208061382790706
PORTAL_ARC_LA_COUNTY_OPEN_D_1EDD056661,La County Open D 1Edd056661,other,2000,88,STEEL,0.013825337568888782,-0.036320220806317076
PORTAL_ARC_LA_COUNTY_OPEN_D_2E79EB67C8,La County Open D 2E79Eb67C8,other,2000,81,STRONG,-0.032671638805495645,0.04224120419417638
PORTAL_ARC_LA_COUNTY_OPEN_D_3D07EB80AC,La County Open D 3D07Eb80Ac,other,1355,90,CORROBORATED,-0.007007585169955891,-0.054596647888196514
PORTAL_ARC_LA_COUNTY_OPEN_D_460F3F619B,La County Open D 460F3F619B,other,366,12,STRONG,0.051586208898854735,0.10044988061797773
PORTAL_ARC_LA_COUNTY_OPEN_D_464355F6D4,La County Open D 464355F6D4,other,6,37,CORROBORATED,0.041713431935994756,-0.059457547301215344
PORTAL_ARC_LA_COUNTY_OPEN_D_501C20229C,La County Open D 501C20229C,other,1247,7,CORROBORATED,0.2079973676157687,0.05705268839128859
PORTAL_ARC_LA_COUNTY_OPEN_D_58A85AED74,La County Open D 58A85Aed74,other,2,0,,,
PORTAL_ARC_LA_COUNTY_OPEN_D_5AB83C24A0,La County Open D 5Ab83C24A0,other,225,17,CORROBORATED,0.09804995342087726,-0.060278348704472275
PORTAL_ARC_LA_COUNTY_OPEN_D_6DF63A4983,La County Open D 6Df63A4983,other,187,22,STEEL,0.08412301611898994,-0.03908593585104574
